SwiftName,name,ra,dec,time,obsid,status,exposure_a,observation_mode,public_date,issue_flag,end_time,_Search_Offset
SWIFTJ1138.9+2529A,2MASXJ11383367p2523532     ,11 38 33.7,+25 23 53,                   ,60160441,accepted ,    -20000,                ,           ,          ,                   ,"   0.008 (174.640356,25.3981165)"
SWIFTJ1138.9+2529B,SDSSJ113915d13             ,11 39 22.8,+25 37 59,2023-01-16 16:41:09,60860008002,archived ,     21053,SCIENCE         , 2023-07-23,         0,2023-01-17 03:51:09,"   2.660 (174.813041,25.5993964)"
SWIFTJ1139.1+5913,SBS1136p594                ,11 39 15.4,+59 13 20,2014-12-26 16:16:07,60160443002,archived ,     23531,SCIENCE         , 2015-09-17,         0,2014-12-27 03:21:07,"   1.645 (174.787326,59.1985528)"
SWIFTJ1139.0-2323,HE1136m2304                ,11 38 42.5,-23 21 39,2014-07-02 22:31:07,80002031003,archived ,     63565,SCIENCE         , 2015-07-16,         0,2014-07-04 10:01:07,"    1.957 (174.71252,-23.359796)"
SWIFTJ1139.0-2323,HE1136m2304                ,11 38 40.6,-23 22 48,2014-07-02 08:16:07,80002031002,archived ,     23804,SCIENCE         , 2015-07-16,         0,2014-07-02 22:31:07,"    2.684 (174.71252,-23.359796)"
SWIFTJ1139.0-3743,NGC_3783                   ,11 38 54.1,-37 43 39,2016-08-24 21:16:08,60101110004,archived ,     42428,SCIENCE         , 2017-08-26,         0,2016-08-25 21:56:08,"   1.649 (174.757133,-37.738611)"
SWIFTJ1139.0-3743,NGC_3783                   ,11 38 53.7,-37 43 22,2016-08-22 06:26:08,60101110002,archived ,     41265,SCIENCE         , 2017-08-26,         0,2016-08-23 06:21:08,"   1.850 (174.757133,-37.738611)"
SWIFTJ1139.0-3743,NGC_3783                   ,11 39 08.1,-37 43 39,2016-12-11 21:56:08,80202006002,archived ,     25657,SCIENCE         , 2018-01-12,         0,2016-12-12 13:36:08,"   1.427 (174.757133,-37.738611)"
SWIFTJ1139.0-3743,NGC_3783                   ,11 39 09.2,-37 43 39,2016-12-21 10:41:08,80202006004,archived ,     25367,SCIENCE         , 2018-01-12,         1,2016-12-21 23:21:08,"   1.633 (174.757133,-37.738611)"
SWIFTJ1139.0-3743,NGC_3783                   ,11 39 01.7,-37 44 19,                   ,60902005,accepted ,    -40000,                ,           ,          ,                   ,"   0.007 (174.757133,-37.738611)"
SWIFTJ1139.0-3743,NGC_3783                   ,11 39 01.7,-37 44 19,                   ,60901023,accepted ,   -160000,                ,           ,          ,                   ,"   0.007 (174.757133,-37.738611)"
SWIFTJ1139.8+3157,NGC3786                    ,11 39 36.9,+31 53 50,2014-06-09 14:26:07,60061349002,archived ,     21992,SCIENCE         , 2015-03-31,         0,2014-06-10 02:26:07,"   1.397 (174.927129,31.9094276)"
SWIFTJ1141.3+2156,PG1138p222                 ,11 41 16.2,+21 56 22,                   ,60160447,accepted ,    -20000,                ,           ,          ,                   ,"   0.003 (175.317344,21.9393694)"
SWIFTJ1142.2+1021,NGC3822                    ,11 42 16.4,+10 17 52,2016-01-12 09:51:08,60061332002,archived ,     21298,SCIENCE         , 2016-01-22,         0,2016-01-12 20:41:08,"   1.774 (175.546216,10.2778444)"
SWIFTJ1142.2+1021,NGC3822                    ,11 42 02.4,+10 15 58,2022-06-04 04:21:09,90801611002,archived ,     21289,SCIENCE         , 2022-06-13,         0,2022-06-04 15:16:09,"   2.244 (175.546216,10.2778444)"
SWIFTJ1144.1+3652,KUG1141p371                ,11 44 21.2,+36 51 54,2020-05-13 01:16:09,90601618002,archived ,     38562,SCIENCE         , 2020-05-26,         0,2020-05-13 22:31:09,"   2.127 (176.124458,36.8857196)"
SWIFTJ1144.1+3652,KUG1141p371                ,11 44 35.7,+36 54 41,2019-12-26 08:26:09,60160449002,archived ,     21525,SCIENCE         , 2020-01-03,         0,2019-12-26 19:26:09,"   1.933 (176.124458,36.8857196)"
SWIFTJ1143.7+7942,UGC06728                   ,11 45 59.7,+79 40 09,2017-10-13 20:06:09,60376007002,archived ,     58077,SCIENCE         , 2017-10-18,         1,2017-10-14 15:06:09,"   2.095 (176.316418,79.6815021)"
SWIFTJ1143.7+7942,UGC06728                   ,11 45 01.1,+79 40 14,2016-07-10 11:36:08,60160450002,archived ,     22615,SCIENCE         , 2016-07-21,         0,2016-07-10 19:16:08,"   0.937 (176.316418,79.6815021)"
SWIFTJ1143.7+7942,UGC06728                   ,11 45 55.3,+79 40 37,2017-10-13 19:31:09,60376007001,archived ,       536,SCIENCE         , 2017-10-18,         0,2017-10-13 20:06:09,"   1.783 (176.316418,79.6815021)"
SWIFTJ1143.7+7942,UGC06728                   ,11 44 52.1,+79 39 32,2016-07-10 10:51:08,60160450001,archived ,       430,SCIENCE         , 2016-07-21,         0,2016-07-10 11:36:08,"   1.728 (176.316418,79.6815021)"
SWIFTJ1145.6-1819,HE_1143m1810               ,11 45 46.3,-18 26 36,2017-12-20 09:41:09,60302002006,archived ,     23096,SCIENCE         , 2019-01-03,         0,2017-12-20 22:11:09,"   1.526 (176.418604,-18.454139)"
SWIFTJ1145.6-1819,HE_1143m1810               ,11 45 46.6,-18 26 40,2017-12-24 13:36:09,60302002010,archived ,     22378,SCIENCE         , 2019-01-03,         0,2017-12-25 01:26:09,"   1.567 (176.418604,-18.454139)"
SWIFTJ1145.6-1819,HE_1143m1810               ,11 45 48.1,-18 26 30,2017-12-16 12:16:09,60302002002,archived ,     20960,SCIENCE         , 2019-01-03,         0,2017-12-16 23:06:09,"   1.952 (176.418604,-18.454139)"
SWIFTJ1145.6-1819,HE_1143m1810               ,11 45 48.5,-18 26 28,2017-12-18 12:36:09,60302002004,archived ,     20838,SCIENCE         , 2019-01-03,         0,2017-12-18 23:21:09,"   2.068 (176.418604,-18.454139)"
SWIFTJ1145.6-1819,HE_1143m1810               ,11 45 46.5,-18 26 27,2017-12-22 13:11:09,60302002008,archived ,     20716,SCIENCE         , 2019-01-03,         0,2017-12-23 00:11:09,"   1.637 (176.418604,-18.454139)"
SWIFTJ1145.2+5905,MCGp10m17m061              ,11 45 45.8,+58 58 24,2019-10-05 14:41:09,60161452002,archived ,     22253,SCIENCE         , 2019-10-30,         0,2019-10-06 01:51:09,"    1.654 (176.38804,58.9781545)"
SWIFTJ1145.2+5905,MCGp10m17m061              ,11 45 51.4,+58 57 34,2019-10-05 14:21:09,60161452001,archived ,         0,SLEW            , 2019-10-30,         0,2019-10-05 14:41:09,"    2.613 (176.38804,58.9781545)"
SWIFTJ1145.6-6956,PKS1143m696                ,11 45 40.0,-69 51 15,2023-10-07 22:21:09,60160453002,archived ,     23180,SCIENCE         , 2023-10-16,         0,2023-10-08 06:56:09,"   3.019 (176.473441,-69.900486)"
SWIFTJ1145.6-6956,PKS1143m696                ,11 45 45.1,-69 50 50,2023-10-07 21:46:09,60160453001,archived ,       349,SCIENCE         , 2023-10-16,         0,2023-10-07 22:21:09,"   3.274 (176.473441,-69.900486)"
SWIFTJ1148.3+0901,2MASXJ11475508p0902284     ,11 47 45.2,+09 01 31,2022-05-05 19:26:09,60160454002,archived ,     19570,SCIENCE         , 2022-05-16,         0,2022-05-06 08:06:09,"    2.626 (176.979477,9.0413454)"
SWIFTJ1148.7+2941,MCGp05m28m032              ,11 48 28.9,+29 37 42,2023-06-15 00:56:09,60160455002,archived ,     23859,SCIENCE         , 2023-06-26,         0,2023-06-15 13:06:09,"   3.789 (177.191389,29.6412117)"
SWIFTJ1149.3-0414,RBS1037                    ,11 49 25.0,-04 15 33,2017-02-02 03:26:09,60061215002,archived ,     40679,SCIENCE         , 2017-02-14,         0,2017-02-03 03:11:09,"   2.037 (177.327824,-4.2807703)"
SWIFTJ1149.3+5307,SDSSJ114921d52p532013d4    ,11 49 24.1,+53 21 58,2016-01-20 01:36:08,60260009002,archived ,     24886,SCIENCE         , 2016-01-28,         0,2016-01-20 13:56:08,"   1.785 (177.339656,53.3370322)"
SWIFTJ1152.1-1122,PG1149m110                 ,11 51 53.1,-11 23 20,2019-07-20 05:41:09,60160458002,archived ,     17252,SCIENCE         , 2019-08-05,         0,2019-07-20 15:11:09,"    2.728 (178.014787,-11.37337)"
SWIFTJ1152.6-0512,MCG_01_30_041              ,11 52 31.2,-05 13 18,2017-06-14 04:21:09,60061216002,archived ,     26904,SCIENCE         , 2017-06-23,         0,2017-06-14 19:11:09,"   1.960 (178.159044,-5.2070095)"
SWIFTJ1153.6+4931,4Cp49d22                   ,11 53 24.5,+49 31 09,                   ,60160460,accepted ,    -20000,                ,           ,          ,                   ,"   0.004 (178.351968,49.5191402)"
SWIFTJ1157.8+5529,NGC_3998                   ,11 58 06.4,+55 27 00,2016-10-25 20:26:08,60201050002,archived ,    103930,SCIENCE         , 2017-11-10,         1,2016-10-28 01:26:08,"   1.466 (179.483894,55.4536137)"
SWIFTJ1157.8+5529,NGC_3998                   ,11 57 56.1,+55 27 13,                   ,61002031,accepted ,    -50000,                ,           ,          ,                   ,"   0.001 (179.483894,55.4536137)"
SWIFTJ1158.9+4234,IC751                      ,11 58 51.3,+42 35 41,2013-02-04 00:26:07,60061217004,archived ,     52017,SCIENCE         , 2015-12-22,         0,2013-02-05 04:21:07,"   1.478 (179.719247,42.5703255)"
SWIFTJ1158.9+4234,IC751                      ,11 59 02.4,+42 34 40,2014-11-28 06:01:07,60001148002,archived ,     26285,SCIENCE         , 2015-12-22,         0,2014-11-28 20:51:07,"   1.856 (179.719247,42.5703255)"
SWIFTJ1158.9+4234,IC751                      ,11 58 58.0,+42 34 45,2014-11-30 06:26:07,60001148004,archived ,     25742,SCIENCE         , 2015-12-22,         0,2014-11-30 20:41:07,"   1.126 (179.719247,42.5703255)"
SWIFTJ1158.9+4234,IC751                      ,11 58 45.2,+42 33 42,2013-05-23 05:36:07,60061217006,archived ,     25049,SCIENCE         , 2015-12-22,         0,2013-05-23 18:11:07,"   1.458 (179.719247,42.5703255)"
SWIFTJ1158.9+4234,IC751                      ,11 59 06.5,+42 33 48,2012-10-28 23:01:07,60061217002,archived ,     13099,SCIENCE         , 2015-03-31,         0,2012-10-29 05:01:07,"   2.594 (179.719247,42.5703255)"
SWIFTJ1158.9+4234,IC751                      ,11 58 57.8,+42 37 01,2013-02-03 23:41:07,60061217003,archived ,       430,SCIENCE         , 2015-12-22,         0,2013-02-04 00:26:07,"   2.956 (179.719247,42.5703255)"
SWIFTJ1158.9+4234,IC751                      ,11 59 04.7,+42 34 56,2014-11-30 05:46:07,60001148003,archived ,       153,SCIENCE         , 2015-12-22,         0,2014-11-30 06:26:07,"   2.342 (179.719247,42.5703255)"
SWIFTJ1158.9+4234,IC751                      ,11 59 10.2,+42 35 01,2014-11-28 05:46:07,60001148001,archived ,       128,SCIENCE         , 2015-12-22,         0,2014-11-28 06:01:07,"   3.339 (179.719247,42.5703255)"
SWIFTJ1158.9+4234,IC_750                     ,11 58 52.2,+42 43 21,                   ,61001028,accepted ,   -220000,                ,           ,          ,                   ,"   9.131 (179.719247,42.5703255)"
SWIFTJ1159.7-2002,RBS_1055                   ,11 59 52.4,-19 58 39,2021-02-06 14:06:09,60601015004,archived ,    145597,SCIENCE         , 2022-02-15,         1,2021-02-09 23:56:09,"   2.788 (179.920894,-19.990164)"
SWIFTJ1159.7-2002,RBS_1055                   ,11 59 50.9,-19 58 34,2021-02-03 12:01:09,60601015002,archived ,    108710,SCIENCE         , 2022-02-15,         0,2021-02-05 23:26:09,"   2.477 (179.920894,-19.990164)"
SWIFTJ1200.8+0650,CGCG041_020                ,12 01 07.7,+06 49 58,2022-01-18 07:01:09,60061218002,archived ,     18801,SCIENCE         , 2022-01-24,         1,2022-01-18 18:06:09,"    2.899 (180.241436,6.8064024)"
SWIFTJ1201.2-0341,Mrk1310                    ,12 01 07.9,-03 40 58,2016-06-17 12:51:08,60160465002,archived ,     21131,SCIENCE         , 2016-07-06,         0,2016-06-17 23:46:08,"     1.641 (180.309806,-3.67816)"
SWIFTJ1200.2-5350,2MASXJ12024767m5350082     ,12 03 02.3,-53 49 36,2020-02-24 11:21:09,60061219002,archived ,     22380,SCIENCE         , 2020-03-28,         0,2020-02-24 22:21:09,"2.225 (180.6984275,-53.83550041)"
SWIFTJ1203.0+4433,NGC_4051                   ,12 03 24.9,+44 31 44,2018-11-04 12:56:09,60401009002,archived ,    311139,SCIENCE         , 2019-11-22,         1,2018-11-11 14:46:09,"    2.723 (180.79003,44.5313083)"
SWIFTJ1203.0+4433,NGC4051                    ,12 03 04.7,+44 33 30,2014-02-16 13:36:07,60001050008,archived ,     56683,SCIENCE         , 2014-09-23,         0,2014-02-17 18:11:07,"    1.849 (180.79003,44.5313083)"
SWIFTJ1203.0+4433,NGC4051                    ,12 03 23.5,+44 29 57,2013-10-09 20:01:07,60001050006,archived ,     49618,SCIENCE         , 2014-09-23,         0,2013-10-10 22:31:07,"    3.137 (180.79003,44.5313083)"
SWIFTJ1203.0+4433,NGC4051                    ,12 02 55.4,+44 31 20,2013-06-17 21:21:07,60001050003,archived ,     45734,SCIENCE         , 2014-09-23,         0,2013-06-18 21:16:07,"    2.592 (180.79003,44.5313083)"
SWIFTJ1203.0+4433,SwiftJ1203d0p4433          ,12 03 22.3,+44 33 12,2023-12-23 05:26:09,60160466002,archived ,     18618,SCIENCE         , 2024-01-08,         0,2023-12-23 16:56:09,"    2.621 (180.79003,44.5313083)"
SWIFTJ1203.0+4433,NGC4051                    ,12 03 22.9,+44 30 45,2013-10-09 13:41:07,60001050005,archived ,     10201,SCIENCE         , 2014-09-23,         1,2013-10-09 20:01:07,"    2.626 (180.79003,44.5313083)"
SWIFTJ1203.0+4433,NGC4051                    ,12 03 01.8,+44 31 31,2013-06-17 16:41:07,60001050002,archived ,      9434,SCIENCE         , 2014-09-23,         0,2013-06-17 21:21:07,"    1.435 (180.79003,44.5313083)"
SWIFTJ1204.5+2019,NGC4074                    ,12 04 16.3,+20 18 13,2023-06-22 11:16:09,60061220002,archived ,     22184,SCIENCE         , 2023-07-03,         0,2023-06-22 23:51:09,"   3.220 (181.123622,20.3163092)"
SWIFTJ1204.5+2019,NGC_4070                   ,12 03 58.7,+20 23 13,2022-07-19 08:56:09,60864002002,archived ,     20514,SCIENCE         , 2023-01-25,         0,2022-07-19 20:01:09,"   8.413 (181.123622,20.3163092)"
SWIFTJ1204.8+2758,GQCom                      ,12 04 33.2,+27 52 31,2019-07-16 03:26:09,60160469002,archived ,     30173,SCIENCE         , 2019-07-20,         0,2019-07-16 21:06:09,"   2.594 (181.175478,27.9032976)"
SWIFTJ1204.8+2758,GQCom                      ,12 04 28.1,+27 53 21,2020-05-23 07:36:09,60160469004,archived ,     21178,SCIENCE         , 2020-06-03,         0,2020-05-23 18:31:09,"   3.214 (181.175478,27.9032976)"
SWIFTJ1204.9+3105,UGC_7064                   ,12 04 49.8,+31 12 46,2021-01-27 02:56:09,60601035002,archived ,     77311,SCIENCE         , 2022-02-08,         0,2021-01-28 20:36:09,"   2.534 (181.180523,31.1772679)"
SWIFTJ1205.8+4959,NUSTARJ1206p4957           ,12 06 21.6,+49 57 38,2017-11-20 08:01:09,60301012002,archived ,     50655,SCIENCE         , 2018-12-02,         1,2017-11-21 11:26:09,"   4.711 (181.483384,49.9989665)"
SWIFTJ1205.8+4959,2MASXJ12055599p4959561     ,12 06 10.2,+49 58 45,2014-10-23 19:26:07,60061357002,archived ,     22426,SCIENCE         , 2015-09-17,         0,2014-10-24 06:41:07,"   2.570 (181.483384,49.9989665)"
SWIFTJ1205.8+4959,NUSTARJ1206p4957           ,12 06 28.4,+49 57 41,2017-11-20 07:31:09,60301012001,archived ,         0,SLEW            , 2018-12-02,         0,2017-11-20 08:01:09,"   5.667 (181.483384,49.9989665)"
SWIFTJ1206.2+5243,NGC4102                    ,12 06 36.1,+52 41 45,2020-10-07 16:11:09,60662005002,archived ,     23438,SCIENCE         , 2021-10-19,         0,2020-10-08 03:16:09,"   2.180 (181.596033,52.7110309)"
SWIFTJ1206.2+5243,NGC4102                    ,12 06 33.3,+52 42 53,2015-11-19 03:36:08,60160472002,archived ,     20564,SCIENCE         , 2015-12-02,         0,2015-11-19 14:36:08,"   1.567 (181.596033,52.7110309)"
SWIFTJ1206.2+5243,NGC4102                    ,12 06 38.3,+52 42 23,2015-11-19 03:11:08,60160472001,archived ,         0,SLEW            , 2015-12-02,         0,2015-11-19 03:36:08,"   2.324 (181.596033,52.7110309)"
SWIFTJ1207.5+3355,B2_1204p34                 ,12 07 39.3,+33 53 17,2014-12-16 07:56:07,60061356002,archived ,     21938,SCIENCE         , 2015-09-17,         1,2014-12-16 19:01:07,"   1.453 (181.887193,33.8778083)"
SWIFTJ1209.5+4702,Mrk0198                    ,12 08 59.0,+47 04 01,2022-04-29 01:01:09,60061223002,archived ,     22214,SCIENCE         , 2022-05-09,         1,2022-04-29 13:21:09,"   2.627 (182.308814,47.0583628)"
SWIFTJ1209.4+4340,NGC4138                    ,12 09 42.7,+43 42 59,2024-01-08 11:21:09,60061224002,archived ,     18973,SCIENCE         , 2024-01-22,         0,2024-01-08 21:06:09,"    2.989 (182.37417,43.6853081)"
SWIFTJ1210.1-4637,CSRG0644                   ,12 10 00.0,-46 38 38,2014-05-28 00:26:07,60061345002,archived ,     19872,SCIENCE         , 2015-03-31,         0,2014-05-28 09:56:07,"   2.286 (182.516875,-46.607529)"
SWIFTJ1210.5+3924,NGC_4151                   ,12 10 47.5,+39 25 20,2022-12-16 03:06:09,60901003002,archived ,     97024,SCIENCE         , 2024-01-20,         0,2022-12-18 08:01:09,"   3.047 (182.635714,39.4058493)"
SWIFTJ1210.5+3924,NGC4151                    ,12 10 43.7,+39 24 06,2012-11-14 08:16:07,60001111005,archived ,     61528,SCIENCE         , 2014-05-07,         0,2012-11-15 17:31:07,"   2.169 (182.635714,39.4058493)"
SWIFTJ1210.5+3924,NGC4151                    ,12 10 46.4,+39 23 45,2012-11-12 18:56:07,60001111003,archived ,     57034,SCIENCE         , 2014-05-07,         1,2012-11-14 01:06:07,"   2.736 (182.635714,39.4058493)"
SWIFTJ1210.5+3924,NGC_4151                   ,12 10 18.5,+39 23 51,2024-05-19 09:26:09,60902010004,processed,     45991,SCIENCE         ,           ,         0,2024-05-20 11:16:09,"   2.760 (182.635714,39.4058493)"
SWIFTJ1210.5+3924,NGC_4151                   ,12 10 47.9,+39 25 50,2023-12-27 10:36:09,60902010002,processed,     45219,SCIENCE         ,           ,         0,2023-12-28 12:51:09,"   3.313 (182.635714,39.4058493)"
SWIFTJ1210.5+3924,NGC_4151                   ,12 10 45.7,+39 24 38,2019-11-12 09:21:09,60502017004,archived ,     43738,SCIENCE         , 2021-02-08,         0,2019-11-13 09:31:09,"   2.546 (182.635714,39.4058493)"
SWIFTJ1210.5+3924,NGC_4151                   ,12 10 18.7,+39 24 13,2024-05-24 18:01:09,61001014004,processed,     33586,SCIENCE         , 2024-12-03,         0,2024-05-25 12:36:09,"   2.689 (182.635714,39.4058493)"
SWIFTJ1210.5+3924,NGC_4151                   ,12 10 39.4,+39 25 56,2019-12-24 11:21:09,60502017006,archived ,     32401,SCIENCE         , 2021-02-08,         0,2019-12-25 04:46:09,"   2.064 (182.635714,39.4058493)"
SWIFTJ1210.5+3924,NGC_4151                   ,12 10 25.0,+39 23 06,2019-07-24 08:06:09,60502017002,archived ,     31738,SCIENCE         , 2021-02-08,         0,2019-07-25 01:21:09,"   1.927 (182.635714,39.4058493)"
SWIFTJ1210.5+3924,NGC_4151                   ,12 10 40.2,+39 26 34,2020-01-10 07:36:09,60502017008,archived ,     30586,SCIENCE         , 2021-02-08,         0,2020-01-11 00:46:09,"   2.664 (182.635714,39.4058493)"
SWIFTJ1210.5+3924,NGC_4151                   ,12 10 34.4,+39 26 26,2020-01-19 12:11:09,60502017010,archived ,     29717,SCIENCE         , 2021-02-08,         0,2020-01-20 04:01:09,"   2.114 (182.635714,39.4058493)"
SWIFTJ1210.5+3924,NGC_4151                   ,12 10 36.0,+39 27 04,2020-01-23 06:26:09,60502017012,archived ,     28859,SCIENCE         , 2021-02-08,         0,2020-01-23 22:16:09,"   2.800 (182.635714,39.4058493)"
SWIFTJ1210.5+3924,NGC_4151                   ,12 10 17.3,+39 24 07,2024-05-21 13:06:09,61001014002,processed,     24461,SCIENCE         , 2024-12-03,         0,2024-05-22 03:16:09,"   2.954 (182.635714,39.4058493)"
SWIFTJ1210.5+3924,NGC4151                    ,12 10 40.8,+39 23 01,2012-11-12 06:06:07,60001111002,archived ,     21861,SCIENCE         , 2014-05-07,         0,2012-11-12 18:56:07,"   2.076 (182.635714,39.4058493)"
SWIFTJ1210.5+3924,NGC4151                    ,12 10 48.0,+39 23 57,2012-11-14 07:51:07,60001111004,archived ,       209,SCIENCE         , 2014-05-07,         0,2012-11-14 08:16:07,"   3.003 (182.635714,39.4058493)"
SWIFTJ1210.5+3924,NGC4151                    ,12 10 49.1,+39 23 39,2012-11-12 05:41:07,60001111001,archived ,        17,SCIENCE         , 2014-05-07,         0,2012-11-12 06:06:07,"   3.260 (182.635714,39.4058493)"
SWIFTJ1210.5+3924,NGC_4151                   ,12 10 16.0,+39 23 17,2024-05-19 08:51:09,60902010003,processed,         0,SLEW            ,           ,         0,2024-05-19 09:26:09,"   3.374 (182.635714,39.4058493)"
SWIFTJ1210.7+3819,KUG1208p386                ,12 10 35.7,+38 18 36,2019-07-14 01:41:09,60061225002,archived ,     31761,SCIENCE         , 2019-07-29,         0,2019-07-14 19:01:09,"   2.302 (182.684475,38.3361748)"
SWIFTJ1211.3-3935,2MASXJ12111425m3933268     ,12 11 14.3,-39 33 26,                   ,60160479,accepted ,    -20000,                ,           ,          ,                   ,"   0.007 (182.809515,-39.557422)"
SWIFTJ1212.9+0702,SWIFT_J1212d9p0702         ,12 12 57.4,+07 01 52,2016-07-14 09:26:08,60201038002,archived ,     31650,SCIENCE         , 2017-07-21,         0,2016-07-15 04:26:08,"    1.489 (183.262791,7.0389178)"
SWIFTJ1212.9+0702,NGC4180                    ,12 12 52.8,+07 01 16,2020-07-14 12:36:09,60160480002,archived ,     23390,SCIENCE         , 2020-07-27,         0,2020-07-15 00:56:09,"    2.766 (183.262791,7.0389178)"
SWIFTJ1213.1+3239A,CGCG187m022                ,12 12 59.4,+32 35 05,2020-06-15 00:01:09,60160481002,archived ,     19513,SCIENCE         , 2020-06-19,         0,2020-06-15 10:51:09,"   2.211 (183.288784,32.5963555)"
SWIFTJ1213.1+3239B,B21210p33                  ,12 13 03.8,+32 47 37,                   ,60160482,accepted ,    -20000,                ,           ,          ,                   ,"   0.004 (183.265867,32.7935448)"
SWIFTJ1213.9-0531,2MASXJ12135456m0530193     ,12 13 54.6,-05 30 19,                   ,60160483,accepted ,    -20000,                ,           ,          ,                   ,"   0.009 (183.477423,-5.5054411)"
SWIFTJ1214.3+2933,WAS49b                     ,12 14 14.1,+29 31 50,2014-07-15 15:56:07,60061335002,archived ,     20402,SCIENCE         , 2015-03-31,         0,2014-07-16 02:31:07,"   0.815 (183.574281,29.5286987)"
SWIFTJ1217.2-2611,ESO505_30                  ,12 17 03.3,-26 11 41,2018-01-28 17:41:09,60061226002,archived ,     21670,SCIENCE         , 2018-02-15,         0,2018-01-29 05:31:09,"   1.637 (184.238056,-26.209168)"
SWIFTJ1217.3+0714,NGC4235                    ,12 17 09.9,+07 11 30,                   ,60160486,accepted ,    -20000,                ,           ,          ,                   ,"    0.002 (184.291173,7.1916093)"
SWIFTJ1218.5+2952,Mrk766                     ,12 18 31.1,+29 50 27,2015-01-24 12:31:07,60001048002,archived ,     90173,SCIENCE         , 2015-09-17,         0,2015-01-26 12:31:07,"     1.943 (184.610475,29.81294)"
SWIFTJ1218.5+2952,Mrk_766                    ,12 18 15.3,+29 48 17,2024-06-08 16:46:09,60902008008,processed,     56781,SCIENCE         ,           ,         0,2024-06-09 23:01:09,"     2.489 (184.610475,29.81294)"
SWIFTJ1218.5+2952,Mrk_766                    ,12 18 14.3,+29 48 23,2024-06-07 02:21:09,60902008006,processed,     50877,SCIENCE         ,           ,         1,2024-06-08 05:11:09,"     2.682 (184.610475,29.81294)"
SWIFTJ1218.5+2952,Mrk_766                    ,12 18 10.8,+29 48 55,2024-05-25 12:51:09,60902008002,processed,     50458,SCIENCE         ,           ,         1,2024-05-26 17:21:09,"     3.422 (184.610475,29.81294)"
SWIFTJ1218.5+2952,Mrk_766                    ,12 18 12.8,+29 48 20,2024-06-03 03:16:09,60902008004,processed,     49828,SCIENCE         ,           ,         0,2024-06-04 06:12:09,"     3.014 (184.610475,29.81294)"
SWIFTJ1218.5+2952,Mrk766                     ,12 18 18.6,+29 48 01,2015-07-05 17:26:08,60101022002,archived ,     23565,SCIENCE         , 2016-07-26,         1,2015-07-06 06:06:08,"     1.865 (184.610475,29.81294)"
SWIFTJ1218.5+2952,Mrk_766                    ,12 18 10.4,+29 48 05,2024-06-03 03:01:09,60902008003,processed,       476,SCIENCE         ,           ,         0,2024-06-03 03:16:09,"     3.561 (184.610475,29.81294)"
SWIFTJ1218.5+2952,Mrk_766                    ,12 18 26.5,+29 48 46,                   ,60901032,accepted ,    -80000,                ,           ,          ,                   ,"     0.003 (184.610475,29.81294)"
SWIFTJ1219.4+4720,NGC_4258                   ,12 19 05.0,+47 19 31,2016-01-10 03:06:08,60101046004,archived ,    103612,SCIENCE         , 2017-01-24,         0,2016-01-12 09:26:08,"   1.802 (184.739585,47.3040128)"
SWIFTJ1219.4+4720,NGC_4258                   ,12 19 08.4,+47 18 18,2015-11-16 11:06:08,60101046002,archived ,     54783,SCIENCE         , 2017-01-24,         0,2015-11-17 15:51:08,"   1.845 (184.739585,47.3040128)"
SWIFTJ1221.3+3012,1ES_1218p304               ,12 21 21.9,+30 10 37,                   ,81001635,accepted ,          ,                ,           ,          ,                   ,"   0.002 (185.341432,30.1769831)"
SWIFTJ1221.3+3012,1ES_1218p304               ,12 21 28.6,+30 10 28,2015-11-23 01:06:08,60101034002,archived ,     49551,SCIENCE         , 2016-12-02,         0,2015-11-24 04:11:08,"   1.453 (185.341432,30.1769831)"
SWIFTJ1222.4+7520,Mrk205                     ,12 21 18.6,+75 17 41,2017-06-20 18:41:09,60160490002,archived ,     20372,SCIENCE         , 2017-07-08,         0,2017-06-21 04:21:09,"   1.884 (185.433717,75.3106378)"
SWIFTJ1222.4+7520,Mrk205                     ,12 21 28.7,+75 17 50,2017-06-20 18:06:09,60160490001,archived ,       352,SCIENCE         , 2017-07-08,         0,2017-06-20 18:41:09,"   1.271 (185.433717,75.3106378)"
SWIFTJ1222.4+0414,J1222p0403                 ,12 22 16.7,+04 12 45,2017-06-27 14:31:09,60301018002,archived ,     32221,SCIENCE         , 2018-07-08,         0,2017-06-28 09:41:09,"     1.557 (185.593939,4.221048)"
SWIFTJ1223.7+0238,Mrk50                      ,12 23 12.0,+02 40 03,2022-06-27 13:56:09,60061227002,archived ,     17423,SCIENCE         , 2022-07-11,         0,2022-06-28 01:01:09,"    3.116 (185.850574,2.6790292)"
SWIFTJ1225.8+1240,NGC_4388                   ,12 25 53.3,+12 41 01,2019-12-25 05:06:09,60501018002,archived ,     50360,SCIENCE         , 2021-01-03,         0,2019-12-26 08:06:09,"   2.046 (186.444914,12.6621556)"
SWIFTJ1225.8+1240,NGC_4388                   ,12 25 36.2,+12 39 00,2023-05-14 08:01:09,60802036002,archived ,     43673,SCIENCE         , 2023-12-05,         0,2023-05-15 07:16:09,"   2.688 (186.444914,12.6621556)"
SWIFTJ1225.8+1240,NGC_4388                   ,12 25 32.7,+12 39 14,2023-05-17 08:11:09,60802036004,archived ,     23253,SCIENCE         , 2023-12-05,         0,2023-05-17 20:16:09,"   3.462 (186.444914,12.6621556)"
