SwiftName,name,ra,dec,time,stop_time,obsid,exposure,public_date,_Search_Offset
SWIFTJ0554.8+4625,MCG+8-11-11           ,05 54 53.59,+46 30 14.0,2007-09-17 01:46:02,2007-09-19 06:20:14,702112010,98748.1, 2008-10-12,"  3.871 (88.7233595,46.4393815)"
SWIFTJ0559.8-5028,PKS 0558-504          ,05 59 44.02,-50 26 24.7,2007-01-19 18:23:18,2007-01-20 07:41:14,701011030,21256.3, 2008-09-26,"  0.704 (89.9474604,-50.447783)"
SWIFTJ0559.8-5028,PKS 0558-504          ,05 59 44.11,-50 26 30.1,2007-01-17 11:14:49,2007-01-18 02:42:24,701011010,20620.7, 2008-09-26,"  0.637 (89.9474604,-50.447783)"
SWIFTJ0559.8-5028,PKS 0558-504          ,05 59 43.78,-50 26 24.4,2007-01-20 20:09:44,2007-01-21 07:52:19,701011040,19738.1, 2008-09-26,"  0.737 (89.9474604,-50.447783)"
SWIFTJ0559.8-5028,PKS 0558-504          ,05 59 44.04,-50 26 22.2,2007-01-21 21:49:08,2007-01-22 08:28:19,701011050,19515.4, 2008-09-26,"  0.729 (89.9474604,-50.447783)"
SWIFTJ0559.8-5028,PKS 0558-504          ,05 59 44.11,-50 26 27.2,2007-01-18 16:47:43,2007-01-19 06:22:19,701011020,18875.3, 2008-09-26,"  0.666 (89.9474604,-50.447783)"
SWIFTJ0601.9-8636,SWIFT J0601.9-8636    ,06 04 36.55,-86 40 40.4,2006-04-13 16:24:08,2006-04-14 01:52:19,701018010,19765.7, 2007-10-24,"  2.933 (91.4218863,-86.631625)"
SWIFTJ0615.8+7101,MKN 3                 ,06 15 32.14,+71 02 51.7,2005-10-22 02:02:09,2005-10-24 06:26:14,100040010,95026.5, 2007-05-27,"   0.702 (93.901482,71.0374823)"
SWIFTJ0615.8+7101,MARKARIAN 3           ,06 15 34.10,+71 03 00.4,2014-10-01 22:08:01,2014-10-02 10:02:09,709022010,23831.0, 2015-11-19,"   0.779 (93.901482,71.0374823)"
SWIFTJ0615.8+7101,MARKARIAN 3           ,06 15 40.49,+71 01 48.4,2015-03-23 05:48:56,2015-03-23 15:02:23,709022040,23518.0, 2016-04-08,"   0.556 (93.901482,71.0374823)"
SWIFTJ0615.8+7101,MARKARIAN 3           ,06 15 31.49,+71 02 58.6,2014-10-23 03:37:31,2014-10-23 16:09:23,709022030,22746.1, 2015-12-20,"   0.828 (93.901482,71.0374823)"
SWIFTJ0615.8+7101,MARKARIAN 3           ,06 15 38.23,+71 01 30.0,2015-04-04 11:21:15,2015-04-04 23:42:19,709022050,21455.6, 2016-06-11,"   0.764 (93.901482,71.0374823)"
SWIFTJ0615.8+7101,MARKARIAN 3           ,06 15 33.77,+71 02 44.5,2014-10-07 19:20:38,2014-10-08 01:48:17,709022020,17727.7, 2015-12-02,"   0.536 (93.901482,71.0374823)"
SWIFTJ0651.9+7426,MKN 6                 ,06 52 16.44,+74 24 46.8,2015-04-21 14:07:12,2015-04-22 16:50:10,710001010,50654.1, 2016-06-09,"  0.884 (103.051357,74.4269881)"
SWIFTJ0709.4-3559,SWIFT J0709.4-3559    ,07 09 14.62,-36 01 21.4,2011-04-02 02:16:10,2011-04-04 01:32:13,706008010,81173.9, 2012-04-20,"   0.104 (107.308761,-36.02276)"
SWIFTJ0714.2+3518,SWIFT J0714.2+3518    ,07 14 04.03,+35 16 45.1,2015-04-04 23:51:20,2015-04-06 21:42:17,709007010,79247.1, 2016-06-26,"   0.038 (108.516037,35.279275)"
SWIFTJ0742.5+4948,MARKARIAN 79          ,07 42 32.57,+49 48 05.4,2007-04-03 21:55:26,2007-04-05 18:22:23,702044010,83703.8, 2008-08-17,"  0.493 (115.636733,49.8096907)"
SWIFTJ0746.3+2548,SWIFT J0746.3+2548    ,07 46 27.41,+25 52 45.1,2005-11-04 08:35:29,2005-11-06 14:04:15,700011010,99428.4, 2007-05-27,"  3.729 (116.607792,25.8173101)"
SWIFTJ0753.1+4559,FG03                  ,07 52 43.68,+45 57 25.9,2012-10-28 18:39:14,2012-10-29 02:35:21,807052010,14318.5, 2014-02-08,"  0.483 (118.184184,45.9493009)"
SWIFTJ0804.2+0507,PHOENIX GALAXY        ,08 03 58.10,+05 03 51.8,2007-05-02 07:54:40,2007-05-03 23:00:15,702111010,58867.7, 2008-10-05,"   3.539 (121.024381,5.1138525)"
SWIFTJ0839.6-1213,PBC J0839.7-1214      ,08 39 45.41,-12 18 10.4,2010-05-08 16:32:34,2010-05-10 11:45:10,705007010,80564.3, 2011-05-26,"  3.818 (129.960768,-12.242866)"
SWIFTJ0841.4+7052,0836+714              ,08 41 04.08,+70 49 44.4,2006-03-15 18:11:15,2006-03-16 14:00:24,700010010,55626.1, 2007-05-27,"  4.298 (130.351496,70.8950594)"
SWIFTJ0841.4+7052,0836+710              ,08 41 25.97,+70 54 32.8,2012-10-13 14:28:26,2012-10-13 19:44:13,707042010,10613.0, 2013-11-02,"  0.853 (130.351496,70.8950594)"
SWIFTJ0856.0+7812,NGC 2655              ,08 55 36.91,+78 12 33.8,2014-05-12 10:16:35,2014-05-14 01:45:22,709003010,76837.1, 2015-05-31,"  0.836 (133.908303,78.2233042)"
SWIFTJ0902.0+6007,MRK 18                ,09 02 02.21,+60 04 13.1,2010-05-14 12:03:43,2010-05-15 09:03:11,705001010,37966.7, 2011-07-27,"  4.909 (135.493352,60.1517402)"
SWIFTJ0902.7-6816,NGC 2788A             ,09 02 42.10,-68 13 05.2,2015-05-15 01:08:57,2015-05-16 05:21:10,710007010,42233.9, 2016-07-22,"  0.576 (135.664435,-68.226803)"
SWIFTJ0902.7-4814,IGR J09026-4812       ,09 02 35.23,-48 13 56.3,2013-11-26 07:41:17,2013-11-26 22:51:10,708031010,37792.4, 2013-04-01,"  0.511 (135.655479,-48.226054)"
SWIFTJ0904.3+5538,SWIFT J0904.3+5538    ,09 04 28.08,+55 34 29.6,2009-04-28 02:12:31,2009-04-28 16:48:14,704027010,41943.8, 2010-05-27,"  1.994 (136.153986,55.6007443)"
SWIFTJ0911.2+4533,SWIFT J0911.2+4533    ,09 11 37.49,+45 31 49.8,2008-10-25 04:27:32,2008-10-27 05:03:14,703008010,93879.0, 2009-11-13,"   3.956 (137.87502,45.4682938)"
SWIFTJ0923.7+2255,MCG +04-22-042        ,09 23 47.06,+22 58 09.5,2009-11-22 07:56:32,2009-11-23 06:19:19,704028010,40962.0, 2010-12-12,"  3.734 (140.929146,22.9090576)"
SWIFTJ0925.0+5218,MRK 110               ,09 25 21.19,+52 20 58.9,2007-11-02 08:15:48,2007-11-04 07:35:24,702124010,90871.2, 2008-11-16,"  4.017 (141.303546,52.2862175)"
SWIFTJ0934.7-2156,ESO 565-G019          ,09 34 43.25,-21 56 04.6,2012-05-20 20:54:08,2012-05-22 21:39:12,707013010,78923.9, 2013-06-05,"  0.415 (143.681469,-21.927785)"
SWIFTJ0935.9+6120,UGC5101               ,09 35 21.84,+61 19 06.6,2006-03-31 04:18:56,2006-04-01 08:25:24,701002010,48990.2, 2008-09-26,"   4.133 (143.964992,61.353256)"
SWIFTJ0935.9+6120,UGC5101               ,09 36 04.54,+61 25 04.1,2006-10-31 18:19:29,2006-11-01 09:30:22,701002020,42166.0, 2008-09-26,"   4.171 (143.964992,61.353256)"
SWIFTJ0945.6-1420,NGC 2992              ,09 45 50.21,-14 16 55.6,2005-12-13 10:15:40,2005-12-14 12:09:14,700005030,46836.1, 2007-05-27,"  3.323 (146.424767,-14.326305)"
SWIFTJ0945.6-1420,NGC 2992              ,09 45 44.45,-14 16 17.0,2005-11-06 14:17:44,2005-11-07 14:02:32,700005010,37502.9, 2007-05-27,"  3.350 (146.424767,-14.326305)"
SWIFTJ0945.6-1420,NGC 2992              ,09 45 40.97,-14 16 10.6,2005-11-19 21:04:33,2005-11-20 23:25:24,700005020,37493.5, 2007-05-27,"  3.411 (146.424767,-14.326305)"
SWIFTJ0947.6-3057,MCG-5-23-16           ,09 47 41.57,-30 56 42.0,2013-06-01 22:06:42,2013-06-05 05:55:18,708021010,159526.2, 2013-04-01,"  0.387 (146.917204,-30.948887)"
SWIFTJ0947.6-3057,MCG-5-23-16           ,09 47 41.47,-30 56 41.3,2013-06-05 05:55:19,2013-06-07 23:00:11,708021020,138846.6, 2013-04-01,"  0.378 (146.917204,-30.948887)"
SWIFTJ0947.6-3057,MCG -5-23-16          ,09 47 46.68,-30 54 08.3,2005-12-07 22:51:48,2005-12-10 11:51:19,700002010,95677.4, 2007-05-27,"  3.128 (146.917204,-30.948887)"
SWIFTJ0947.7+0726,3C 227                ,09 47 44.76,+07 25 28.2,2012-11-06 01:54:26,2012-11-08 00:40:15,707004010,82532.5, 2013-12-05,"    0.158 (146.938095,7.422391)"
SWIFTJ0950.5+7318,4C73.08               ,09 49 45.94,+73 15 07.6,2008-11-16 22:10:24,2008-11-18 11:52:19,703018010,81375.2, 2009-11-29,"  0.743 (147.441449,73.2397227)"
SWIFTJ0955.5+6907,M81                   ,09 55 25.42,+68 59 42.4,2006-05-08 00:07:30,2006-05-09 12:30:14,701022010,103518.6, 2007-10-24,"  4.265 (148.888451,69.0652157)"
SWIFTJ0955.5+6907,M81                   ,09 55 31.90,+69 03 11.9,2015-05-18 11:19:51,2015-05-20 23:32:17,710017010,97702.2, 2016-06-04,"  0.725 (148.888451,69.0652157)"
SWIFTJ0955.5+6907,M81                   ,09 55 40.06,+69 04 27.5,2011-09-15 11:07:59,2011-09-16 10:54:17,906004010,45675.9, 2011-04-01,"  0.818 (148.888451,69.0652157)"
SWIFTJ0959.5-2248,SWIFT J0959.5-2258    ,09 59 22.32,-22 52 17.8,2008-06-18 21:49:07,2008-06-19 19:33:24,703013010,43663.4, 2009-07-04,"  3.186 (149.873097,-22.826311)"
SWIFTJ1001.7+5543,NGC 3079              ,10 01 59.33,+55 36 41.8,2008-05-26 20:54:12,2008-05-29 10:28:14,803039020,102340.0, 2009-06-17,"  4.100 (150.490793,55.6798305)"
SWIFTJ1001.7+5543,NGC 3079              ,10 01 46.56,+55 36 58.7,2008-05-04 17:50:16,2008-05-05 02:45:17,803039010,14408.3, 2009-06-17,"  4.128 (150.490793,55.6798305)"
SWIFTJ1009.3-4250,ESO 263-G013          ,10 09 42.14,-42 51 37.1,2007-06-01 10:57:50,2007-06-02 14:16:14,702120010,45294.7, 2008-10-06,"   3.146 (152.45081,-42.811238)"
SWIFTJ1023.5+1952,NGC3227               ,10 23 30.53,+19 52 06.2,2008-11-27 21:29:20,2008-11-29 18:00:14,703022050,79429.8, 2008-04-01,"  0.199 (155.877395,19.8650946)"
SWIFTJ1023.5+1952,NGC3227               ,10 23 30.43,+19 52 07.7,2008-11-20 17:00:00,2008-11-22 08:59:19,703022040,64567.9, 2008-04-01,"  0.225 (155.877395,19.8650946)"
SWIFTJ1023.5+1952,NGC3227               ,10 23 30.38,+19 52 08.0,2008-10-28 08:12:52,2008-10-29 20:22:14,703022010,58917.2, 2008-04-01,"  0.233 (155.877395,19.8650946)"
SWIFTJ1023.5+1952,NGC3227               ,10 23 30.43,+19 52 08.0,2008-11-12 02:48:55,2008-11-13 17:30:19,703022030,56571.5, 2008-04-01,"  0.231 (155.877395,19.8650946)"
SWIFTJ1023.5+1952,NGC3227               ,10 23 30.53,+19 52 07.7,2008-11-04 03:36:31,2008-11-05 16:16:24,703022020,53699.5, 2008-04-01,"  0.223 (155.877395,19.8650946)"
SWIFTJ1023.5+1952,NGC3227               ,10 23 30.43,+19 52 07.3,2008-12-02 14:28:03,2008-12-03 17:21:19,703022060,51410.5, 2008-04-01,"  0.219 (155.877395,19.8650946)"
SWIFTJ1031.7-3451,NGC 3281              ,10 31 50.18,-34 54 26.6,2008-05-21 20:25:13,2008-05-23 05:29:25,703033010,46234.0, 2009-06-06,"  3.246 (157.967011,-34.853686)"
SWIFTJ1048.4-2511,NGC3393               ,10 48 18.00,-25 12 50.0,2007-05-23 18:47:11,2007-05-25 04:30:09,702004010,55227.0, 2008-10-06,"  3.348 (162.097766,-25.162043)"
SWIFTJ1049.4+2258,MRK 417               ,10 49 27.82,+22 54 05.8,2007-05-18 15:49:27,2007-05-19 13:45:12,702078010,41506.6, 2008-08-17,"   3.844 (162.37886,22.9645525)"
SWIFTJ1051.2-1704A,NGC 3431              ,10 51 14.74,-17 00 54.0,2012-06-11 13:35:08,2012-06-13 13:22:17,707012010,65675.6, 2013-06-30,"  0.422 (162.812665,-17.008078)"
SWIFTJ1051.2-1704B,NGC 3431              ,10 51 14.74,-17 00 54.0,2012-06-11 13:35:08,2012-06-13 13:22:17,707012010,65675.6, 2013-06-30,"    8.535 (162.9061,-17.124721)"
SWIFTJ1103.5-2329,1ES 1101-232          ,11 03 35.42,-23 32 49.6,2006-05-25 16:27:47,2006-05-27 05:11:19,701071010,62432.7, 2007-10-28,"  3.345 (165.906738,-23.491975)"
SWIFTJ1104.4+3812,MRK 421               ,11 04 25.94,+38 12 07.6,2008-05-05 02:52:18,2008-05-09 08:24:19,703043010,180785.1, 2009-05-21,"  0.485 (166.113785,38.2088302)"
SWIFTJ1104.4+3812,MRK421                ,11 04 34.03,+38 16 16.0,2008-12-03 17:28:04,2008-12-05 22:45:10,703020010,101307.5, 2009-12-23,"  3.963 (166.113785,38.2088302)"
SWIFTJ1104.4+3812,MRK421                ,11 04 12.50,+38 09 51.8,2006-04-28 06:46:17,2006-04-29 06:30:25,701024010,41470.9, 2007-10-21,"  3.946 (166.113785,38.2088302)"
SWIFTJ1106.5+7234,NGC3516               ,11 07 27.74,+72 37 16.7,2009-10-28 05:35:15,2009-11-02 12:39:14,704062010,251355.5, 2009-04-01,"4.365 (166.6977485,72.56866377)"
SWIFTJ1106.5+7234,NGC3516               ,11 06 55.18,+72 34 40.4,2005-10-12 13:57:09,2005-10-15 09:07:24,100031010,134469.6, 2007-05-27,"0.801 (166.6977485,72.56866377)"
SWIFTJ1106.5+7234,NGC 3516              ,11 06 43.61,+72 33 28.4,2015-05-12 08:01:41,2015-05-15 00:50:12,710009010,117701.2, 2016-07-24,"0.707 (166.6977485,72.56866377)"
SWIFTJ1106.5+7234,NGC 3516              ,11 06 45.89,+72 33 12.2,2013-05-29 11:02:50,2013-05-30 15:15:14,708006040,54218.0, 2013-04-01,"0.923 (166.6977485,72.56866377)"
SWIFTJ1106.5+7234,NGC 3516              ,11 06 40.66,+72 33 31.7,2014-04-07 16:54:26,2014-04-08 12:00:24,708006080,51539.0, 2013-04-01,"0.781 (166.6977485,72.56866377)"
SWIFTJ1106.5+7234,NGC 3516              ,11 06 46.97,+72 33 15.5,2013-05-23 03:32:08,2013-05-24 07:05:07,708006070,51475.2, 2013-04-01,"0.863 (166.6977485,72.56866377)"
SWIFTJ1106.5+7234,NGC 3516              ,11 06 37.34,+72 33 39.6,2013-04-09 23:13:20,2013-04-11 01:06:16,708006010,51386.0, 2013-04-01,"0.886 (166.6977485,72.56866377)"
SWIFTJ1106.5+7234,NGC 3516              ,11 06 42.34,+72 33 26.6,2013-05-12 00:22:24,2013-05-13 02:30:23,708006030,50428.3, 2013-04-01,"0.777 (166.6977485,72.56866377)"
SWIFTJ1106.5+7234,NGC 3516              ,11 06 53.74,+72 35 02.0,2013-11-04 06:15:13,2013-11-05 05:10:17,708006060,46200.0, 2013-04-01,"1.028 (166.6977485,72.56866377)"
SWIFTJ1106.5+7234,NGC 3516              ,11 06 40.42,+72 33 23.8,2013-04-27 00:17:13,2013-04-27 10:42:22,708006020,19103.0, 2013-04-01,"0.896 (166.6977485,72.56866377)"
SWIFTJ1106.5+7234,NGC 3516              ,11 06 57.60,+72 34 38.3,2013-10-07 04:29:56,2013-10-08 23:28:20,708006050,0.0, 2013-04-01,"0.919 (166.6977485,72.56866377)"
SWIFTJ1130.1-1447,PKS1127-145           ,11 30 06.58,-14 49 28.2,2008-11-29 18:10:15,2008-11-30 22:51:24,703004010,55545.1, 2008-04-01,"  0.116 (172.529381,-14.824266)"
SWIFTJ1132.7+5301,NGC 3718              ,11 32 56.18,+53 06 42.5,2009-10-24 20:23:41,2009-10-26 06:08:19,704048010,59888.2, 2010-11-07,"  4.143 (173.145267,53.0679714)"
SWIFTJ1139.0-3743,NGC3783               ,11 38 52.82,-37 47 04.6,2009-07-10 21:50:25,2009-07-15 00:02:19,704063010,209503.4, 2009-04-01,"  3.271 (174.757133,-37.738611)"
SWIFTJ1139.0-3743,NGC 3783              ,11 39 02.66,-37 44 11.0,2006-06-24 18:32:36,2006-06-26 20:34:17,701033010,75719.3, 2007-10-28,"  0.230 (174.757133,-37.738611)"
SWIFTJ1143.7+7942,UGC 6728              ,11 44 52.73,+79 36 38.2,2009-06-06 13:33:08,2009-06-07 12:18:08,704029010,49003.9, 2010-06-17,"  4.380 (176.316418,79.6815021)"
SWIFTJ1153.6+4931,1150+497              ,11 53 26.98,+49 31 54.5,2010-11-12 17:07:42,2010-11-14 02:30:10,705003010,105655.8, 2011-11-27,"  0.861 (178.351968,49.5191402)"
SWIFTJ1157.8+5529,NGC 3998              ,11 57 52.75,+55 26 39.5,2014-05-03 21:06:51,2014-05-05 14:19:14,709002010,80675.4, 2015-05-17,"  0.736 (179.483894,55.4536137)"
SWIFTJ1200.8+0650,SWIFT J1200.8+0650    ,12 00 52.44,+06 44 55.7,2008-05-31 21:39:59,2008-06-02 22:16:24,703009010,84486.6, 2009-06-21,"   3.716 (180.241436,6.8064024)"
SWIFTJ1203.0+4433,NGC 4051              ,12 03 11.62,+44 32 21.8,2008-11-06 07:39:03,2008-11-12 02:40:14,703023010,274530.5, 2008-04-01,"   0.603 (180.79003,44.5313083)"
SWIFTJ1203.0+4433,NGC 4051              ,12 03 25.34,+44 34 50.5,2005-11-10 19:14:14,2005-11-13 10:21:24,700004010,119578.0, 2007-05-27,"   4.079 (180.79003,44.5313083)"
SWIFTJ1203.0+4433,NGC 4051              ,12 03 10.85,+44 32 21.5,2008-11-23 16:48:00,2008-11-25 13:43:43,703023020,78385.5, 2008-04-01,"   0.528 (180.79003,44.5313083)"
SWIFTJ1204.5+2019,ARK 347               ,12 04 22.85,+20 14 51.4,2010-06-30 23:54:36,2010-07-01 20:48:13,705002010,38972.6, 2011-07-30,"  4.422 (181.123622,20.3163092)"
SWIFTJ1206.2+5243,NGC4102               ,12 06 07.73,+52 39 12.2,2009-05-30 01:37:38,2009-06-01 10:05:14,704057010,105557.9, 2010-06-16,"  4.165 (181.596033,52.7110309)"
SWIFTJ1209.4+4340,NGC 4138              ,12 09 46.42,+43 44 04.2,2009-11-02 12:47:43,2009-11-03 21:14:18,704047010,60771.6, 2010-11-17,"   4.210 (182.37417,43.6853081)"
SWIFTJ1210.5+3924,NGC 4151              ,12 10 34.08,+39 24 47.5,2012-11-11 20:13:42,2012-11-14 23:02:20,707024010,150266.9, 2014-02-14,"  0.529 (182.635714,39.4058493)"
SWIFTJ1210.5+3924,NGC 4151              ,12 10 33.00,+39 24 50.0,2006-12-18 20:05:09,2006-12-21 09:14:13,701034010,124979.6, 2008-08-24,"  0.490 (182.635714,39.4058493)"
SWIFTJ1210.5+3924,NGC 4151              ,12 10 34.63,+39 24 55.4,2011-11-17 15:15:47,2011-11-18 23:30:12,906006010,61664.6, 2011-04-01,"  0.698 (182.635714,39.4058493)"
SWIFTJ1210.5+3924,NGC 4151              ,12 10 34.13,+39 25 31.4,2011-12-18 15:02:08,2011-12-20 01:07:21,906006020,60596.5, 2011-04-01,"  1.211 (182.635714,39.4058493)"
SWIFTJ1218.5+2952,MRK 766               ,12 18 27.70,+29 49 06.2,2006-11-16 00:34:54,2006-11-18 08:44:01,701035010,97869.3, 2008-11-30,"    0.416 (184.610475,29.81294)"
SWIFTJ1218.5+2952,MRK 766               ,12 18 27.53,+29 49 10.9,2007-11-17 21:26:20,2007-11-19 05:40:19,701035020,59363.5, 2008-11-30,"    0.461 (184.610475,29.81294)"
SWIFTJ1219.4+4720,NGC 4258              ,12 19 00.43,+47 18 55.1,2010-11-11 03:50:36,2010-11-12 17:04:13,705051010,103833.2, 2011-12-08,"  0.840 (184.739585,47.3040128)"
SWIFTJ1219.4+4720,M106                  ,12 18 50.81,+47 14 15.4,2006-06-10 12:59:29,2006-06-12 17:04:20,701095010,99817.5, 2007-10-28,"  4.143 (184.739585,47.3040128)"
SWIFTJ1221.3+3012,1ES1218+304           ,12 21 13.54,+30 07 00.8,2006-05-19 19:12:55,2006-05-21 16:57:14,701025010,79869.2, 2007-10-25,"  4.037 (185.341432,30.1769831)"
SWIFTJ1222.4+7520,MRK 205               ,12 20 59.02,+75 14 54.6,2010-05-22 18:21:23,2010-05-24 19:41:15,705062010,100960.5, 2011-06-11,"  4.701 (185.433717,75.3106378)"
SWIFTJ1224.9+2122,QSO 1222+216          ,12 24 54.96,+21 23 19.3,2014-11-27 21:36:27,2014-11-28 07:05:16,709025010,13400.2, 2015-12-12,"  0.560 (186.226924,21.3795662)"
SWIFTJ1224.9+2122,QSO 1222+216          ,12 24 54.94,+21 23 15.7,2014-11-28 07:05:17,2014-11-28 09:45:18,709025020,527.2, 2015-12-12,"  0.500 (186.226924,21.3795662)"
SWIFTJ1225.8+1240,NGC4388               ,12 25 47.06,+12 40 02.6,2005-12-24 09:04:19,2005-12-27 06:00:14,800017010,123634.1, 2007-05-27,"  0.322 (186.444914,12.6621556)"
SWIFTJ1202.5+3332,NGC 4395              ,12 25 38.66,+33 29 18.2,2007-06-02 14:30:03,2007-06-05 07:09:24,702001010,101507.5, 2008-10-06,"   4.105 (186.453655,33.546906)"
SWIFTJ1229.1+0202,3C 273                ,12 29 01.42,+01 59 46.0,2007-06-30 00:03:15,2007-07-01 06:23:14,702070010,54892.7, 2008-08-17,"    3.626 (187.277907,2.052393)"
SWIFTJ1229.1+0202,3C273                 ,12 29 07.39,+02 02 58.2,2012-07-16 08:08:54,2012-07-17 09:00:18,107013010,39755.3, 2012-04-01,"    0.245 (187.277907,2.052393)"
SWIFTJ1235.6-3954,NGC 4507              ,12 35 35.69,-39 54 42.8,2007-12-20 12:20:59,2007-12-22 14:00:19,702048010,103626.0, 2008-12-29,"  0.238 (188.902645,-39.909347)"
SWIFTJ1238.9-2720,ESO 506-G027          ,12 38 46.63,-27 21 30.2,2007-08-02 01:06:17,2007-08-03 06:10:24,702080010,41745.3, 2008-09-01,"  3.514 (189.727488,-27.307803)"
SWIFTJ1239.3-1611,IGR J12391-1612       ,12 39 13.68,-16 07 45.1,2008-12-18 21:43:23,2008-12-22 06:59:08,703007010,130274.0, 2010-01-10,"  3.516 (189.776186,-16.179785)"
SWIFTJ1239.6-0519,NGC 4593              ,12 39 39.17,-05 20 27.6,2014-12-30 18:20:17,2015-01-03 07:59:56,709014050,145281.9, 2016-01-28,"  0.202 (189.914336,-5.3441634)"
SWIFTJ1239.6-0519,NGC 4593              ,12 39 39.19,-05 20 28.3,2014-12-26 15:53:55,2014-12-30 18:20:16,709014040,130358.4, 2016-01-28,"  0.188 (189.914336,-5.3441634)"
SWIFTJ1239.6-0519,NGC 4593              ,12 39 39.14,-05 20 33.4,2007-12-15 04:42:35,2007-12-17 23:20:11,702040010,118841.5, 2008-12-29,"  0.119 (189.914336,-5.3441634)"
SWIFTJ1239.6-0519,NGC 4593              ,12 39 39.55,-05 20 47.0,2014-06-22 08:07:07,2014-06-23 02:22:22,709014020,30961.0, 2015-07-09,"  0.137 (189.914336,-5.3441634)"
SWIFTJ1239.6-0519,NGC 4593              ,12 39 39.14,-05 20 32.3,2014-12-15 15:08:33,2014-12-16 07:15:21,709014030,30531.2, 2015-12-27,"  0.134 (189.914336,-5.3441634)"
SWIFTJ1239.6-0519,NGC 4593              ,12 39 39.60,-05 20 53.5,2014-06-16 02:29:54,2014-06-16 20:33:12,709014010,29761.6, 2015-07-01,"  0.245 (189.914336,-5.3441634)"
SWIFTJ1246.6+5435,NGC 4686              ,12 46 12.19,+54 30 43.6,2009-04-25 16:48:24,2009-04-26 18:09:19,704015010,44845.9, 2010-05-23,"   4.233 (191.666206,54.534287)"
SWIFTJ1253.5-4137,ESO 323-G032          ,12 53 23.98,-41 34 59.5,2007-12-22 14:03:20,2007-12-24 03:30:14,702119010,79249.4, 2009-01-23,"  3.218 (193.334613,-41.635597)"
SWIFTJ1256.2-0551,3C279                 ,12 56 16.44,-05 44 01.7,2009-01-19 23:30:36,2009-01-22 22:32:20,703049010,134110.6, 2010-05-12,"  3.583 (194.046484,-5.7893621)"
SWIFTJ1256.2-0551,3C279                 ,12 56 16.78,-05 43 58.1,2009-01-23 21:03:12,2009-01-25 03:00:14,703049020,56937.0, 2010-05-12,"  3.670 (194.046484,-5.7893621)"
SWIFTJ1303.8+5345,SBS 1301+540          ,13 04 03.67,+53 48 22.7,2014-11-30 23:57:07,2014-12-03 12:20:22,709018010,94317.6, 2016-03-04,"  1.075 (195.997893,53.7916333)"
SWIFTJ1304.3-0532,NGC 4941              ,13 04 12.67,-05 33 34.2,2012-06-22 11:16:12,2012-06-24 05:52:19,707001010,80859.3, 2013-07-07,"  0.486 (196.054571,-5.5515957)"
SWIFTJ1305.4-4928,NGC 4945              ,13 05 28.34,-49 24 54.7,2006-01-15 08:04:39,2006-01-17 23:10:20,100008030,95066.3, 2007-05-27,"  3.174 (196.364385,-49.468039)"
SWIFTJ1305.4-4928,NGC 4945              ,13 05 27.26,-49 27 57.2,2011-01-29 02:05:50,2011-01-30 02:50:14,705047050,46107.6, 2012-02-12,"  0.132 (196.364385,-49.468039)"
SWIFTJ1305.4-4928,NGC 4945              ,13 05 21.96,-49 31 38.6,2010-07-09 23:50:49,2010-07-11 06:18:12,705047020,44151.7, 2011-08-04,"  3.672 (196.364385,-49.468039)"
SWIFTJ1305.4-4928,NGC 4945              ,13 05 18.36,-49 31 14.5,2010-07-26 01:36:35,2010-07-27 04:11:23,705047030,40326.6, 2011-08-07,"  3.488 (196.364385,-49.468039)"
SWIFTJ1305.4-4928,NGC 4945              ,13 05 10.03,-49 30 51.8,2010-08-30 21:34:36,2010-08-31 23:45:10,705047040,39385.9, 2011-09-11,"  3.967 (196.364385,-49.468039)"
SWIFTJ1305.4-4928,NGC 4945              ,13 05 23.02,-49 31 42.2,2010-07-04 15:15:58,2010-07-05 16:14:17,705047010,39073.7, 2011-07-28,"  3.693 (196.364385,-49.468039)"
SWIFTJ1305.4-4928,NGC 4945              ,13 05 29.09,-49 27 59.8,2005-08-22 18:41:31,2005-08-23 02:25:33,100008010,14338.0, 2007-05-27,"  0.279 (196.364385,-49.468039)"
SWIFTJ1305.4-4928,NGC 4945              ,13 05 29.59,-49 27 59.8,2005-08-23 02:25:34,2005-08-23 02:28:58,100008020,177.6, 2007-05-27,"  0.358 (196.364385,-49.468039)"
SWIFTJ1306.4-4025A,ESO 323-G077          ,13 06 25.75,-40 25 25.0,2011-07-20 15:32:10,2011-07-21 10:00:14,706033010,44122.2, 2012-10-12,"   0.544 (196.608846,-40.41461)"
SWIFTJ1306.4-4025B,ESO 323-G077          ,13 06 25.75,-40 25 25.0,2011-07-20 15:32:10,2011-07-21 10:00:14,706033010,44122.2, 2012-10-12,"  8.873 (196.800383,-40.407563)"
SWIFTJ1309.2+1139,NGC 4992              ,13 08 58.61,+11 34 39.4,2006-06-18 05:29:25,2006-06-19 05:04:13,701080010,38788.6, 2007-11-18,"    3.800 (197.27333,11.634144)"
SWIFTJ1310.9-5553,SWIFT J1310.9-5553    ,13 10 44.83,-55 52 19.9,2011-07-19 10:46:29,2011-07-20 15:26:17,706009010,82785.0, 2012-10-13,"  0.250 (197.680692,-55.869818)"
SWIFTJ1322.2-1641,MCG-03-34-64          ,13 22 23.90,-16 43 37.2,2013-01-04 21:12:35,2013-01-09 04:10:11,707027010,155712.7, 2012-04-01,"  0.159 (200.601925,-16.728445)"
