0.2032337,-7.1532227
0.4420348,-76.953963
0.610105,3.3519118
0.8642482,27.6547253
1.0082414,70.3217522
1.5814004,20.2029512
2.2983352,-0.6152216
2.6291746,10.9748617
4.2854197,81.585596
5.2814076,-19.168191
6.3850302,68.3624394
6.6694697,-53.163275
7.3070965,13.267761
7.6826262,-59.007215
8.3264422,61.4620153
8.5700402,-79.088963
8.636619,-4.4034229
8.9693118,59.8345373
9.0872635,45.6648997
9.6338116,23.6134076
10.1661783,24.7609374
10.7200423,-23.541046
10.7578514,30.2887771
10.6662872,30.2976209
10.7865818,-11.601037
11.5861961,-40.097039
12.1964231,31.9569703
12.8959113,29.4012876
12.9781786,17.4329205
13.015854,-27.396923
13.7171686,25.427508
14.3035108,63.9952504
14.9720011,31.8270228
15.1456808,-47.867721
15.3516234,-3.1444828
15.8904897,-64.652116
16.3617325,-42.216216
16.4083363,-47.071687
16.4116637,-14.270439
16.4445786,-34.528966
16.6886002,6.6338489
16.9151809,-11.653119
17.2203085,13.3373168
17.8651625,-38.083459
18.3445605,25.3147963
18.462671,13.2717505
18.4586759,-14.845654
18.5292124,-32.650883
18.6039118,-55.397048
19.0616678,31.0338419
19.1297888,-12.604714
20.4646356,-28.349368
20.6433963,50.0549783
20.7859782,34.3467826
20.9765475,-35.065445
20.9407192,-58.805775
21.1116658,33.799487
21.4830788,35.176913
21.4919297,15.3037975
21.8854896,19.1788337
22.0280068,-18.808629
22.1018382,16.4593292
22.2818629,-60.645036
22.4632342,-42.326454
22.5887222,-46.029149
22.9600122,-33.11929
23.4903535,-36.493219
23.690138,-4.5036554
24.1358277,39.0997756
24.6548345,-40.011438
24.8500212,29.4019643
25.1116719,-53.327614
25.4906996,39.391449
27.2487096,21.7594329
27.353505,21.9973509
27.3426785,-50.252056
27.9244134,-36.187829
28.2043279,-3.446844
28.6679935,-27.117034
28.8539726,2.4712572
29.2956399,47.2664508
30.0793962,24.4738372
30.2769167,-6.8158862
30.5723165,68.3626549
30.384773,68.4060751
30.7539409,-24.036751
31.5666194,-0.2914554
31.7591853,29.5127814
31.9649507,44.8439997
32.1456037,-17.659656
32.3368516,-10.133077
32.4058661,52.4443457
32.718895,-49.698523
33.5747538,51.747763
33.6398451,-0.7667201
33.655843,-64.5014
33.9059265,-12.99174
34.1116052,51.4235729
34.3784913,73.8257243
35.5263788,52.3516455
35.6467456,25.1374468
35.8878154,45.8211765
36.2617486,-23.213451
36.2694267,18.7801554
36.2875824,-63.223985
36.6071557,-28.349681
36.7275161,23.7996621
37.0603048,31.3115385
37.5230272,-8.9981209
37.9624064,-36.672124
38.2024999,20.2881295
38.5837874,32.5057187
38.6576352,-8.7877916
38.8060701,-29.604787
39.5821531,-52.192308
39.6796489,-61.289551
39.7040792,-40.643902
40.2700061,-8.2557579
40.3953004,7.1871611
40.5159153,5.1683819
40.5609879,5.5099865
40.6696,-0.0132865
41.0124898,53.4745149
41.1988416,-24.513846
41.2403957,62.4684768
41.3061407,10.7896717
42.2472632,26.5110089
42.6132932,46.7914752
42.6773797,54.7048487
42.668669,41.6716011
42.9185624,-16.650642
42.8825517,-68.051577
