ID,SwiftName,Counterpart,RA,DEC,Redshift,nh
344,SWIFTJ0640.1-4328,LEDA549777,100.158416,-43.355711,0.06049084,7.06e+20
345,SWIFTJ0641.3+3257,2MASXJ06411806+3249313,100.32509,32.8254925,0.04860302,2.36e+21
346,SWIFTJ0645.9+5303,UGC3533,101.610847,53.0755464,0.03585415,9.72e+20
347,SWIFTJ0651.9+7426,Mrk6,103.051357,74.4269881,0.01903787,9.8e+20
348,SWIFTJ0654.6+0700,2MASSJ06543417+0703210,103.642446,7.0558123,0.02389166,4.25e+21
349,SWIFTJ0655.8+3957,UGC3601,103.956358,40.000323,0.01719824,1.15e+21
350,SWIFTJ0656.4-4921,LEDA478026,104.049733,-49.330559,0.04100612,4.94e+20
353,SWIFTJ0659.3+2406,2MASXJ06591070+2401400,104.794481,24.0278423,0.09082159,9.98e+20
354,SWIFTJ0701.3-3235,2MASXJ07011026-3234534,105.292606,-32.581379,0.04323294,2.33e+21
357,SWIFTJ0707.1+6433,VIIZw118,106.804549,64.5997172,0.07997629,4.51e+20
358,SWIFTJ0709.0-4642,LEDA511628,107.180242,-46.71363,0.04674945,9.09e+20
359,SWIFTJ0709.3-1527,PKS0706-15,107.302151,-15.450997,0.14227673,7.25e+21
360,SWIFTJ0709.4-3559,2MASXJ07091407-3601216,107.308761,-36.02276,0.11071689,3e+21
361,SWIFTJ0710.3+5908,2MASXJ07103005+5908202,107.625273,59.1389942,0.12533212,5.15e+20
362,SWIFTJ0714.2+3518,UGC3752,108.516037,35.279275,0.01579022,6.7e+20
363,SWIFTJ0714.3+4541,Mrk376,108.562843,45.6988517,0.05584909,1.14e+21
364,SWIFTJ0714.7-2521,SWIFTJ0714.7-2521,108.654098,-25.290303,0.04250262,4.87e+21
366,SWIFTJ0718.1+4403,LEDA20607,109.502507,44.0908778,0.06160197,1.09e+21
367,SWIFTJ0723.8-0804,1RXSJ072352.4-080623,110.971135,-8.1039597,0.14492612,4.86e+21
368,SWIFTJ0725.7-0055,PKS0723-008,111.460984,-0.915716,0.12720092,1.66e+21
369,SWIFTJ0725.8+3000,Z147-20,111.405258,29.9541631,0.01786556,7.2e+20
370,SWIFTJ0726.6-3552,LEDA96373,111.609736,-35.906073,0.02995078,3.97e+21
371,SWIFTJ0726.5+3659,2MASXJ07263532+3700028,111.647254,37.0007681,0.1911858,6.66e+20
372,SWIFTJ0727.4-2408,1RXSJ072720.8-240629,111.837717,-24.108984,0.12191061,7.94e+21
376,SWIFTJ0733.2+4558,SDSSJ073309.19+455506.2,113.28835,45.9184102,0.14143427,9.68e+20
377,SWIFTJ0733.9+5156,2MASXJ07332681+5153560,113.36163,51.8988706,0.06521568,6.17e+20
378,SWIFTJ0736.9+5846,Mrk9,114.2376,58.770414,0.03988829,5.61e+20
379,SWIFTJ0739.7-3142,LEDA86063,114.936103,-31.71737,0.02643364,5.75e+21
380,SWIFTJ0741.4-5447,2MASXJ07410919-5447461,115.288365,-54.796045,0.10609794,1.4e+21
381,SWIFTJ0742.3+8024,3C184.1,115.75577,80.4405834,0.11833893,3.48e+20
382,SWIFTJ0742.5+4948,Mrk79,115.636733,49.8096907,0.0221083,6.61e+20
383,SWIFTJ0743.0+6513,Mrk78,115.673761,65.1770973,0.0373091,3.88e+20
384,SWIFTJ0743.3-2546,LEDA86073,115.811371,-25.764017,0.0239008,7.24e+21
385,SWIFTJ0744.0+2914,UGC3995B,116.038012,29.2474598,0.01590467,4.33e+20
387,SWIFTJ0746.3+2548,B20743+25,116.607792,25.8173101,2.97464034,5.12e+20
389,SWIFTJ0747.5+6057,Mrk10,116.871125,60.9335669,0.02887968,5.61e+20
390,SWIFTJ0747.6-7326,LEDA255906,116.909786,-73.431417,0.03592926,2.46e+21
394,SWIFTJ0752.2+1937,HS0749+1943,118.074353,19.595099,0.11698749,4.52e+20
395,SWIFTJ0753.1+4559,LEDA2272950,118.184184,45.9493009,0.05164965,6.21e+20
396,SWIFTJ0755.4+8402,2MASS J07581638+8356362,119.571766,83.9435807,0.13395183,4.53e+20
397,SWIFTJ0756.3-4137,2MASXJ07561963-4137420,119.081748,-41.628372,0.02113553,5.33e+21
398,SWIFTJ0759.8-3844,2MASSJ07594181-3843560,119.92425,-38.732232,0.03997472,6.8e+21
399,SWIFTJ0800.5+2327,Z118-36,119.972717,23.3900988,0.0289515,5.63e+20
400,SWIFTJ0800.1+2638,IC486,120.087402,26.6135066,0.02655329,3.68e+20
402,SWIFTJ0801.9-4946,ESO209-12,120.491537,-49.778437,0.04007455,3.12e+21
403,SWIFTJ0803.4+0842,SDSSJ080327.38+084152.2,120.864087,8.6978678,0.04686087,2.99e+20
404,SWIFTJ0804.2+0507,Mrk1210,121.024381,5.1138525,0.01355409,3.75e+20
405,SWIFTJ0804.6+1045,UGC4211,121.193273,10.7766819,0.03485437,2.38e+20
406,SWIFTJ0805.1-0110,2MASXJ08045299-0108476,121.22077,-1.1466362,0.09154741,3.77e+20
407,SWIFTJ0805.2+6145,CGRaBSJ0805+6144,121.325582,61.739932,3.01812416,5.88e+20
408,SWIFTJ0807.9+3859,Mrk622,121.920822,39.0042387,0.02309267,5.94e+20
409,SWIFTJ0810.9+7602,PG0804+761,122.74436,76.0451306,0.09879216,3.51e+20
410,SWIFTJ0812.3-4004,1RXSJ081215.2-400336,123.058378,-40.05667,0.07493405,8.6e+21
411,SWIFTJ0814.3+0423,Z31-72,123.605559,4.342468,0.03427594,3.48e+20
412,SWIFTJ0817.8+0251,1RXSJ081749.0+025104,124.454971,2.8498324,0.1060687,3.71e+20
413,SWIFTJ0818.1+0120,2MASXJ08181469+0122266,124.561126,1.3742156,0.08971186,4.37e+20
414,SWIFTJ0819.2-2259,LEDA80921,124.740534,-22.87672,0.03419754,1.61e+21
416,SWIFTJ0823.4-0457,Fairall272,125.754538,-4.9348747,0.0222368,5.39e+20
418,SWIFTJ0830.1+4154,SDSSJ082942.65+415436.6,127.427808,41.9102402,0.12609246,3.88e+20
419,SWIFTJ0830.4-6723,2MASXJ08301655-6725289,127.568931,-67.424804,0.03475509,1.2e+21
420,SWIFTJ0832.5+3703,RBS707,128.105608,37.1267294,0.0920075,3.74e+20
423,SWIFTJ0838.4-3557,Fairall1146,129.628211,-35.992598,0.03181762,5.08e+21
425,SWIFTJ0839.6-1213,3C206,129.960768,-12.242866,0.19769082,6.72e+20
426,SWIFTJ0840.2+2947,4C+29.30,130.009822,29.8173889,0.06475404,5e+20
428,SWIFTJ0841.4+7052,[HB89]0836+710,130.351496,70.8950594,2.17453796,3.13e+20
429,SWIFTJ0842.0+0759,SDSSJ084205.57+075925.5,130.523224,7.990427,0.13391045,6.3e+20
430,SWIFTJ0843.5+3551,CASG218,130.937441,35.828428,0.0540044,3.24e+20
431,SWIFTJ0845.0-3531,1RXSJ084521.7-353048,131.339047,-35.506724,0.13721291,4.12e+21
432,SWIFTJ0845.3+1420,SDSSJ084518.51+142034.1,131.327119,14.3427968,0.0607264,2.81e+20
433,SWIFTJ0854.3-0827,SWIFTJ085429.35-082428.6,133.621953,-8.4076316,0.18843545,3.23e+20
434,SWIFTJ0855.6+6425,MCG+11-11-32,133.802422,64.395949,0.03619927,6.24e+20
435,SWIFTJ0855.7-2856,2MASXJ08551746-2854218,133.822757,-28.905933,0.07282509,1.94e+21
436,SWIFTJ0856.0+7812,NGC2655,133.908303,78.2233042,0.0048536,2.35e+20
437,SWIFTJ0859.5+4457,NGC2712,134.877022,44.9139583,0.00675393,2.12e+20
439,SWIFTJ0902.0+6007,Mrk18,135.493352,60.1517402,0.0110572,5.07e+20
440,SWIFTJ0902.7-6816,NGC2788A,135.664435,-68.226803,0.013346,6.31e+20
441,SWIFTJ0902.7-4814,2MASXJ09023729-4813339,135.655479,-48.226054,0.03915191,1.02e+22
442,SWIFTJ0902.8-7414,2MASXJ09034285-7414170,135.928708,-74.238058,0.09061143,1.28e+21
443,SWIFTJ0904.3+5538,SDSSJ090436.96+553602.7,136.153986,55.6007443,0.03714255,2.29e+20
445,SWIFTJ0909.0+0358,1RXSJ090915.6+035453,137.316469,3.911887,3.27018886,3.23e+20
446,SWIFTJ0911.2+4533,LEDA2265450,137.87502,45.4682938,0.0267,1.28e+20
447,SWIFTJ0917.2-6221,IRAS09149-6206,139.039023,-62.324889,0.0570007,2.48e+21
448,SWIFTJ0917.2-6457,2MASXJ09172716-6456271,139.363378,-64.940846,0.08603333,2.18e+21
449,SWIFTJ0918.5+1618,Mrk704,139.608341,16.3054895,0.0294596,3.26e+20
450,SWIFTJ0919.2+5528,Mrk106,139.980611,55.3603187,0.04950419,3.16e+20
451,SWIFTJ0920.1+3712,IC2461,139.991483,37.1910366,0.00753501,1.12e+20
453,SWIFTJ0920.8-0805,MCG-1-24-12,140.192737,-8.056097,0.01960571,3.4e+20
454,SWIFTJ0923.6-2136,PKS0921-213,140.912019,-21.596422,0.05277146,5.75e+20
455,SWIFTJ0923.7+2255,Z121-75,140.929146,22.9090576,0.0331091,3.49e+20
456,SWIFTJ0924.2-3141,2MASXJ09235371-3141305,140.97389,-31.691941,0.04232713,1.96e+21
457,SWIFTJ0925.2-8423,LEDA97526,141.573758,-84.359331,0.0628273,1.32e+21
458,SWIFTJ0925.0+5218,Mrk110,141.303546,52.2862175,0.0352195,1.35e+20
459,SWIFTJ0926.1+6931,2MASXJ09254750+6927532,141.448096,69.4648486,0.03976163,7.78e+20
460,SWIFTJ0926.2+1244,Mrk705,141.513624,12.7343914,0.02862431,3.61e+20
461,SWIFTJ0927.3+2301,NGC2885,141.827103,23.0200837,0.02643901,3.13e+20
463,SWIFTJ0929.7+6232,Z312-12,142.407832,62.5440626,0.0256146,3.54e+20
465,SWIFTJ0934.7-2156,ESO565-19,143.681469,-21.927785,0.01596405,4.96e+20
466,SWIFTJ0935.5+2616,SDSSJ093527.09+261709.6,143.862871,26.2860216,0.12209401,1.71e+20
467,SWIFTJ0935.9+6120,UGC5101,143.964992,61.353256,0.03934225,3.33e+20
468,SWIFTJ0936.2-6553,2MASXJ09360622-6548336,144.026164,-65.809382,0.0390602,2.56e+21
470,SWIFTJ0942.2+2344,Z122-55,145.519944,23.6852767,0.02137239,2.85e+20
471,SWIFTJ0945.6-1420,NGC2992,146.424767,-14.326305,0.00767495,5.89e+20
472,SWIFTJ0947.6-3057,MCG-5-23-16,146.917204,-30.948887,0.00840688,1.2e+21
473,SWIFTJ0947.7+0726,3C227,146.938095,7.422391,0.08611054,2.28e+20
474,SWIFTJ0950.5+7318,4C+73.08,147.441449,73.2397227,0.05828996,2.33e+20
475,SWIFTJ0951.9-0649,NGC3035,147.979284,-6.8229214,0.01441361,6.32e+20
476,SWIFTJ0952.3-6234,CXOJ095220.1-623234,148.085244,-62.543231,0.25207682,3.41e+21
477,SWIFTJ0955.5+6907,M81,148.888451,69.0652157,-0.000113,7.22e+20
480,SWIFTJ0959.5-2248,NGC3081,149.873097,-22.826311,0.00807122,4.63e+20
481,SWIFTJ0959.9+1303,NGC3080,149.982694,13.0438534,0.03540292,3.18e+20
482,SWIFTJ0959.7-3112,LEDA154502,149.927686,-31.216246,0.03735555,7.74e+20
483,SWIFTJ1001.8+2848,3C234,150.456343,28.7858251,0.18484097,1.87e+20
484,SWIFTJ1001.7+5543,NGC3079,150.490793,55.6798305,0.00350451,9.06e+19
485,SWIFTJ1003.4-3726,ESO374-25,150.848342,-37.395825,0.02288412,1.34e+21
486,SWIFTJ1005.9-2305,ESO499-41,151.480741,-23.056905,0.01293848,5.64e+20
487,SWIFTJ1007.4+6534,1RXSJ100712.6+653511,151.807029,65.5836441,0.12658901,4.7e+20
488,SWIFTJ1008.6-0955,LEDA154696,152.202399,-9.9140838,0.05707948,6.56e+20
489,SWIFTJ1009.3-4250,ESO263-13,152.45081,-42.811238,0.03355805,1.56e+21
492,SWIFTJ1013.5-3601,Fairall1149,153.332895,-35.982637,0.02818874,1.21e+21
493,SWIFTJ1017.0-0404,LEDA1063109,154.320079,-4.0821358,0.04068969,4.24e+20
494,SWIFTJ1020.5-0237A,SDSSJ102103.08-023642.6,155.262884,-2.6118136,0.29364524,4.63e+20
495,SWIFTJ1020.5-0237B,SDSSJ101958.58-023436.2,154.994136,-2.5767385,0.05973906,4.5e+20
496,SWIFTJ1021.7-0327,Ark241,155.417701,-3.4538155,0.04098501,4.77e+20
497,SWIFTJ1023.5+1952,NGC3227,155.877395,19.8650946,0.00327673,2.13e+20
498,SWIFTJ1029.8-3821,ESO317-38,157.44,-38.348563,0.01506109,7.63e+20
499,SWIFTJ1031.5-4205,ESO317-41,157.846338,-42.060602,0.0193468,1.25e+21
500,SWIFTJ1031.5+5051,2MASXJ10311847+5053358,157.827182,50.8932988,0.35977274,1.26e+20
501,SWIFTJ1031.9-1418,HE1029-1401,157.976326,-14.280935,0.08519689,6.82e+20
502,SWIFTJ1031.7-3451,NGC3281,157.967011,-34.853686,0.01113415,8.94e+20
503,SWIFTJ1032.7-2835,ESO436-34,158.185592,-28.610151,0.012088,5.19e+20
504,SWIFTJ1033.6+7303,Z333-38,158.598133,73.0140098,0.02240645,7.8e+20
505,SWIFTJ1033.8+5257,SDSSJ103315.71+525217.8,158.315371,52.8716195,0.14036,1.37e+20
507,SWIFTJ1038.8-4942,2MASXJ10384520-4946531,159.68817,-49.781518,0.06015573,3.69e+21
509,SWIFTJ1040.7-4619,LEDA93974,160.093156,-46.423811,0.02385098,1.82e+21
510,SWIFTJ1041.4-1740,2MASXJ10410120-1734300,160.255177,-17.574904,0.08084381,4.94e+20
511,SWIFTJ1042.4+0046,SDSSJ104208.36+004206.1,160.534836,0.7016739,0.09503379,4.76e+20
512,SWIFTJ1043.4+1105,SDSSJ104326.47+110524.2,160.8603,11.0900738,0.04766739,2.69e+20
513,SWIFTJ1044.1+7024,Z333-49,161.035584,70.4053205,0.03324271,2.81e+20
515,SWIFTJ1044.8+3812,UGC5856,161.204042,38.1811801,0.02604336,1.32e+20
516,SWIFTJ1045.3-6024,2MASSJ10445192-6025115,161.216286,-60.419879,0.047,1.41e+22
517,SWIFTJ1046.8+2556,UGC5881,161.677106,25.9316006,0.02045743,2.8e+20
518,SWIFTJ1048.4-2511,NGC3393,162.097766,-25.162043,0.01294208,7.95e+20
519,SWIFTJ1049.4+2258,Mrk417,162.37886,22.9645525,0.03274575,2.05e+20
520,SWIFTJ1051.2-1704A,NGC3431,162.812665,-17.008078,0.01744036,4.84e+20
521,SWIFTJ1051.2-1704B,LEDA32573,162.9061,-17.124721,0.01856286,4.77e+20
522,SWIFTJ1052.8+1043,SDSSJ105232.98+103620.0,163.137378,10.6055292,0.088114,2.48e+20
523,SWIFTJ1059.8+6507,SDSSJ105943.57+650406.4,164.931529,65.0685285,0.08339928,2.1e+20
524,SWIFTJ1100.9+1104,Mrk728,165.25735,11.0470631,0.03574203,2.16e+20
525,SWIFTJ1103.4+3731,SDSSJ110340.27+372925.3,165.917783,37.4903552,0.07387791,1.72e+20
526,SWIFTJ1103.5-2329,2MASXJ11033765-2329307,165.906738,-23.491975,0.18584955,7.03e+20
527,SWIFTJ1104.4+3812,Mrk421,166.113785,38.2088302,0.031,2.03e+20
528,SWIFTJ1105.7+5854A,Z291-28,166.495981,58.9460474,0.04775236,6.18e+19
529,SWIFTJ1105.7+5854B,2MASXJ11053754+5851206,166.406764,58.8557915,0.19121307,6.21e+19
530,SWIFTJ1106.5+7234,NGC3516,166.6977485,72.56866377,0.00871832,4.04e+20
531,SWIFTJ1110.6-2832,ESO438-9,167.699994,-28.501022,0.02382807,6.43e+20
532,SWIFTJ1113.6+0936,Mrk732,168.457338,9.5863043,0.02926605,2.4e+20
533,SWIFTJ1114.3+2020,2MASXJ11140245+2023140,168.510962,20.3883474,0.02713459,1.46e+20
534,SWIFTJ1114.3+7944,MCG+13-8-56,168.683285,79.7266844,0.03710473,4.23e+20
535,SWIFTJ1115.3+5423,2MASXJ11151992+5423167,168.833066,54.3879128,0.0703202,8.06e+19
537,SWIFTJ1119.5+5132,SBS1116+518,169.908414,51.5543278,0.10719398,1.32e+20
538,SWIFTJ1120.8-4316,ESO265-23,170.200068,-43.26397,0.05636364,1.03e+21
542,SWIFTJ1125.6+5423,Arp151,171.400624,54.3825292,0.02061314,1.12e+20
543,SWIFTJ1126.7+3514,Mrk423,171.702153,35.2507345,0.03237716,2.26e+20
544,SWIFTJ1127.5+1906,2MASXJ11271632+1909198,171.81793,19.1555729,0.10569166,1.48e+20
545,SWIFTJ1130.1-1447,PKS1127-14,172.529381,-14.824266,1.18781885,3.82e+20
547,SWIFTJ1131.9-1233,2MASXJ11315154-1231587,172.964776,-12.532959,0.65427467,3.82e+20
548,SWIFTJ1132.7+5301,NGC3718,173.145267,53.0679714,0.00327807,1.1e+20
549,SWIFTJ1132.9+1019A,IC2921,173.205301,10.2964743,0.0437172,3.6e+20
550,SWIFTJ1132.9+1019B,[HB89]1130+106,173.247877,10.395067,0.53960312,3.55e+20
551,SWIFTJ1136.7+6738,2MASXJ11363009+6737042,174.125353,67.6178783,0.13437169,1.12e+20
552,SWIFTJ1136.0+2132,Mrk739E,174.122228,21.5961104,0.02946955,2.14e+20
553,SWIFTJ1136.7-6007,2MASXJ11364205-6003070,174.175214,-60.051723,0.01486414,7.77e+21
554,SWIFTJ1138.9+2529A,LEDA1735060,174.640356,25.3981165,0.02536268,2.3e+20
555,SWIFTJ1138.9+2529B,SDSSJ113915.13+253557.9,174.813041,25.5993964,0.21925049,2.29e+20
556,SWIFTJ1139.1+5913,LEDA36114,174.787326,59.1985528,0.06121367,9.75e+19
557,SWIFTJ1139.0-2323,HE1136-2304,174.71252,-23.359796,0.02717489,3.82e+20
558,SWIFTJ1139.0-3743,NGC3783,174.757133,-37.738611,0.00895786,1.41e+21
560,SWIFTJ1139.8+3157,NGC3786,174.927129,31.9094276,0.00891584,2.17e+20
561,SWIFTJ1141.3+2156,PG1138+222,175.317344,21.9393694,0.06320943,2.17e+20
562,SWIFTJ1142.2+1021,NGC3822,175.546216,10.2778444,0.01947938,4.2e+20
565,SWIFTJ1144.1+3652,KUG1141+371,176.124458,36.8857196,0.03828111,1.75e+20
566,SWIFTJ1143.7+7942,UGC6728,176.316418,79.6815021,0.00597421,5.55e+20
567,SWIFTJ1145.6-1819,HE1143-1810,176.418604,-18.454139,0.03263205,3.46e+20
568,SWIFTJ1145.2+5905,UGC6732,176.38804,58.9781545,0.00729489,1.38e+20
569,SWIFTJ1145.6-6956,PKS1143-696,176.473441,-69.900486,0.24265479,2.81e+21
572,SWIFTJ1148.3+0901,RBS1035,176.979477,9.0413454,0.06894126,2.13e+20
573,SWIFTJ1148.7+2941,MCG+5-28-32,177.191389,29.6412117,0.02283142,1.65e+20
574,SWIFTJ1149.3-0414,LEDA1060433,177.327824,-4.2807703,0.08421807,2.36e+20
575,SWIFTJ1149.3+5307,SDSSJ114921.52+532013.4,177.339656,53.3370322,0.0952272,1.53e+20
576,SWIFTJ1152.1-1122,PG1149-110,178.014787,-11.37337,0.04857758,3.48e+20
577,SWIFTJ1152.6-0512,MCG-1-30-41,178.159044,-5.2070095,0.0185784,2.37e+20
578,SWIFTJ1153.6+4931,4C+49.22,178.351968,49.5191402,0.33352595,2.2e+20
579,SWIFTJ1157.8+5529,NGC3998,179.483894,55.4536137,0.00357417,1.05e+20
580,SWIFTJ1158.9+4234,IC751,179.719247,42.5703255,0.0311885,1.28e+20
581,SWIFTJ1159.7-2002,CTS306,179.920894,-19.990164,0.45324797,3.76e+20
582,SWIFTJ1200.8+0650,Z41-20,180.241436,6.8064024,0.03583412,1.23e+20
583,SWIFTJ1201.2-0341,Mrk1310,180.309806,-3.67816,0.01946029,2.74e+20
584,SWIFTJ1200.2-5350,LEDA38038,180.6984275,-53.83550041,0.02773827,2.23e+21
585,SWIFTJ1203.0+4433,NGC4051,180.79003,44.5313083,0.0020431,1.2e+20
586,SWIFTJ1204.5+2019,NGC4074,181.123622,20.3163092,0.02274145,2.52e+20
587,SWIFTJ1204.8+2758,PG1202+282,181.175478,27.9032976,0.16552247,1.88e+20
588,SWIFTJ1204.9+3105,UGC7064,181.180523,31.1772679,0.02508213,1.42e+20
589,SWIFTJ1205.8+4959,LEDA2359832,181.483384,49.9989665,0.06311923,2.13e+20
590,SWIFTJ1206.2+5243,NGC4102,181.596033,52.7110309,0.00236455,1.78e+20
591,SWIFTJ1207.5+3355,B21204+34,181.887193,33.8778083,0.0789677,1.42e+20
592,SWIFTJ1209.5+4702,Mrk198,182.308814,47.0583628,0.02449278,1.75e+20
593,SWIFTJ1209.4+4340,NGC4138,182.37417,43.6853081,0.003187,1.3e+20
594,SWIFTJ1210.1-4637,CSRG644,182.516875,-46.607529,0.0312873,1.04e+21
595,SWIFTJ1210.5+3924,NGC4151,182.635714,39.4058493,0.00315215,2.5e+20
596,SWIFTJ1210.7+3819,Z215-46,182.684475,38.3361748,0.02297402,1.96e+20
597,SWIFTJ1211.3-3935,LEDA157443,182.809515,-39.557422,0.06089988,9.09e+20
599,SWIFTJ1212.9+0702,NGC4180,183.262791,7.0389178,0.00653229,1.46e+20
600,SWIFTJ1213.1+3239A,Z187-22,183.288784,32.5963555,0.02478087,1.1e+20
601,SWIFTJ1213.1+3239B,B21210+33,183.265867,32.7935448,2.50705979,1.12e+20
604,SWIFTJ1213.9-0531,HE1211-0513,183.477423,-5.5054411,0.06848013,4.11e+20
605,SWIFTJ1214.3+2933,Was49b,183.574281,29.5286987,0.06319973,1.88e+20
606,SWIFTJ1217.2-2611,ESO505-30,184.238056,-26.209168,0.03965045,8.93e+20
607,SWIFTJ1217.3+0714,NGC4235,184.291173,7.1916093,0.00793378,1.53e+20
608,SWIFTJ1218.5+2952,NGC4253,184.610475,29.81294,0.01292423,1.89e+20
609,SWIFTJ1219.4+4720,NGC4258,184.739585,47.3040128,0.00169195,1.67e+20
610,SWIFTJ1221.3+3012,FBQSJ1221+3010,185.341432,30.1769831,0.18388286,2.06e+20
611,SWIFTJ1222.4+7520,Mrk205,185.433717,75.3106378,0.07026753,3.16e+20
612,SWIFTJ1222.4+0414,4C+04.42,185.593939,4.221048,0.96630153,1.73e+20
613,SWIFTJ1223.7+0238,Mrk50,185.850574,2.6790292,0.02368976,1.66e+20
614,SWIFTJ1224.9+2122,PG1222+216,186.226924,21.3795662,0.43201512,2.27e+20
615,SWIFTJ1225.8+1240,NGC4388,186.444914,12.6621556,0.00834408,2.87e+20
616,SWIFTJ1202.5+3332,NGC4395,186.453655,33.546906,0.00110586,1.93e+20
619,SWIFTJ1229.1+0202,3C273,187.277907,2.052393,0.15756751,1.77e+20
621,SWIFTJ1231.4+5758,NGC4500,187.842458,57.9646192,0.01035705,8.57e+19
622,SWIFTJ1232.0-4802,2MASXJ12313717-4758019,187.904764,-47.96723,0.02801453,1.39e+21
623,SWIFTJ1232.1+2009,Mrk771,188.015088,20.1582059,0.06385052,3.04e+20
624,SWIFTJ1232.0-4219,1RXSJ123212.3-421745,188.050059,-42.297366,0.09983,1.03e+21
626,SWIFTJ1235.6-3954,NGC4507,188.902645,-39.909347,0.01168727,9.53e+20
628,SWIFTJ1238.6+0928,SDSSJ123843.43+092736.6,189.680935,9.4601717,0.08291267,1.53e+20
629,SWIFTJ1238.9-2720,ESO506-27,189.727488,-27.307803,0.02421649,6.83e+20
630,SWIFTJ1239.3-1611,LEDA170194,189.776186,-16.179785,0.03632091,3.45e+20
631,SWIFTJ1239.6-0519,NGC4593,189.914336,-5.3441634,0.00831951,2.05e+20
632,SWIFTJ1240.2+3457A,Mrk653,189.96528,34.9749458,0.04281188,1.47e+20
633,SWIFTJ1240.2+3457B,NGC4619,190.435624,35.0627157,0.0229464,1.44e+20
634,SWIFTJ1240.9-3331,ESO381-7,190.195773,-33.569904,0.05468384,7.64e+20
635,SWIFTJ1240.9+2735,KUG1238+278A,190.19327,27.5649509,0.05648959,1.28e+20
636,SWIFTJ1241.6-5748,LEDA166252,190.35732,-57.834291,0.02489719,4.45e+21
638,SWIFTJ1246.6+5435,NGC4686,191.666206,54.534287,0.01659718,1.4e+20
639,SWIFTJ1248.2-5828,2MASXJ12475784-5829599,191.991242,-58.500104,0.02756807,4.4e+21
641,SWIFTJ1252.3-1323,NGC4748,193.051964,-13.414765,0.01414041,4.16e+20
643,SWIFTJ1253.5-4137,ESO323-32,193.334613,-41.635597,0.01632835,1.2e+21
644,SWIFTJ1255.0-2657,CTS18,193.734771,-26.950538,0.05906971,8.5e+20
645,SWIFTJ1256.2-0551,3C279,194.046484,-5.7893621,0.5354184,2.26e+20
648,SWIFTJ1300.1+1635,SDSSJ130005.35+163214.8,195.022285,16.5374535,0.07997944,2.17e+20
651,SWIFTJ1302.9+1620,Mrk783,195.74517,16.4077114,0.06700358,2.04e+20
652,SWIFTJ1303.8+5345,MCG+9-21-96,195.997893,53.7916333,0.03012572,1.78e+20
653,SWIFTJ1304.3-0532,NGC4941,196.054571,-5.5515957,0.00388097,2.41e+20
654,SWIFTJ1304.3-1022,NGC4939,196.059678,-10.339502,0.01054314,3.83e+20
655,SWIFTJ1305.4-4928,NGC4945,196.364385,-49.468039,0.00225919,2.17e+21
656,SWIFTJ1305.4-1034,PKS1302-102,196.387552,-10.555379,0.27786959,3.85e+20
657,SWIFTJ1306.4-4025A,ESO323-77,196.608846,-40.41461,0.01562962,1.11e+21
658,SWIFTJ1306.4-4025B,ESO323-81,196.800383,-40.407563,0.01619998,1.09e+21
659,SWIFTJ1309.2+1139,NGC4992,197.27333,11.634144,0.02518155,2.1e+20
660,SWIFTJ1310.9-5553,IGRJ13109-5552,197.680692,-55.869818,1.55906048,3.61e+21
661,SWIFTJ1312.1-5631,2MASXJ13103701-5626551,197.654369,-56.448508,0.11416074,3.86e+21
662,SWIFTJ1310.7+0834,SDSSJ131057.25+083738.4,197.738572,8.6273098,0.05273082,2.38e+20
663,SWIFTJ1313.1-1108,HE1310-1051,198.274063,-11.12844,0.03458327,3.07e+20
664,SWIFTJ1313.6+3650A,RXJ1313.8+3653,198.453989,36.8994443,0.06694541,1.14e+20
665,SWIFTJ1313.6+3650B,NGC5033,198.364486,36.5938771,0.002763,1.1e+20
666,SWIFTJ1315.8+4420,Mrk248,198.822156,44.4071895,0.03551747,1.57e+20
667,SWIFTJ1316.9-7155,2MASXJ13165424-7155270,199.226235,-71.924177,0.07029365,2.72e+21
669,SWIFTJ1321.2+0859,LEDA46599,200.248236,8.9783658,0.03256101,1.84e+20
670,SWIFTJ1322.2-1641,MCG-3-34-64,200.601925,-16.728445,0.01672548,6.44e+20
671,SWIFTJ1325.4-4301,CenA,201.365094,-43.01922,0.00187695,1.17e+21
674,SWIFTJ1331.2-2524,ESO509-38,202.807622,-25.402756,0.02607113,5.95e+20
675,SWIFTJ1331.6-0504,PKS1329-049,203.018595,-5.1619911,2.0998604,2.4e+20
676,SWIFTJ1332.0-7754,ESO21-4,203.16927,-77.844588,0.00963222,1.69e+21
677,SWIFTJ1333.5-3401,ESO383-18,203.35877,-34.014805,0.01287161,4.88e+20
678,SWIFTJ1334.8-2328,ESO509-IG066,203.665121,-23.446541,0.034243,9.45e+20
679,SWIFTJ1336.0+0304,NGC5231,203.951034,2.9989335,0.02156293,2.03e+20
680,SWIFTJ1335.8-3416,MCG-6-30-15,203.974045,-34.295617,0.00705902,4.74e+20
681,SWIFTJ1337.7-1253,[HB89]1334-127,204.415755,-12.956863,0.53905727,6.53e+20
682,SWIFTJ1338.2+0433,NGC5252,204.566148,4.5426605,0.02297431,2.33e+20
683,SWIFTJ1341.2-1439,HE1338-1423,205.303678,-14.644506,0.04175325,6.21e+20
684,SWIFTJ1341.5+6742,NGC5283,205.273979,67.6722261,0.0103647,1.41e+20
685,SWIFTJ1341.2+3023,Mrk268,205.296431,30.37813,0.04085236,1.43e+20
