|name                       |ra        |dec      |time               |obsid      |status   |exposure_a|observation_mode|public_date|issue_flag|end_time           |_Search_Offset                  |
|2MASXJ05442257p5907361     |05 44 01.3|+59 06 33|2024-01-29 23:26:09|60061059002|archived |     21892|SCIENCE         | 2024-02-05|         0|2024-01-30 10:31:09|   2.926 (86.0940233,59.1266776)|
|2MASXJ05471492p5038251     |05 47 14.9|+50 38 25|                   |60161246   |accepted |    -20000|                |           |          |                   |   0.002 (86.8120871,50.6403706)|
|ESO205mIG003NED01          |05 48 26.2|-47 45 31|                   |60161247   |accepted |    -20000|                |           |          |                   |   0.372 (87.1184332,-47.758755)|
|PKS_0548m322               |05 50 27.8|-32 15 25|2021-05-20 19:46:09|60601025002|archived |     50004|SCIENCE         | 2022-06-01|         0|2021-05-21 22:41:09|   2.839 (87.6690369,-32.271198)|
|NGC2110                    |05 52 15.2|-07 26 57|2012-10-05 05:31:07|60061061002|archived |     15535|SCIENCE         | 2015-03-31|         0|2012-10-05 14:46:07|    1.039 (88.0474074,-7.456243)|
|NGC2110                    |05 52 04.1|-07 28 45|2013-02-14 01:51:07|60061061004|archived |     12017|SCIENCE         | 2015-03-31|         1|2013-02-14 09:26:07|    2.274 (88.0474074,-7.456243)|
|NGC_2110                   |05 52 11.4|-07 27 22|                   |61001034   |accepted |    -50000|                |           |          |                   |    0.003 (88.0474074,-7.456243)|
|MCGp8m11m11                |05 55 04.1|+46 27 09|2016-08-16 19:26:08|60201027002|archived |     97921|SCIENCE         | 2017-08-25|         0|2016-08-18 22:36:08|   1.972 (88.7233595,46.4393815)|
|MCGp08m11m011              |05 54 37.1|+46 24 54|2023-02-03 13:41:09|60802037002|archived |     43823|SCIENCE         | 2023-08-20|         0|2023-02-04 13:26:09|   3.201 (88.7233595,46.4393815)|
|MCGp8m11m11                |05 54 40.4|+46 26 37|2021-12-18 16:31:09|90701640002|archived |     25000|SCIENCE         | 2021-12-27|         0|2021-12-19 06:56:09|   2.287 (88.7233595,46.4393815)|
|MCGp08m11m011              |05 54 38.4|+46 24 43|2023-02-12 16:21:09|60802037008|archived |     20983|SCIENCE         | 2023-08-20|         0|2023-02-13 03:16:09|   3.093 (88.7233595,46.4393815)|
|MCGp08m11m011              |05 54 40.0|+46 24 46|2023-02-09 19:11:09|60802037004|archived |     20215|SCIENCE         | 2023-08-20|         0|2023-02-10 06:26:09|   2.831 (88.7233595,46.4393815)|
|MCGp08m11m011              |05 54 41.5|+46 24 55|2023-02-11 08:11:09|60802037006|archived |     18997|SCIENCE         | 2023-08-20|         1|2023-02-11 17:36:09|   2.542 (88.7233595,46.4393815)|
|B3_0552p398                |05 55 22.6|+39 48 13|2018-01-08 23:36:09|90401003002|archived |     28635|SCIENCE         | 2018-01-20|         0|2018-01-09 16:16:09|   1.683 (88.8783436,39.8136407)|
|PKS0558m504                |05 59 57.1|-50 26 40|2016-11-19 12:51:08|60160254002|archived |     20984|SCIENCE         | 2016-11-30|         0|2016-11-20 00:16:08|   1.555 (89.9474604,-50.447783)|
|IRAS05581p0006             |06 00 49.4|+00 05 05|2015-12-12 05:41:08|60160255002|archived |     21145|SCIENCE         | 2015-12-18|         0|2015-12-12 16:31:08|    2.632 (90.1671369,0.1051279)|
|IRAS05589p2828             |06 02 04.2|+28 26 40|2020-04-10 03:41:09|60061062002|archived |     29276|SCIENCE         | 2020-04-17|         0|2020-04-10 19:36:09|    2.151 (90.5436358,28.472074)|
|UGC03386                   |06 02 37.9|+65 22 16|                   |60161257   |accepted |    -20000|                |           |          |                   |   0.005 (90.6582872,65.3712345)|
|2MASXJ06054896m2754398     |06 05 49.0|-27 54 40|                   |60160258   |accepted |    -20000|                |           |          |                   |   0.002 (91.4540046,-27.911134)|
|ESO5_4                     |06 08 00.0|-86 37 38|2015-11-10 13:16:08|60061063002|archived |     24698|SCIENCE         | 2015-11-20|         1|2015-11-10 23:11:08|   2.058 (91.4218863,-86.631625)|
|ESO5m4                     |06 02 25.4|-86 36 46|2021-05-29 22:11:09|60662006002|archived |     22054|SCIENCE         | 2022-06-01|         0|2021-05-30 07:46:09|   3.100 (91.4218863,-86.631625)|
|ESO5_4                     |06 09 16.2|-86 38 08|2015-11-10 12:41:08|60061063001|archived |       348|SCIENCE         | 2015-11-20|         0|2015-11-10 13:16:08|   3.164 (91.4218863,-86.631625)|
|ESO5m4                     |06 03 01.2|-86 36 49|2021-05-29 21:41:09|60662006001|archived |       224|SCIENCE         | 2022-06-01|         0|2021-05-29 22:11:09|   2.594 (91.4218863,-86.631625)|
|2MASXJ06100652m6243125     |06 10 06.5|-62 43 12|                   |60161260   |accepted |    -20000|                |           |          |                   |   0.006 (92.5272683,-62.720088)|
|2MASXJ06083867m6247168     |06 08 38.6|-62 47 16|                   |60161261   |accepted |    -20000|                |           |          |                   |   0.009 (92.1613084,-62.787855)|
|PMNJ0612m4647              |06 12 26.6|-46 47 13|                   |60464045   |accepted |    -20000|                |           |          |                   |   0.105 (93.1121548,-46.788457)|
|Mrk3                       |06 15 48.6|+71 03 02|2014-09-14 10:51:07|60002048004|archived |     33482|SCIENCE         | 2015-11-19|         0|2014-09-15 01:21:07|    1.267 (93.901482,71.0374823)|
|Mrk3                       |06 15 48.7|+71 03 14|2014-10-01 12:41:07|60002048006|archived |     33178|SCIENCE         | 2015-11-19|         0|2014-10-02 02:51:07|    1.412 (93.901482,71.0374823)|
|Mrk3                       |06 15 37.0|+71 03 22|2014-10-23 06:01:07|60002048010|archived |     30873|SCIENCE         | 2015-12-20|         0|2014-10-23 19:01:07|    1.112 (93.901482,71.0374823)|
|Mrk3                       |06 15 50.2|+71 03 05|2014-09-07 17:26:07|60002048002|archived |     30015|SCIENCE         | 2015-11-19|         0|2014-09-08 07:51:07|    1.403 (93.901482,71.0374823)|
|Mrk3                       |06 15 27.8|+71 00 28|2015-04-20 15:36:07|60002049010|archived |     27982|SCIENCE         | 2016-05-07|         0|2015-04-21 02:41:07|    1.905 (93.901482,71.0374823)|
|Mrk3                       |06 15 30.2|+71 01 23|2015-03-23 05:31:07|60002048012|archived |     26670|SCIENCE         | 2016-04-08|         1|2015-03-23 17:06:07|    1.001 (93.901482,71.0374823)|
|Mrk3                       |06 15 43.4|+71 03 28|2014-10-09 04:36:07|60002048008|archived |     26490|SCIENCE         | 2015-12-02|         0|2014-10-09 17:26:07|    1.352 (93.901482,71.0374823)|
|Mrk3                       |06 15 29.1|+71 01 07|2015-04-08 08:36:07|60002049006|archived |     25216|SCIENCE         | 2016-05-07|         0|2015-04-08 19:46:07|    1.278 (93.901482,71.0374823)|
|Mrk3                       |06 15 21.6|+71 00 14|2015-04-13 12:41:07|60002049008|archived |     24873|SCIENCE         | 2016-05-07|         0|2015-04-13 23:11:07|    2.342 (93.901482,71.0374823)|
|Mrk3                       |06 15 22.2|+71 00 49|2015-04-05 01:31:07|60002049004|archived |     24701|SCIENCE         | 2016-05-07|         0|2015-04-05 13:11:07|    1.836 (93.901482,71.0374823)|
|Mrk3                       |06 15 16.8|+71 01 02|2015-03-19 12:46:07|60002049002|archived |     23189|SCIENCE         | 2016-05-07|         0|2015-03-20 00:01:07|    1.999 (93.901482,71.0374823)|
|Mrk3                       |06 15 28.3|+71 00 03|2015-04-20 15:11:07|60002049009|archived |       499|SCIENCE         | 2016-05-07|         0|2015-04-20 15:36:07|    2.290 (93.901482,71.0374823)|
|Mrk3                       |06 15 49.8|+71 03 09|2014-09-14 10:11:07|60002048003|archived |       127|SCIENCE         | 2015-11-19|         0|2014-09-14 10:51:07|    1.409 (93.901482,71.0374823)|
|Mrk3                       |06 16 01.2|+71 03 38|2014-09-07 17:01:07|60002048001|archived |        50|SCIENCE         | 2015-11-19|         0|2014-09-07 17:26:07|    2.448 (93.901482,71.0374823)|
|Mrk3                       |06 15 23.3|+70 59 50|2015-03-23 04:36:07|60002048011|archived |        11|SCIENCE         | 2016-04-08|         0|2015-03-23 05:31:07|    2.633 (93.901482,71.0374823)|
|Mrk3                       |06 15 23.5|+71 01 18|2015-04-13 11:56:07|60002049007|archived |         0|SLEW            | 2016-05-07|         0|2015-04-13 12:41:07|    1.403 (93.901482,71.0374823)|
|2MASXJ06230765m6436211     |06 23 16.4|-64 34 42|2017-09-14 20:41:09|60160263002|archived |     41834|SCIENCE         | 2017-09-29|         1|2017-09-15 13:56:09|   1.899 (95.7820766,-64.605747)|
|2MASXJ06230765m6436211     |06 23 14.6|-64 35 25|2017-09-14 20:16:09|60160263001|archived |        70|SCIENCE         | 2017-09-29|         0|2017-09-14 20:41:09|   1.179 (95.7820766,-64.605747)|
|NVSSJ062335p644538         |06 23 31.4|+64 47 46|2018-11-11 15:11:09|60376012002|archived |     48752|SCIENCE         | 2018-12-03|         0|2018-11-12 15:06:09|   2.187 (95.8963462,64.7601502)|
|ESO121_IG028               |06 23 41.1|-60 56 13|2014-08-08 02:56:07|60061065002|archived |     22049|SCIENCE         | 2015-09-17|         0|2014-08-08 12:16:07|   2.579 (95.9398061,-60.979009)|
|ESO426_G002                |06 23 51.9|-32 11 23|2019-10-09 10:16:09|60561040002|archived |     52462|SCIENCE         | 2020-10-25|         0|2019-10-10 15:41:09|    1.984 (95.943403,-32.216489)|
|2MASXJ06262702p0727287     |06 26 34.4|+07 26 11|2019-01-03 20:26:09|60161267002|archived |     18357|SCIENCE         | 2019-01-11|         0|2019-01-04 08:46:09|    2.232 (96.6125745,7.4579986)|
|6dFJ0626586m370559         |06 26 57.8|-37 08 18|2024-02-13 09:56:09|60160268002|archived |     22055|SCIENCE         | 2024-02-19|         0|2024-02-13 20:56:09|   2.328 (96.7441432,-37.099596)|
|UGC3478                    |06 32 27.2|+63 42 11|2020-12-21 01:41:09|60061068002|archived |     21680|SCIENCE         | 2020-12-28|         0|2020-12-21 13:21:09|   2.829 (98.1965553,63.6737054)|
|2MASXJ06302561p6340411     |06 30 24.2|+63 39 54|2012-11-08 07:41:07|60061067002|archived |     16978|SCIENCE         | 2015-03-31|         0|2012-11-08 16:16:07|   0.796 (97.6064767,63.6781298)|
|1RXSJ063401d1m744629       |06 34 01.1|-74 46 29|                   |60464049   |accepted |    -20000|                |           |          |                   |   0.221 (98.5148433,-74.777127)|
|PKS0637m752                |06 36 07.9|-75 16 45|2015-12-06 02:51:08|60160272002|archived |     15202|SCIENCE         | 2015-12-09|         0|2015-12-06 10:01:08|    1.438 (98.9438314,-75.27132)|
|ESO490mIG026               |06 40 11.7|-25 53 43|                   |60160273   |accepted |    -20000|                |           |          |                   |   0.001 (100.048706,-25.895283)|
|SWIFTJ064013d50m474132d9   |06 40 13.6|-47 41 33|                   |60464052   |accepted |    -20000|                |           |          |                   |   0.031 (100.056201,-47.692985)|
|2MASXJ06403799m4321211     |06 40 41.2|-43 22 46|2014-01-21 00:51:07|60061070002|archived |     22037|SCIENCE         | 2015-03-31|         0|2014-01-21 13:26:07|   1.532 (100.158416,-43.355711)|
|2MASXJ06411806p3249313     |06 41 08.6|+32 49 40|2018-12-31 21:36:09|60061071002|archived |     18328|SCIENCE         | 2019-01-11|         0|2019-01-01 09:56:09|    1.985 (100.32509,32.8254925)|
|UGC3533                    |06 46 12.0|+53 03 34|2023-02-15 05:31:09|60160276002|archived |     22243|SCIENCE         | 2023-02-27|         1|2023-02-15 16:36:09|   2.401 (101.610847,53.0755464)|
|Mkn_6                      |06 51 50.3|+74 23 27|2015-04-21 02:51:07|60102044002|archived |     62472|SCIENCE         | 2016-11-21|         1|2015-04-22 01:41:07|   2.629 (103.051357,74.4269881)|
|Mkn_6                      |06 52 08.7|+74 26 51|2015-11-09 02:46:08|60102044004|archived |     43816|SCIENCE         | 2016-11-21|         1|2015-11-09 23:36:08|   1.255 (103.051357,74.4269881)|
|Mkn_6                      |06 51 43.8|+74 23 23|2015-04-21 02:41:07|60102044001|archived |       302|SCIENCE         | 2016-11-21|         0|2015-04-21 02:51:07|   2.939 (103.051357,74.4269881)|
|1WGAJ0654d5p0703           |06 54 33.9|+07 03 12|                   |60464053   |accepted |    -20000|                |           |          |                   |    0.168 (103.642446,7.0558123)|
|UGC03601                   |06 55 39.1|+39 59 05|2019-01-06 01:41:09|60160278002|archived |     19674|SCIENCE         | 2019-01-11|         0|2019-01-06 13:26:09|    2.205 (103.956358,40.000323)|
|LEDA_478026                |06 56 17.0|-49 21 54|2020-02-23 07:41:09|60561041002|archived |     55544|SCIENCE         | 2021-03-10|         0|2020-02-24 10:56:09|   2.227 (104.049733,-49.330559)|
|2MASXJ06591070p2401400     |06 59 10.7|+24 01 40|                   |60161281   |accepted |    -20000|                |           |          |                   |   0.003 (104.794481,24.0278423)|
|2MASXJ07011026m3234534     |07 00 55.9|-32 35 40|2022-04-25 21:01:09|60161282002|archived |     23372|SCIENCE         | 2022-04-28|         0|2022-04-26 08:56:09|   3.118 (105.292606,-32.581379)|
|VIIZw118                   |07 06 54.1|+64 34 30|2022-04-04 19:31:09|60160283002|archived |     23877|SCIENCE         | 2022-04-11|         0|2022-04-05 06:46:09|   2.518 (106.804549,64.5997172)|
|2MASXJ07084326m4642494     |07 08 35.4|-46 40 32|2015-07-18 17:46:08|60160284002|archived |     25676|SCIENCE         | 2015-07-27|         1|2015-07-19 05:56:08|    2.652 (107.180242,-46.71363)|
|PKS0706m15                 |07 09 12.3|-15 27 00|                   |60463016   |accepted |    -20000|                |           |          |                   |   0.085 (107.302151,-15.450997)|
|PKS0707m35                 |07 09 23.9|-36 00 57|2016-11-24 23:36:08|60160285002|archived |     18991|SCIENCE         | 2016-12-07|         1|2016-11-25 08:56:08|    2.030 (107.308761,-36.02276)|
|RGB_J0710p591              |07 10 15.0|+59 07 00|2024-04-02 10:26:09|91001607002|archived |     35396|SCIENCE         | 2024-04-15|         0|2024-04-03 04:06:09|   2.356 (107.625273,59.1389942)|
|RGB_J0710p591              |07 10 43.6|+59 08 49|2015-09-01 12:11:08|60101037004|archived |     26475|SCIENCE         | 2016-09-14|         0|2015-09-02 01:31:08|   1.797 (107.625273,59.1389942)|
|RGB_J0710p591              |07 10 10.6|+59 06 50|2024-04-14 05:41:09|91001607004|archived |     22987|SCIENCE         | 2024-04-22|         0|2024-04-14 16:06:09|   2.915 (107.625273,59.1389942)|
|RGB_J0710p591              |07 10 40.2|+59 08 32|2015-09-02 05:51:08|60101037006|archived |      4641|SCIENCE         | 2016-09-14|         0|2015-09-02 07:56:08|   1.319 (107.625273,59.1389942)|
|RGB_J0710p591              |07 10 38.4|+59 08 28|2015-09-01 05:51:08|60101037002|archived |      3920|SCIENCE         | 2016-09-14|         0|2015-09-01 07:46:08|   1.073 (107.625273,59.1389942)|
|RGB_J0710p591              |07 10 48.5|+59 09 00|2015-09-01 05:16:08|60101037001|archived |       558|SCIENCE         | 2016-09-14|         0|2015-09-01 05:51:08|   2.456 (107.625273,59.1389942)|
|RGB_J0710p591              |07 10 47.4|+59 08 55|2015-09-01 11:36:08|60101037003|archived |       557|SCIENCE         | 2016-09-14|         0|2015-09-01 12:11:08|   2.304 (107.625273,59.1389942)|
|RGB_J0710p591              |07 10 13.6|+59 06 31|2024-04-14 04:56:09|91001607003|archived |       519|SCIENCE         | 2024-04-22|         0|2024-04-14 05:41:09|   2.790 (107.625273,59.1389942)|
|RGB_J0710p591              |07 10 43.4|+59 08 38|2015-09-02 05:21:08|60101037005|archived |       282|SCIENCE         | 2016-09-14|         0|2015-09-02 05:51:08|   1.738 (107.625273,59.1389942)|
|RGB_J0710p591              |07 10 07.4|+59 06 14|2024-04-02 09:51:09|91001607001|archived |        63|SCIENCE         | 2024-04-15|         0|2024-04-02 10:26:09|   3.597 (107.625273,59.1389942)|
|MCGp06_16_028              |07 13 55.0|+35 15 03|2020-04-17 06:26:09|60061072004|archived |     31360|SCIENCE         | 2020-04-27|         0|2020-04-17 22:21:09|    2.488 (108.516037,35.279275)|
|MCGp06m16m028              |07 14 11.2|+35 18 49|2021-11-08 18:36:09|60702053004|archived |     29770|SCIENCE         | 2023-03-07|         0|2021-11-09 11:56:09|    2.547 (108.516037,35.279275)|
|MCGp06m16m028              |07 13 53.3|+35 15 33|2022-03-01 11:26:09|60702053006|archived |     26822|SCIENCE         | 2023-03-07|         0|2022-03-02 01:41:09|    2.472 (108.516037,35.279275)|
|MCGp06m16m028              |07 14 19.6|+35 18 35|2021-10-22 20:56:09|60702053002|archived |     23923|SCIENCE         | 2023-03-07|         0|2021-10-23 09:46:09|    3.702 (108.516037,35.279275)|
|MCGp06_16_028              |07 14 10.9|+35 18 40|2013-12-03 07:06:07|60061072002|archived |     23553|SCIENCE         | 2015-03-31|         0|2013-12-03 19:41:07|    2.395 (108.516037,35.279275)|
|Mrk376                     |07 14 07.9|+45 41 05|2015-04-07 19:46:07|60160288002|archived |     24174|SCIENCE         | 2015-04-13|         0|2015-04-08 08:16:07|   1.505 (108.562843,45.6988517)|
|RXJ0718d0p4405             |07 18 00.6|+44 05 27|                   |60160289   |accepted |    -20000|                |           |          |                   |   0.005 (109.502507,44.0908778)|
|PKS0723m008                |07 25 50.6|-00 54 56|                   |60160290   |accepted |    -20000|                |           |          |                   |    0.007 (111.460984,-0.915716)|
|CGCG147m020                |07 25 37.4|+29 57 15|                   |60160291   |accepted |    -20000|                |           |          |                   |   0.023 (111.405258,29.9541631)|
|LEDA96373                  |07 26 21.7|-35 51 30|2014-07-31 20:46:07|60061073002|archived |     22020|SCIENCE         | 2015-03-31|         0|2014-08-01 07:16:07|   3.015 (111.609736,-35.906073)|
|LEDA96373                  |07 26 21.9|-35 51 26|2014-07-31 19:56:07|60061073001|archived |        72|SCIENCE         | 2015-03-31|         0|2014-07-31 20:46:07|   3.065 (111.609736,-35.906073)|
|2MASXJ07263532p3700028     |07 26 35.3|+37 00 03|                   |60160293   |accepted |    -20000|                |           |          |                   |   0.003 (111.647254,37.0007681)|
|1RXSJ072720d8m240629       |07 27 34.8|-24 06 14|                   |60160294   |accepted |    -20000|                |           |          |                   |   3.158 (111.837717,-24.108984)|
|1RXSJ073308d7p455511       |07 33 05.1|+45 56 27|2015-12-26 13:01:08|60260007002|archived |     22562|SCIENCE         | 2015-12-30|         1|2015-12-27 00:31:08|    1.524 (113.28835,45.9184102)|
|2MASXJ07332681p5153560     |07 33 26.8|+51 53 56|                   |60161296   |accepted |    -20000|                |           |          |                   |    0.003 (113.36163,51.8988706)|
|Mrk9                       |07 36 59.7|+58 46 42|2013-10-29 08:26:07|60061326002|archived |     23309|SCIENCE         | 2015-03-31|         0|2013-10-29 19:36:07|      0.581 (114.2376,58.770414)|
|2MASXJ07394469m3143024     |07 39 36.7|-31 43 18|2014-04-20 22:41:07|60061351002|archived |     23950|SCIENCE         | 2015-03-31|         0|2014-04-21 10:51:07|    1.704 (114.936103,-31.71737)|
|2MASXJ07410919m5447461     |07 41 01.1|-54 47 00|2016-06-21 03:26:08|60161299002|archived |     26989|SCIENCE         | 2016-07-06|         0|2016-06-21 16:16:08|   1.402 (115.288365,-54.796045)|
|3C184d1                    |07 43 39.0|+80 27 33|2015-10-01 10:06:08|60160300002|archived |     22272|SCIENCE         | 2015-10-07|         1|2015-10-01 17:06:08|    1.918 (115.75577,80.4405834)|
|3C184d1                    |07 43 28.8|+80 27 33|2015-10-01 09:46:08|60160300001|archived |       371|SCIENCE         | 2015-10-07|         0|2015-10-01 10:06:08|    1.594 (115.75577,80.4405834)|
|MRK_79                     |07 42 46.1|+49 50 28|2020-09-23 12:01:09|60601010002|archived |     65805|SCIENCE         | 2021-10-05|         0|2020-09-24 22:56:09|   2.861 (115.636733,49.8096907)|
|MRK_79                     |07 42 46.8|+49 50 37|2020-09-25 05:56:09|60601010004|archived |     38542|SCIENCE         | 2021-10-05|         0|2020-09-26 02:16:09|   3.039 (115.636733,49.8096907)|
|MRK_79                     |07 42 55.5|+49 51 08|2020-09-25 05:16:09|60601010003|archived |         0|SLEW            | 2021-10-05|         0|2020-09-25 05:56:09|   4.464 (115.636733,49.8096907)|
|Mrk78                      |07 42 45.8|+65 12 50|2018-11-19 08:36:09|60061336002|archived |     24179|SCIENCE         | 2018-12-03|         0|2018-11-19 19:56:09|   2.244 (115.673761,65.1770973)|
|LEDA86073                  |07 43 14.7|-25 45 50|                   |60160303   |accepted |    -20000|                |           |          |                   |   0.013 (115.811371,-25.764017)|
|UGC03995A                  |07 44 07.5|+29 16 02|2014-11-08 17:36:07|60061352002|archived |     23306|SCIENCE         | 2015-09-17|         0|2014-11-09 05:36:07|   1.228 (116.038012,29.2474598)|
|B20743p25                  |07 46 25.9|+25 49 02|                   |60160305   |accepted |    -20000|                |           |          |                   |   0.001 (116.607792,25.8173101)|
|Mrk10                      |07 47 29.1|+60 56 01|                   |60160307   |accepted |    -20000|                |           |          |                   |   0.009 (116.871125,60.9335669)|
|2MASXJ07473839m7325533     |07 47 42.2|-73 23 18|2023-09-03 04:36:09|60161308002|archived |     29343|SCIENCE         | 2023-09-11|         1|2023-09-03 13:56:09|   2.596 (116.909786,-73.431417)|
|2MASXJ07473839m7325533     |07 47 45.5|-73 24 14|2023-09-03 04:16:09|60161308001|archived |       403|SCIENCE         | 2023-09-11|         0|2023-09-03 04:36:09|   1.728 (116.909786,-73.431417)|
|2MASXJ07521780p1935423     |07 52 17.8|+19 35 42|                   |60160309   |accepted |    -20000|                |           |          |                   |    0.003 (118.074353,19.595099)|
|B30749p460A                |07 52 44.2|+45 56 57|                   |60160310   |accepted |    -20000|                |           |          |                   |   0.001 (118.184184,45.9493009)|
|1RXSJ075813d2p835637       |07 57 31.3|+83 56 46|2018-02-04 07:51:09|60464061002|archived |     18380|SCIENCE         | 2018-02-15|         0|2018-02-04 16:26:09|   1.221 (119.571766,83.9435807)|
|1RXSJ075813d2p835637       |07 57 06.9|+83 57 31|2018-02-04 07:21:09|60464061001|archived |       531|SCIENCE         | 2018-02-15|         0|2018-02-04 07:51:09|   2.058 (119.571766,83.9435807)|
|2MASXJ07561963m4137420     |07 56 13.7|-41 35 17|2014-07-29 15:26:07|60061076002|archived |     22747|SCIENCE         | 2015-03-31|         0|2014-07-30 02:31:07|   2.659 (119.081748,-41.628372)|
|2MASXJ07561963m4137420     |07 56 14.0|-41 35 31|2014-07-29 15:06:07|60061076001|archived |         0|SLEW            | 2015-03-31|         0|2014-07-29 15:26:07|   2.430 (119.081748,-41.628372)|
|MCGp04_19_017              |07 59 53.5|+23 23 24|                   |60061077   |accepted |    -20000|                |           |          |                   |   0.017 (119.972717,23.3900988)|
|IC0486                     |08 00 21.0|+26 36 49|                   |60160314   |accepted |    -20000|                |           |          |                   |   0.000 (120.087402,26.6135066)|
|ESO209mG012                |08 01 46.7|-49 44 11|2019-07-30 08:41:09|60160315002|archived |     23715|SCIENCE         | 2019-08-09|         0|2019-07-30 20:56:09|   3.105 (120.491537,-49.778437)|
|2MASXJ08032736p0841523     |08 03 27.4|+08 41 52|                   |60160316   |accepted |    -20000|                |           |          |                   |    0.004 (120.864087,8.6978678)|
|Mrk1210                    |08 04 11.7|+05 07 29|2012-10-05 15:21:07|60061078002|archived |     15447|SCIENCE         | 2015-03-31|         0|2012-10-05 23:01:07|    1.592 (121.024381,5.1138525)|
|MCGp02_21_013              |08 04 39.8|+10 44 49|2017-03-11 14:01:09|60260001002|archived |     20336|SCIENCE         | 2017-03-24|         0|2017-03-12 00:56:09|   2.407 (121.193273,10.7766819)|
|2MASXJ08045299m0108476     |08 04 53.0|-01 08 47|                   |60160319   |accepted |    -20000|                |           |          |                   |    0.008 (121.22077,-1.1466362)|
|BZQ_J0805p6144             |08 04 52.2|+61 44 29|2021-02-15 11:51:09|60601032002|archived |     37286|SCIENCE         | 2022-02-22|         0|2021-02-16 06:56:09|    3.072 (121.325582,61.739932)|
|Mrk_622                    |08 07 53.5|+39 01 34|2019-09-28 02:11:09|60561042002|archived |     54184|SCIENCE         | 2020-10-09|         1|2019-09-29 06:46:09|   2.755 (121.920822,39.0042387)|
|PG0804p761                 |08 10 24.7|+76 02 02|2016-04-02 02:31:08|60160322002|archived |     17315|SCIENCE         | 2016-04-07|         0|2016-04-02 10:06:08|    2.159 (122.74436,76.0451306)|
|PG0804p761                 |08 10 22.7|+76 01 51|2016-04-02 02:06:08|60160322001|archived |       101|SCIENCE         | 2016-04-07|         0|2016-04-02 02:31:08|    2.334 (122.74436,76.0451306)|
|CGCG031m072                |08 14 16.8|+04 18 32|2020-05-09 08:26:09|60160323002|archived |     33928|SCIENCE         | 2020-05-18|         0|2020-05-10 05:16:09|     2.934 (123.605559,4.342468)|
|1RXSJ081749d0p025104       |08 17 49.2|+02 51 00|                   |60160324   |accepted |    -20000|                |           |          |                   |    0.004 (124.454971,2.8498324)|
|2MASXJ08181469p0122266     |08 18 14.6|+01 22 26|                   |60160325   |accepted |    -20000|                |           |          |                   |    0.015 (124.561126,1.3742156)|
|RXJ0818d9m2252             |08 18 57.8|-22 52 37|                   |60160326   |accepted |    -20000|                |           |          |                   |    0.028 (124.740534,-22.87672)|
|FAIRALL0272                |08 23 04.1|-04 55 52|2014-01-10 08:06:07|60061080002|archived |     24309|SCIENCE         | 2015-03-31|         0|2014-01-10 20:41:07|   0.773 (125.754538,-4.9348747)|
|2MASXJ08294266p4154366     |08 29 42.6|+41 54 37|                   |60160328   |accepted |    -20000|                |           |          |                   |   0.005 (127.427808,41.9102402)|
|2MASXJ08301655m6725289     |08 29 56.0|-67 26 33|2020-05-27 01:26:09|60160329002|archived |     19939|SCIENCE         | 2020-06-03|         0|2020-05-27 09:01:09|   2.239 (127.568931,-67.424804)|
|2MASXJ08301655m6725289     |08 29 48.8|-67 26 19|2020-05-27 00:46:09|60160329001|archived |       279|SCIENCE         | 2020-06-03|         0|2020-05-27 01:26:09|   2.786 (127.568931,-67.424804)|
|RBS707                     |08 32 25.3|+37 07 37|                   |60061081   |accepted |    -20000|                |           |          |                   |   0.010 (128.105608,37.1267294)|
|FAIRALL1146                |08 38 23.4|-35 57 56|2014-07-27 23:11:07|60061082002|archived |     21278|SCIENCE         | 2015-03-31|         0|2014-07-28 10:11:07|   2.202 (129.628211,-35.992598)|
|FAIRALL1146                |08 38 24.1|-35 57 33|2014-07-27 22:41:07|60061082001|archived |         0|SLEW            | 2015-03-31|         0|2014-07-27 23:11:07|   2.414 (129.628211,-35.992598)|
|3C206                      |08 39 57.6|-12 13 58|2017-12-24 03:41:09|60160332002|archived |     17390|SCIENCE         | 2018-01-29|         0|2017-12-24 13:11:09|   1.825 (129.960768,-12.242866)|
|4C29d30                    |08 40 08.0|+29 49 46|2013-11-08 06:11:07|60061083002|archived |     21027|SCIENCE         | 2015-03-31|         0|2013-11-08 17:21:07|   1.428 (130.009822,29.8173889)|
|HB0836p710                 |08 40 58.8|+70 55 32|2014-01-18 04:51:07|60002045004|archived |     36395|SCIENCE         | 2014-09-23|         0|2014-01-19 00:06:07|   2.781 (130.351496,70.8950594)|
|HB0836p710                 |08 41 16.7|+70 52 08|2013-12-15 15:41:07|60002045002|archived |     29694|SCIENCE         | 2014-09-23|         0|2013-12-16 05:16:07|   1.686 (130.351496,70.8950594)|
|HB0836p710                 |08 41 21.9|+70 54 26|2013-12-15 15:26:07|60002045001|archived |       489|SCIENCE         | 2014-09-23|         0|2013-12-15 15:41:07|   0.755 (130.351496,70.8950594)|
|2MASXJ08420557p0759253     |08 42 05.6|+07 59 25|                   |60160335   |accepted |    -20000|                |           |          |                   |     0.002 (130.523224,7.990427)|
|2MASXJ08434495p3549421     |08 43 44.5|+35 51 01|2016-12-31 18:36:08|60260002002|archived |     20178|SCIENCE         | 2017-01-10|         0|2017-01-01 05:26:09|    1.321 (130.937441,35.828428)|
