Results from heasarc_numaster: NuSTAR Master Catalog
Coordinate system:  Equatorial
|name                   |ra        |dec      |time               |obsid      |status   |exposure_a|observation_mode|obs_type|processing_date    |public_date|issue_flag|_Search_Offset                |
|1H_0419m577            |04 25 46.6|-57 10 45|2018-05-15 22:11:09|60402006001|archived |         0|SLEW            |N04     |2020-08-13 07:21:00| 2019-11-22|         0|     2.300 (SWIFTJ0426.2-5711)|
|2MASXJ04294735m6703205 |04 29 48.9|-67 03 14|                   |60161191   |accepted |    -20000|                |EGS     |                   |           |          |    0.182 (SWIFTJ0428.2-6704B)|
|2MASXJ04293830m2109441 |04 29 37.1|-21 11 37|2016-01-23 11:16:08|60260006002|archived |     22272|SCIENCE         |ELS     |2020-10-03 11:40:38| 2016-01-28|         0|     1.899 (SWIFTJ0429.6-2114)|
|MRK_618                |04 36 27.5|-10 20 46|2021-08-31 04:46:09|60761003002|archived |     20523|SCIENCE         |N07     |2021-09-01 01:50:24| 2021-09-02|         0|     2.211 (SWIFTJ0436.3-1022)|
|PSRJ0437m4715          |04 37 21.0|-47 15 49|2014-12-29 14:51:07|30001061002|archived |     73821|SCIENCE         |MAG     |2020-10-15 17:49:28| 2015-09-17|         1|     4.490 (SWIFTJ0437.4-4713)|
|PSRJ0437m4715          |04 37 22.5|-47 15 49|2014-12-31 18:26:07|30001061004|archived |     64054|SCIENCE         |MAG     |2020-10-15 17:01:35| 2015-09-17|         0|     4.431 (SWIFTJ0437.4-4713)|
|PSRJ0437m4715          |04 37 22.3|-47 15 58|2015-01-02 17:16:07|30001061006|archived |     63615|SCIENCE         |MAG     |2020-10-15 16:09:56| 2015-09-17|         1|     4.578 (SWIFTJ0437.4-4713)|
|2MASXJ04372814m4711298 |04 37 35.6|-47 13 08|2015-12-09 17:51:08|60160197002|archived |     19985|SCIENCE         |EGS     |2020-10-04 07:12:02| 2015-12-18|         0|     2.072 (SWIFTJ0437.4-4713)|
|MCG_02_12_050          |04 38 14.2|-10 47 45|                   |60061048   |accepted |    -20000|                |EGS     |                   |           |          |     0.008 (SWIFTJ0438.2-1048)|
|2MASXJ04404770p2739466 |04 40 47.7|+27 39 47|                   |60161200   |accepted |    -20000|                |EGS     |                   |           |          |     0.007 (SWIFTJ0440.9+2741)|
|IRAS04392m2713         |04 41 26.9|-27 09 27|2015-12-20 23:06:08|60160201002|archived |     19553|SCIENCE         |EGS     |2020-10-04 02:33:26| 2015-12-30|         1|     1.490 (SWIFTJ0441.2-2704)|
|1RXSJ044154d5m082639   |04 41 53.9|-08 26 34|                   |60160202   |accepted |    -20000|                |EGS     |                   |           |          |     0.042 (SWIFTJ0441.8-0823)|
|PKS0442m28             |04 44 48.4|-28 08 48|2018-10-19 20:56:09|60160205002|archived |     22562|SCIENCE         |EGS     |2020-08-02 01:10:29| 2018-11-09|         0|     2.595 (SWIFTJ0445.0-2816)|
|RBS594                 |04 51 44.0|-58 11 00|                   |60160209   |accepted |    -20000|                |EGS     |                   |           |          |     0.004 (SWIFTJ0450.7-5813)|
|MCGm01m13m025          |04 51 30.0|-03 49 49|2023-04-11 00:36:09|60160208002|archived |     14809|SCIENCE         |EGS     |2023-04-12 06:25:27| 2023-04-17|         0|     3.144 (SWIFTJ0451.4-0346)|
|MCGm01m13m025          |04 51 30.9|-03 50 02|2023-04-11 00:06:09|60160208001|archived |       350|SCIENCE         |EGS     |2023-04-12 06:29:09| 2023-04-17|         0|     3.041 (SWIFTJ0451.4-0346)|
|1RXSJ045205d0p493248   |04 52 05.0|+49 32 45|                   |60160210   |accepted |    -20000|                |EGS     |                   |           |          |     0.037 (SWIFTJ0452.2+4933)|
|ESO_362mG18            |05 19 41.4|-32 38 27|2016-09-24 19:46:08|60201046002|archived |    101905|SCIENCE         |N02     |2020-09-21 02:18:35| 2017-10-04|         1|     1.567 (SWIFTJ0501.9-3239)|
|ESO_362mG18            |05 19 40.8|-32 39 44|2016-09-24 19:06:08|60201046001|archived |       279|SCIENCE         |N02     |2020-09-21 02:49:13| 2017-10-04|         0|     1.087 (SWIFTJ0501.9-3239)|
|1E0459d5p0327          |05 02 09.0|+03 31 51|                   |60061055   |accepted |    -20000|                |EGS     |                   |           |          |     0.020 (SWIFTJ0502.1+0332)|
|LEDA097068             |05 02 58.2|+22 59 52|                   |60160216   |accepted |    -20000|                |EGS     |                   |           |          |     0.002 (SWIFTJ0503.0+2302)|
|2MASXJ05043414m7349269 |05 04 53.5|-73 48 33|2016-09-30 13:31:08|60160217002|archived |     22667|SCIENCE         |EGS     |2020-09-21 00:36:02| 2016-10-05|         1|     1.617 (SWIFTJ0504.6-7345)|
|2MASXJ05043414m7349269 |05 04 53.4|-73 48 15|2016-09-30 12:56:08|60160217001|archived |       422|SCIENCE         |EGS     |2020-09-21 00:48:55| 2016-10-05|         0|     1.800 (SWIFTJ0504.6-7345)|
|IRAS05078p1626         |05 10 45.5|+16 29 56|                   |60160222   |accepted |    -20000|                |EGS     |                   |           |          |     0.037 (SWIFTJ0510.7+1629)|
|Ark120                 |05 16 07.0|-00 10 16|2014-03-22 09:31:07|60001044004|archived |     65453|SCIENCE         |AGN     |2020-10-29 02:52:36| 2015-03-31|         0|     1.691 (SWIFTJ0516.2-0009)|
|Ark120                 |05 16 09.2|-00 09 55|2013-02-18 10:46:07|60001044002|archived |     55326|SCIENCE         |AGN     |2020-11-15 10:33:25| 2014-05-07|         1|     1.084 (SWIFTJ0516.2-0009)|
|MCGm02m14m009          |05 16 21.2|-10 33 41|                   |60160228   |accepted |    -20000|                |EGS     |                   |           |          |     0.014 (SWIFTJ0516.4-1034)|
|PICTOR_A_WESTERN_HS    |05 19 36.9|-45 46 26|2021-12-02 17:21:09|60701064006|archived |    138799|SCIENCE         |N07     |2021-12-08 04:25:34| 2022-12-13|         1|     2.261 (SWIFTJ0519.5-4545)|
|PICTOR_A_WESTERN_HS    |05 19 35.4|-45 46 19|2021-11-28 05:21:09|60701064002|archived |    126174|SCIENCE         |N07     |2021-12-01 18:52:01| 2022-12-13|         0|     2.523 (SWIFTJ0519.5-4545)|
|Pictor_A               |05 19 58.4|-45 47 24|2015-12-03 11:56:08|60101047002|archived |    109456|SCIENCE         |N01     |2020-10-04 08:37:36| 2016-12-10|         0|     1.654 (SWIFTJ0519.5-4545)|
|PICTOR_A_WESTERN_HS    |05 19 35.6|-45 46 12|2021-12-01 02:31:09|60701064004|archived |     37593|SCIENCE         |N07     |2021-12-02 15:47:09| 2022-12-13|         0|     2.518 (SWIFTJ0519.5-4545)|
|IRAS05218m1212         |05 24 06.5|-12 09 59|                   |60160233   |accepted |    -20000|                |EGS     |                   |           |          |     0.186 (SWIFTJ0524.1-1210)|
|ESO306mIG001           |05 28 02.5|-39 34 35|                   |60160237   |accepted |    -20000|                |EGS     |                   |           |          |     0.104 (SWIFTJ0528.1-3933)|
|2MASXJ05325752p1345092 |05 32 55.7|+13 42 53|2019-01-28 10:01:09|60161239002|archived |     20830|SCIENCE         |EGS     |2020-07-28 12:16:59| 2019-02-18|         0|     2.303 (SWIFTJ0532.9+1343)|
|2MASXJ05353211p4011152 |05 35 32.1|+40 11 16|                   |60161241   |accepted |    -20000|                |EGS     |                   |           |          |     0.003 (SWIFTJ0535.4+4013)|
|MCGm05m14m012          |05 43 34.8|-27 36 15|2021-07-30 08:01:09|60160243002|archived |     12538|SCIENCE         |EGS     |2021-07-31 05:29:42| 2021-08-09|         0|     2.857 (SWIFTJ0543.9-2749)|
|MCGp8m11m11            |05 55 04.1|+46 27 09|2016-08-16 19:26:08|60201027002|archived |     97921|SCIENCE         |N02     |2020-09-21 18:24:22| 2017-08-25|         0|     1.973 (SWIFTJ0554.8+4625)|
|MCGp08m11m011          |05 54 37.1|+46 24 54|2023-02-03 13:41:09|60802037002|processed|     43823|SCIENCE         |N08     |2023-02-04 19:33:12| 2023-08-20|         0|     3.200 (SWIFTJ0554.8+4625)|
|MCGp8m11m11            |05 54 40.4|+46 26 37|2021-12-18 16:31:09|90701640002|archived |     25000|SCIENCE         |TOO     |2021-12-20 02:53:47| 2021-12-27|         0|     2.288 (SWIFTJ0554.8+4625)|
|MCGp08m11m011          |05 54 38.4|+46 24 43|2023-02-12 16:21:09|60802037008|processed|     20983|SCIENCE         |N08     |2023-02-14 02:45:45| 2023-08-20|         0|     3.092 (SWIFTJ0554.8+4625)|
|MCGp08m11m011          |05 54 40.0|+46 24 46|2023-02-09 19:11:09|60802037004|processed|     20215|SCIENCE         |N08     |2023-02-11 02:27:24| 2023-08-20|         0|     2.830 (SWIFTJ0554.8+4625)|
|MCGp08m11m011          |05 54 41.5|+46 24 55|2023-02-11 08:11:09|60802037006|processed|     18997|SCIENCE         |N08     |2023-02-12 02:33:32| 2023-08-20|         1|     2.540 (SWIFTJ0554.8+4625)|
|PKS0558m504            |05 59 57.1|-50 26 40|2016-11-19 12:51:08|60160254002|archived |     20984|SCIENCE         |EGS     |2020-09-20 06:06:01| 2016-11-30|         0|     1.554 (SWIFTJ0559.8-5028)|
|IRAS05589p2828         |06 02 04.2|+28 26 40|2020-04-10 03:41:09|60061062002|archived |     29276|SCIENCE         |EGS     |2020-07-16 04:31:52| 2020-04-17|         0|     2.150 (SWIFTJ0602.2+2829)|
|2MASXJ06054896m2754398 |06 05 49.0|-27 54 40|                   |60160258   |accepted |    -20000|                |EGS     |                   |           |          |     0.001 (SWIFTJ0606.0-2755)|
|2MASXJ06100652m6243125 |06 10 06.5|-62 43 12|                   |60161260   |accepted |    -20000|                |EGS     |                   |           |          |    0.010 (SWIFTJ0609.5-6245A)|
|2MASXJ06083867m6247168 |06 08 38.6|-62 47 16|                   |60161261   |accepted |    -20000|                |EGS     |                   |           |          |    0.009 (SWIFTJ0609.5-6245B)|
|ESO426_G002            |06 23 51.9|-32 11 23|2019-10-09 10:16:09|60561040002|archived |     52462|SCIENCE         |N05     |2020-07-22 04:45:43| 2020-10-25|         0|     1.986 (SWIFTJ0623.8-3215)|
|6dFJ0626586m370559     |06 26 58.6|-37 05 58|                   |60160268   |accepted |    -20000|                |EGS     |                   |           |          |     0.007 (SWIFTJ0626.6-3702)|
|UGC3478                |06 32 27.2|+63 42 11|2020-12-21 01:41:09|60061068002|archived |     21680|SCIENCE         |EGS     |2020-12-22 02:27:27| 2020-12-28|         0|     2.829 (SWIFTJ0630.7+6342)|
|1RXSJ063401d1m744629   |06 34 01.1|-74 46 29|                   |60464049   |accepted |    -20000|                |EGS     |                   |           |          |     0.221 (SWIFTJ0634.7-7445)|
|ESO490mIG026           |06 40 11.7|-25 53 43|                   |60160273   |accepted |    -20000|                |EGS     |                   |           |          |     0.001 (SWIFTJ0640.4-2554)|
|Mkn_6                  |06 51 50.3|+74 23 27|2015-04-21 02:51:07|60102044002|archived |     62472|SCIENCE         |N01     |2020-10-13 02:11:26| 2016-11-21|         1|     2.629 (SWIFTJ0651.9+7426)|
|Mkn_6                  |06 52 08.7|+74 26 51|2015-11-09 02:46:08|60102044004|archived |     43816|SCIENCE         |N01     |2020-10-04 21:20:13| 2016-11-21|         1|     1.256 (SWIFTJ0651.9+7426)|
|Mkn_6                  |06 51 43.8|+74 23 23|2015-04-21 02:41:07|60102044001|archived |       302|SCIENCE         |N01     |2020-10-13 02:26:46| 2016-11-21|         0|     2.939 (SWIFTJ0651.9+7426)|
|1WGAJ0654d5p0703       |06 54 33.9|+07 03 12|                   |60464053   |accepted |    -20000|                |EGS     |                   |           |          |     0.000 (SWIFTJ0654.6+0700)|
|UGC03601               |06 55 39.1|+39 59 05|2019-01-06 01:41:09|60160278002|archived |     19674|SCIENCE         |EGS     |2020-07-29 05:04:09| 2019-01-11|         0|     2.206 (SWIFTJ0655.8+3957)|
|2MASXJ07011026m3234534 |07 00 55.9|-32 35 40|2022-04-25 21:01:09|60161282002|archived |     23372|SCIENCE         |EGS     |2022-04-27 08:35:13| 2022-04-28|         0|     3.118 (SWIFTJ0701.3-3235)|
|VIIZw118               |07 06 54.1|+64 34 30|2022-04-04 19:31:09|60160283002|archived |     23877|SCIENCE         |EGS     |2022-04-06 08:15:25| 2022-04-11|         0|     2.519 (SWIFTJ0707.1+6433)|
|RXJ0718d0p4405         |07 18 00.6|+44 05 27|                   |60160289   |accepted |    -20000|                |EGS     |                   |           |          |     0.006 (SWIFTJ0718.1+4403)|
|2MASXJ07263532p3700028 |07 26 35.3|+37 00 03|                   |60160293   |accepted |    -20000|                |EGS     |                   |           |          |     0.005 (SWIFTJ0726.5+3659)|
|1RXSJ072720d8m240629   |07 27 34.8|-24 06 14|                   |60160294   |accepted |    -20000|                |EGS     |                   |           |          |     3.158 (SWIFTJ0727.4-2408)|
|1RXSJ073308d7p455511   |07 33 05.1|+45 56 27|2015-12-26 13:01:08|60260007002|archived |     22562|SCIENCE         |ELS     |2020-10-03 23:46:04| 2015-12-30|         1|     1.524 (SWIFTJ0733.2+4558)|
|Mrk9                   |07 36 59.7|+58 46 42|2013-10-29 08:26:07|60061326002|archived |     23309|SCIENCE         |EGS     |2020-11-11 01:12:37| 2015-03-31|         0|     0.581 (SWIFTJ0736.9+5846)|
|MRK_79                 |07 42 46.1|+49 50 28|2020-09-23 12:01:09|60601010002|archived |     65805|SCIENCE         |N06     |2020-09-25 04:22:27| 2021-10-05|         0|     2.861 (SWIFTJ0742.5+4948)|
|MRK_79                 |07 42 46.8|+49 50 37|2020-09-25 05:56:09|60601010004|archived |     38542|SCIENCE         |N06     |2020-09-27 03:12:48| 2021-10-05|         0|     3.039 (SWIFTJ0742.5+4948)|
|MRK_79                 |07 42 55.5|+49 51 08|2020-09-25 05:16:09|60601010003|archived |         0|SLEW            |N06     |2020-09-26 02:53:59| 2021-10-05|         0|     4.465 (SWIFTJ0742.5+4948)|
|LEDA86073              |07 43 14.7|-25 45 50|                   |60160303   |accepted |    -20000|                |EGS     |                   |           |          |     0.013 (SWIFTJ0743.3-2546)|
|Mrk10                  |07 47 29.1|+60 56 01|                   |60160307   |accepted |    -20000|                |EGS     |                   |           |          |     0.007 (SWIFTJ0747.5+6057)|
|B30749p460A            |07 52 44.2|+45 56 57|                   |60160310   |accepted |    -20000|                |EGS     |                   |           |          |     0.001 (SWIFTJ0753.1+4559)|
|2MASXJ07561963m4137420 |07 56 13.7|-41 35 17|2014-07-29 15:26:07|60061076002|archived |     22747|SCIENCE         |EGS     |2020-10-21 15:02:59| 2015-03-31|         0|     2.659 (SWIFTJ0756.3-4137)|
|2MASXJ07561963m4137420 |07 56 14.0|-41 35 31|2014-07-29 15:06:07|60061076001|archived |         0|SLEW            |EGS     |2020-10-21 15:14:37| 2015-03-31|         0|     2.430 (SWIFTJ0756.3-4137)|
|IC0486                 |08 00 21.0|+26 36 49|                   |60160314   |accepted |    -20000|                |EGS     |                   |           |          |     0.002 (SWIFTJ0800.1+2638)|
|ESO209mG012            |08 01 46.7|-49 44 11|2019-07-30 08:41:09|60160315002|archived |     23715|SCIENCE         |EGS     |2020-07-23 17:07:50| 2019-08-09|         0|     3.106 (SWIFTJ0801.9-4946)|
|2MASXJ08032736p0841523 |08 03 27.4|+08 41 52|                   |60160316   |accepted |    -20000|                |EGS     |                   |           |          |     0.004 (SWIFTJ0803.4+0842)|
|PG0804p761             |08 10 24.7|+76 02 02|2016-04-02 02:31:08|60160322002|archived |     17315|SCIENCE         |EGS     |2020-10-02 02:08:11| 2016-04-07|         0|     2.160 (SWIFTJ0810.9+7602)|
|PG0804p761             |08 10 22.7|+76 01 51|2016-04-02 02:06:08|60160322001|archived |       101|SCIENCE         |EGS     |2020-10-02 02:18:47| 2016-04-07|         0|     2.335 (SWIFTJ0810.9+7602)|
|1RXSJ081749d0p025104   |08 17 49.2|+02 51 00|                   |60160324   |accepted |    -20000|                |EGS     |                   |           |          |     0.007 (SWIFTJ0817.8+0251)|
|2MASXJ08181469p0122266 |08 18 14.6|+01 22 26|                   |60160325   |accepted |    -20000|                |EGS     |                   |           |          |     0.015 (SWIFTJ0818.1+0120)|
|RXJ0818d9m2252         |08 18 57.8|-22 52 37|                   |60160326   |accepted |    -20000|                |EGS     |                   |           |          |     0.030 (SWIFTJ0819.2-2259)|
|2MASXJ08294266p4154366 |08 29 42.6|+41 54 37|                   |60160328   |accepted |    -20000|                |EGS     |                   |           |          |     0.006 (SWIFTJ0830.1+4154)|
|RBS707                 |08 32 25.3|+37 07 37|                   |60061081   |accepted |    -20000|                |EGS     |                   |           |          |     0.010 (SWIFTJ0832.5+3703)|
|FAIRALL1146            |08 38 23.4|-35 57 56|2014-07-27 23:11:07|60061082002|archived |     21278|SCIENCE         |EGS     |2020-10-21 15:47:01| 2015-03-31|         0|     2.202 (SWIFTJ0838.4-3557)|
|FAIRALL1146            |08 38 24.1|-35 57 33|2014-07-27 22:41:07|60061082001|archived |         0|SLEW            |EGS     |2020-10-21 16:03:55| 2015-03-31|         0|     2.414 (SWIFTJ0838.4-3557)|
|3C206                  |08 39 57.6|-12 13 58|2017-12-24 03:41:09|60160332002|archived |     17390|SCIENCE         |EGS     |2020-08-19 12:05:00| 2018-01-29|         0|     1.825 (SWIFTJ0839.6-1213)|
|2MASXJ08420557p0759253 |08 42 05.6|+07 59 25|                   |60160335   |accepted |    -20000|                |EGS     |                   |           |          |     0.002 (SWIFTJ0842.0+0759)|
|SWIFTJ0845d0m3531      |08 45 19.1|-35 31 24|2013-04-22 04:21:07|60061085002|archived |     11281|SCIENCE         |EGS     |2020-11-13 14:02:24| 2015-03-31|         1|     1.104 (SWIFTJ0845.0-3531)|
|2MASXJ08451850p1420345 |08 45 18.5|+14 20 34|                   |60160338   |accepted |    -20000|                |EGS     |                   |           |          |     0.004 (SWIFTJ0845.3+1420)|
|2MASXJ08551746m2854218 |08 55 17.5|-28 54 21|                   |60161340   |accepted |    -20000|                |EGS     |                   |           |          |     0.011 (SWIFTJ0855.7-2856)|
|2MASXJ09023729m4813339 |09 02 37.3|-48 13 34|                   |60160345   |accepted |    -20000|                |EGS     |                   |           |          |     0.005 (SWIFTJ0902.7-4814)|
|2MASXJ09043699p5536025 |09 04 37.0|+55 36 03|                   |60160347   |accepted |    -20000|                |EGS     |                   |           |          |     0.003 (SWIFTJ0904.3+5538)|
|IRAS_09149m6206        |09 15 59.4|-62 16 51|2018-08-31 00:41:09|90401630002|archived |    112121|SCIENCE         |TOO     |2020-08-10 19:30:49| 2018-09-08|         0|     2.894 (SWIFTJ0917.2-6221)|
|IRAS_09149m6206        |09 15 55.0|-62 18 27|2018-07-24 07:21:09|60401020002|archived |    110899|SCIENCE         |N04     |2020-08-11 16:01:00| 2019-07-31|         0|     1.972 (SWIFTJ0917.2-6221)|
|IRAS_09149m6206        |09 16 06.2|-62 17 35|2018-08-31 00:11:09|90401630001|archived |         0|SLEW            |TOO     |2020-08-10 19:55:55| 2018-09-08|         0|     1.947 (SWIFTJ0917.2-6221)|
|2MASXJ09172716m6456271 |09 17 27.2|-64 56 27|                   |60161352   |accepted |    -20000|                |EGS     |                   |           |          |     0.002 (SWIFTJ0917.2-6457)|
|Mrk704                 |09 18 28.1|+16 19 44|2014-12-28 13:26:07|60061090002|archived |     21524|SCIENCE         |EGS     |2020-10-15 18:34:52| 2015-09-17|         0|     1.499 (SWIFTJ0918.5+1618)|
|MCG_p04_22_042         |09 23 35.2|+22 53 10|2020-06-04 12:36:09|60602018002|archived |     42960|SCIENCE         |N06     |2020-06-06 01:30:44| 2022-06-01|         0|     2.274 (SWIFTJ0923.7+2255)|
|MCG_p04_22_042         |09 23 31.8|+22 52 56|2021-03-19 23:26:09|60602018004|archived |     42584|SCIENCE         |N06     |2021-03-21 01:46:51| 2022-06-01|         0|     3.049 (SWIFTJ0923.7+2255)|
|MCG_p04_22_042         |09 23 30.1|+22 53 07|2021-05-30 08:26:09|60602018006|archived |     40677|SCIENCE         |N06     |2021-06-01 03:31:46| 2022-06-01|         0|     3.296 (SWIFTJ0923.7+2255)|
|RBS0770                |09 23 48.4|+22 55 27|2012-12-26 13:46:07|60061092002|archived |     18845|SCIENCE         |EGS     |2020-11-16 13:19:44| 2015-03-31|         0|     1.537 (SWIFTJ0923.7+2255)|
|MRK_110                |09 25 07.4|+52 18 07|2017-01-23 19:11:09|60201025002|archived |    184563|SCIENCE         |N02     |2020-09-19 03:06:06| 2018-02-08|         0|     1.257 (SWIFTJ0925.0+5218)|
|Mrk_110                |09 25 04.4|+52 15 52|2020-04-05 14:26:09|60502022004|archived |     88674|SCIENCE         |N05     |2020-07-16 17:53:13| 2021-04-17|         0|     1.838 (SWIFTJ0925.0+5218)|
|Mrk_110                |09 25 16.4|+52 18 49|2019-11-16 03:31:09|60502022002|archived |     86772|SCIENCE         |N05     |2020-07-21 12:26:09| 2021-04-17|         0|     1.727 (SWIFTJ0925.0+5218)|
|SWIFT_J0926d1p6931     |09 25 40.8|+69 25 54|2016-06-30 21:06:08|60201030002|archived |     45606|SCIENCE         |N02     |2020-09-25 07:21:13| 2017-07-11|         0|     2.068 (SWIFTJ0926.1+6931)|
|SWIFT_J0926d1p6931     |09 25 41.7|+69 25 20|2016-06-30 20:26:08|60201030001|archived |         0|SLEW            |N02     |2020-09-25 07:37:58| 2017-07-11|         0|     2.602 (SWIFTJ0926.1+6931)|
|Mrk705                 |09 26 03.3|+12 44 03|                   |60160363   |accepted |    -20000|                |EGS     |                   |           |          |     0.006 (SWIFTJ0926.2+1244)|
|NGC2885                |09 27 18.5|+23 01 12|                   |60160364   |accepted |    -20000|                |EGS     |                   |           |          |     0.002 (SWIFTJ0927.3+2301)|
|2MASXJ09352707p2617093 |09 35 27.1|+26 17 10|                   |60160367   |accepted |    -20000|                |EGS     |                   |           |          |     0.001 (SWIFTJ0935.5+2616)|
|2MASXJ09360622m6548336 |09 36 06.2|-65 48 33|                   |60160369   |accepted |    -20000|                |EGS     |                   |           |          |     0.004 (SWIFTJ0936.2-6553)|
|CGCG122m055            |09 42 04.8|+23 41 07|                   |60160370   |accepted |    -20000|                |EGS     |                   |           |          |     0.003 (SWIFTJ0942.2+2344)|
|3C227                  |09 47 39.9|+07 23 56|2014-02-20 19:16:07|60061329002|archived |     17195|SCIENCE         |EGS     |2020-10-29 14:48:41| 2015-03-31|         0|     1.915 (SWIFTJ0947.7+0726)|
|3C227                  |09 47 39.2|+07 23 52|2014-02-26 01:21:07|60061329004|archived |     12064|SCIENCE         |EGS     |2020-10-29 12:31:20| 2015-03-31|         0|     2.087 (SWIFTJ0947.7+0726)|
|NGC3035                |09 51 55.0|-06 49 22|                   |60160375   |accepted |    -20000|                |EGS     |                   |           |          |     0.007 (SWIFTJ0951.9-0649)|
|M81                    |09 55 13.3|+69 02 53|2015-05-18 19:31:07|60101049002|archived |    209083|SCIENCE         |N01     |2020-10-11 06:12:11| 2016-06-04|         1|     2.050 (SWIFTJ0955.5+6907)|
|M81_FIELD1             |09 54 38.5|+69 10 36|2020-11-12 03:41:09|50611001002|archived |    180470|SCIENCE         |N06     |2020-11-16 04:49:54| 2021-11-23|         0|     8.277 (SWIFTJ0955.5+6907)|
|M81_FIELD2             |09 55 55.2|+68 56 07|2020-11-15 07:31:09|50611002002|archived |    131721|SCIENCE         |N06     |2020-11-18 03:23:34| 2021-12-04|         0|     8.050 (SWIFTJ0955.5+6907)|
|CXO_J095524d2p690957   |09 55 52.5|+69 08 28|2018-09-06 06:21:09|50401006002|archived |     88471|SCIENCE         |N04     |2020-08-06 23:58:10| 2019-09-18|         0|     4.868 (SWIFTJ0955.5+6907)|
|M81_FIELD2             |09 56 10.6|+68 55 36|2020-11-19 20:56:09|50611002004|archived |     53149|SCIENCE         |N06     |2020-12-27 03:12:03| 2021-12-04|         0|     8.967 (SWIFTJ0955.5+6907)|
|CXO_J095524d2p690957   |09 55 56.1|+69 08 38|2018-09-06 05:51:09|50401006001|archived |       516|SCIENCE         |N04     |2020-08-07 00:21:38| 2019-09-18|         0|     5.147 (SWIFTJ0955.5+6907)|
|M81_FIELD2             |09 56 06.9|+68 56 38|2020-11-15 07:21:09|50611002001|archived |       497|SCIENCE         |N06     |2020-11-16 04:31:53| 2021-12-04|         0|     7.879 (SWIFTJ0955.5+6907)|
|M81_FIELD2             |09 56 14.2|+68 56 02|2020-11-19 20:26:09|50611002003|archived |        89|SCIENCE         |N06     |2020-12-27 03:16:54| 2021-12-04|         0|     8.704 (SWIFTJ0955.5+6907)|
|M81_FIELD1             |09 54 49.2|+69 11 16|2020-11-12 03:11:09|50611001001|archived |        29|SCIENCE         |N06     |2020-11-14 05:41:13| 2021-11-23|         0|     8.328 (SWIFTJ0955.5+6907)|
|2MASXJ09594263m3112581 |09 59 42.6|-31 12 58|                   |60160381   |accepted |    -20000|                |EGS     |                   |           |          |     0.009 (SWIFTJ0959.7-3112)|
|NGC3080                |09 59 55.8|+13 02 38|                   |60160380   |accepted |    -20000|                |EGS     |                   |           |          |     0.001 (SWIFTJ0959.9+1303)|
|ESO374mG025            |10 03 22.3|-37 26 18|2019-04-15 16:11:09|60160384002|archived |     21750|SCIENCE         |EGS     |2020-09-11 08:59:21| 2019-04-27|         0|     2.568 (SWIFTJ1003.4-3726)|
|ESO499mG041            |10 05 55.4|-23 03 24|                   |60160385   |accepted |    -20000|                |EGS     |                   |           |          |     0.008 (SWIFTJ1005.9-2305)|
|2MASXJ10084862m0954510 |10 08 48.6|-09 54 51|                   |60160387   |accepted |    -20000|                |EGS     |                   |           |          |     0.003 (SWIFTJ1008.6-0955)|
|2MASXJ10195855m0234363 |10 20 06.5|-02 33 50|2016-01-16 16:56:08|60260015002|archived |     26258|SCIENCE         |ELS     |2020-10-03 14:26:12| 2016-01-22|         0|    2.117 (SWIFTJ1020.5-0237B)|
|ARK241                 |10 21 47.2|-03 26 14|2017-12-22 01:51:09|60160392002|archived |     20329|SCIENCE         |EGS     |2020-08-19 13:18:28| 2018-01-06|         0|     1.991 (SWIFTJ1021.7-0327)|
|ESO_317mG041           |10 31 15.9|-42 05 17|2018-05-27 20:41:09|60468002002|archived |     30726|SCIENCE         |N04     |2020-08-12 20:11:39| 2019-06-01|         0|     2.128 (SWIFTJ1031.5-4205)|
|ESO_317m41             |10 31 07.3|-42 02 50|2022-07-24 01:26:09|60802014002|processed|     25422|SCIENCE         |N08     |2022-07-25 02:43:45| 2023-05-21|         0|     3.041 (SWIFTJ1031.5-4205)|
|ESO_317m41             |10 31 07.8|-42 02 06|2022-08-14 05:51:09|60802014004|processed|     24408|SCIENCE         |N08     |2022-08-15 02:22:41| 2023-05-21|         0|     3.233 (SWIFTJ1031.5-4205)|
|ESO_317m41             |10 31 35.8|-42 01 50|2022-11-12 22:16:09|60802014006|processed|     23278|SCIENCE         |N08     |2022-11-14 12:27:19| 2023-05-21|         0|     2.974 (SWIFTJ1031.5-4205)|
|ESO317mG041            |10 31 08.1|-42 03 47|2020-07-05 17:26:09|60161395002|archived |     22001|SCIENCE         |EGS     |2020-07-07 07:24:12| 2020-07-10|         0|     2.793 (SWIFTJ1031.5-4205)|
|ESO_317m41             |10 31 31.8|-42 02 04|2022-11-12 22:01:09|60802014005|processed|       400|SCIENCE         |N08     |2022-11-14 02:36:09| 2023-05-21|         0|     2.259 (SWIFTJ1031.5-4205)|
|HE_1029m1401           |10 31 42.4|-14 17 42|2022-05-23 13:46:09|60701046002|processed|    226924|SCIENCE         |N07     |2022-05-29 02:54:56| 2023-06-06|         1|     3.002 (SWIFTJ1031.9-1418)|
|SDSSJ104326d47p110524d2|10 43 19.2|+11 04 04|2019-05-06 01:51:09|60376004002|archived |     31062|SCIENCE         |ELS     |2020-07-25 16:04:35| 2019-05-17|         1|     2.222 (SWIFTJ1043.4+1105)|
