Results from heasarc_numaster: NuSTAR Master Catalog
Coordinate system:  Equatorial
|name                   |ra        |dec      |time               |obsid      |status   |exposure_a|observation_mode|obs_type|processing_date    |public_date|issue_flag|_Search_Offset                |
|SDSSJ104326d47p110524d2|10 43 20.0|+11 04 44|2016-06-14 15:06:08|60160406002|archived |     20157|SCIENCE         |EGS     |2020-09-28 19:27:17| 2016-07-06|         1|     1.719 (SWIFTJ1043.4+1105)|
|2MASXJ10513744m1707292 |10 51 26.2|-17 07 54|2020-07-07 04:56:09|60161413002|archived |     22287|SCIENCE         |EGS     |2020-07-08 08:09:21| 2020-07-10|         0|    2.728 (SWIFTJ1051.2-1704B)|
|NGC3431                |10 51 15.0|-17 00 28|                   |60160412   |accepted |    -20000|                |EGS     |                   |           |          |    8.822 (SWIFTJ1051.2-1704B)|
|Mrk728                 |11 01 03.1|+11 03 55|2014-02-17 18:36:07|60061338002|archived |     23292|SCIENCE         |EGS     |2020-10-29 15:45:12| 2015-03-31|         0|     1.159 (SWIFTJ1100.9+1104)|
|FBQSJ110340d2p372925   |11 03 40.3|+37 29 25|                   |60160417   |accepted |    -20000|                |EGS     |                   |           |          |     0.003 (SWIFTJ1103.4+3731)|
|CGCG291m028            |11 05 44.5|+58 56 52|2019-03-26 14:31:09|60160420002|archived |     15768|SCIENCE         |EGS     |2020-09-11 04:18:29| 2019-04-05|         0|    5.598 (SWIFTJ1105.7+5854B)|
|2MASXJ11053754p5851206 |11 05 37.6|+58 51 21|                   |60160421   |accepted |    -20000|                |EGS     |                   |           |          |    0.002 (SWIFTJ1105.7+5854B)|
|ESO438mG009            |11 10 55.6|-28 29 48|2015-02-01 23:41:07|60160423002|archived |     21670|SCIENCE         |EGS     |2020-10-14 18:30:41| 2015-09-17|         1|     1.696 (SWIFTJ1110.6-2832)|
|ESO438m9               |11 11 00.2|-28 28 07|2021-11-11 16:11:09|60761005002|archived |     21432|SCIENCE         |N07     |2022-03-01 03:14:34| 2021-11-22|         0|     3.303 (SWIFTJ1110.6-2832)|
|Mrk732                 |11 13 44.2|+09 35 19|2013-06-11 15:06:07|60061208002|archived |     26359|SCIENCE         |EGS     |2020-11-10 17:55:43| 2015-03-31|         0|     1.374 (SWIFTJ1113.6+0936)|
|SBS1116p518            |11 19 38.0|+51 33 15|                   |60160428   |accepted |    -20000|                |EGS     |                   |           |          |     0.001 (SWIFTJ1119.5+5132)|
|H1118_429              |11 21 03.1|-43 16 24|2022-02-13 23:46:09|60061210002|archived |     19879|SCIENCE         |EGS     |2022-02-15 07:01:04| 2022-02-21|         0|     2.811 (SWIFTJ1120.8-4316)|
|Mrk423                 |11 26 48.5|+35 15 03|                   |60160431   |accepted |    -20000|                |EGS     |                   |           |          |     0.001 (SWIFTJ1126.7+3514)|
|2MASXJ11271632p1909198 |11 27 16.3|+19 09 20|                   |60160432   |accepted |    -20000|                |EGS     |                   |           |          |     0.008 (SWIFTJ1127.5+1906)|
|RXS_J1131m1231         |11 31 45.8|-12 33 10|2018-06-06 12:46:09|60401001002|archived |     77547|SCIENCE         |X17     |2020-08-12 14:44:48| 2019-07-02|         0|     1.838 (SWIFTJ1131.9-1233)|
|RX_J1131m1231          |11 31 57.6|-12 30 43|2019-12-18 14:51:09|60502021004|archived |     23561|SCIENCE         |N05     |2020-07-20 23:16:25| 2021-12-04|         0|     1.951 (SWIFTJ1131.9-1233)|
|RX_J1131m1231          |11 31 43.0|-12 32 38|2020-06-15 11:16:09|60502021010|archived |     22930|SCIENCE         |N05     |2020-06-17 03:06:51| 2021-12-04|         0|     2.175 (SWIFTJ1131.9-1233)|
|RX_J1131m1231          |11 31 45.3|-12 33 52|2020-05-05 14:26:09|60502021008|archived |     22612|SCIENCE         |N05     |2020-07-14 21:06:15| 2021-12-04|         0|     2.425 (SWIFTJ1131.9-1233)|
|RXS_J1131m1231         |11 32 03.1|-12 31 29|2023-02-10 19:41:09|60802012008|processed|     21628|SCIENCE         |N08     |2023-02-12 02:43:09| 2023-09-13|         0|     2.858 (SWIFTJ1131.9-1233)|
|RX_J1131m1231          |11 32 04.7|-12 30 50|2020-11-30 09:51:09|60502021012|archived |     21183|SCIENCE         |N05     |2020-12-01 07:49:30| 2021-12-04|         0|     3.413 (SWIFTJ1131.9-1233)|
|RXS_J1131m1231         |11 31 39.8|-12 32 19|2022-07-25 08:06:09|60802012004|processed|     20934|SCIENCE         |N08     |2022-07-26 18:43:42| 2023-09-13|         0|     2.874 (SWIFTJ1131.9-1233)|
|RX_J1131m1231          |11 31 59.2|-12 30 37|2020-01-28 12:01:09|60502021006|archived |     20750|SCIENCE         |N05     |2020-07-20 01:13:17| 2021-12-04|         1|     2.318 (SWIFTJ1131.9-1233)|
|RX_J1131m1231          |11 31 45.3|-12 32 44|2019-07-19 18:31:09|60502021002|archived |     20566|SCIENCE         |N05     |2020-07-24 14:11:24| 2021-12-04|         0|     1.700 (SWIFTJ1131.9-1233)|
|RXS_J1131m1231         |11 32 07.8|-12 31 15|2023-03-03 22:11:09|60802012010|processed|     19819|SCIENCE         |N08     |2023-03-05 07:07:06| 2023-09-13|         0|     4.023 (SWIFTJ1131.9-1233)|
|RXS_J1131m1231         |11 32 04.3|-12 30 59|2023-01-13 06:41:09|60802012006|processed|     18163|SCIENCE         |N08     |2023-01-15 01:12:41| 2023-09-13|         0|     3.261 (SWIFTJ1131.9-1233)|
|RXS_J1131m1231         |11 31 40.0|-12 32 34|2022-06-24 21:36:09|60802012002|processed|     18156|SCIENCE         |N08     |2022-06-27 12:28:18| 2023-09-13|         0|     2.886 (SWIFTJ1131.9-1233)|
|2MASXJ11324928p1017473 |11 33 00.5|+10 18 28|2020-12-04 05:51:09|60061212002|archived |     20469|SCIENCE         |EGS     |2020-12-05 02:43:27| 2020-12-14|         0|    2.849 (SWIFTJ1132.9+1019A)|
|HB89_1130p106          |11 32 59.5|+10 23 42|                   |60160437   |accepted |    -20000|                |EGS     |                   |           |          |    6.430 (SWIFTJ1132.9+1019A)|
|Mrk739E                |11 36 23.3|+21 36 13|2017-03-16 03:56:09|60260008002|archived |     18547|SCIENCE         |ELS     |2020-09-18 07:03:58| 2017-03-24|         0|     1.471 (SWIFTJ1136.0+2132)|
|SDSSJ113915d13         |11 39 22.8|+25 37 59|2023-01-16 16:41:09|60860008002|processed|     21053|SCIENCE         |N08     |2023-01-18 20:47:24| 2023-07-23|         0|    2.659 (SWIFTJ1138.9+2529B)|
|HE1136m2304            |11 38 42.5|-23 21 39|2014-07-02 22:31:07|80002031003|archived |     63565|SCIENCE         |X13     |2020-10-22 06:15:31| 2015-07-16|         0|     1.957 (SWIFTJ1139.0-2323)|
|HE1136m2304            |11 38 40.6|-23 22 48|2014-07-02 08:16:07|80002031002|archived |     23804|SCIENCE         |X13     |2020-10-22 06:38:03| 2015-07-16|         0|     2.683 (SWIFTJ1139.0-2323)|
|PG1138p222             |11 41 16.2|+21 56 22|                   |60160447   |accepted |    -20000|                |EGS     |                   |           |          |     0.004 (SWIFTJ1141.3+2156)|
|NGC3822                |11 42 16.4|+10 17 52|2016-01-12 09:51:08|60061332002|archived |     21298|SCIENCE         |EGS     |2020-10-03 16:20:15| 2016-01-22|         0|     1.776 (SWIFTJ1142.2+1021)|
|NGC3822                |11 42 02.4|+10 15 58|2022-06-04 04:21:09|90801611002|archived |     21289|SCIENCE         |TOO     |2022-06-05 13:54:04| 2022-06-13|         0|     2.243 (SWIFTJ1142.2+1021)|
|UGC06728               |11 45 59.7|+79 40 09|2017-10-13 20:06:09|60376007002|archived |     58077|SCIENCE         |ELS     |2020-08-26 04:48:41| 2017-10-18|         1|     2.094 (SWIFTJ1143.7+7942)|
|UGC06728               |11 45 01.1|+79 40 14|2016-07-10 11:36:08|60160450002|archived |     22615|SCIENCE         |EGS     |2020-09-25 04:00:56| 2016-07-21|         0|     0.937 (SWIFTJ1143.7+7942)|
|UGC06728               |11 45 55.3|+79 40 37|2017-10-13 19:31:09|60376007001|archived |       536|SCIENCE         |ELS     |2020-08-26 05:05:17| 2017-10-18|         0|     1.783 (SWIFTJ1143.7+7942)|
|UGC06728               |11 44 52.1|+79 39 32|2016-07-10 10:51:08|60160450001|archived |       430|SCIENCE         |EGS     |2020-09-25 04:13:48| 2016-07-21|         0|     1.728 (SWIFTJ1143.7+7942)|
|MCGp10m17m061          |11 45 45.8|+58 58 24|2019-10-05 14:41:09|60161452002|archived |     22253|SCIENCE         |EGS     |2020-07-22 06:30:49| 2019-10-30|         0|     1.655 (SWIFTJ1145.2+5905)|
|MCGp10m17m061          |11 45 51.4|+58 57 34|2019-10-05 14:21:09|60161452001|archived |         0|SLEW            |EGS     |2020-07-22 06:42:52| 2019-10-30|         0|     2.614 (SWIFTJ1145.2+5905)|
|HE_1143m1810           |11 45 46.3|-18 26 36|2017-12-20 09:41:09|60302002006|archived |     23096|SCIENCE         |N03     |2020-08-19 14:05:18| 2019-01-03|         0|     1.526 (SWIFTJ1145.6-1819)|
|HE_1143m1810           |11 45 46.6|-18 26 40|2017-12-24 13:36:09|60302002010|archived |     22378|SCIENCE         |N03     |2020-08-19 11:45:45| 2019-01-03|         0|     1.568 (SWIFTJ1145.6-1819)|
|HE_1143m1810           |11 45 48.1|-18 26 30|2017-12-16 12:16:09|60302002002|archived |     20960|SCIENCE         |N03     |2020-08-19 15:46:22| 2019-01-03|         0|     1.953 (SWIFTJ1145.6-1819)|
|HE_1143m1810           |11 45 48.5|-18 26 28|2017-12-18 12:36:09|60302002004|archived |     20838|SCIENCE         |N03     |2020-08-19 14:53:58| 2019-01-03|         0|     2.069 (SWIFTJ1145.6-1819)|
|HE_1143m1810           |11 45 46.5|-18 26 27|2017-12-22 13:11:09|60302002008|archived |     20716|SCIENCE         |N03     |2020-08-19 12:59:16| 2019-01-03|         0|     1.638 (SWIFTJ1145.6-1819)|
|MCGp05m28m032          |11 48 46.0|+29 38 28|                   |60160455   |accepted |    -20000|                |EGS     |                   |           |          |     0.004 (SWIFTJ1148.7+2941)|
|RBS1037                |11 49 25.0|-04 15 33|2017-02-02 03:26:09|60061215002|archived |     40679|SCIENCE         |EGS     |2020-09-18 23:03:56| 2017-02-14|         0|     2.037 (SWIFTJ1149.3-0414)|
|SDSSJ114921d52p532013d4|11 49 24.1|+53 21 58|2016-01-20 01:36:08|60260009002|archived |     24886|SCIENCE         |ELS     |2020-10-03 12:56:54| 2016-01-28|         0|     1.785 (SWIFTJ1149.3+5307)|
|MCG_01_30_041          |11 52 31.2|-05 13 18|2017-06-14 04:21:09|60061216002|archived |     26904|SCIENCE         |EGS     |2020-09-01 09:22:39| 2017-06-23|         0|     1.959 (SWIFTJ1152.6-0512)|
|IC751                  |11 58 51.3|+42 35 41|2013-02-04 00:26:07|60061217004|archived |     52017|SCIENCE         |EGS     |2020-11-15 19:45:02| 2015-12-22|         0|     1.476 (SWIFTJ1158.9+4234)|
|IC751                  |11 59 02.4|+42 34 40|2014-11-28 06:01:07|60001148002|archived |     26285|SCIENCE         |X13     |2020-10-17 02:50:49| 2015-12-22|         0|     1.859 (SWIFTJ1158.9+4234)|
|IC751                  |11 58 58.0|+42 34 45|2014-11-30 06:26:07|60001148004|archived |     25742|SCIENCE         |X13     |2020-10-17 01:45:46| 2015-12-22|         0|     1.129 (SWIFTJ1158.9+4234)|
|IC751                  |11 58 45.2|+42 33 42|2013-05-23 05:36:07|60061217006|archived |     25049|SCIENCE         |EGS     |2020-11-12 10:02:11| 2015-12-22|         0|     1.455 (SWIFTJ1158.9+4234)|
|IC751                  |11 59 06.5|+42 33 48|2012-10-28 23:01:07|60061217002|archived |     13099|SCIENCE         |EGS     |2020-11-17 13:59:00| 2015-03-31|         0|     2.599 (SWIFTJ1158.9+4234)|
|IC751                  |11 58 57.8|+42 37 01|2013-02-03 23:41:07|60061217003|archived |       430|SCIENCE         |EGS     |2020-11-15 20:02:23| 2015-12-22|         0|     2.957 (SWIFTJ1158.9+4234)|
|IC751                  |11 59 04.7|+42 34 56|2014-11-30 05:46:07|60001148003|archived |       153|SCIENCE         |X13     |2020-10-17 01:59:18| 2015-12-22|         0|     2.346 (SWIFTJ1158.9+4234)|
|IC751                  |11 59 10.2|+42 35 01|2014-11-28 05:46:07|60001148001|archived |       128|SCIENCE         |X13     |2020-10-17 03:03:58| 2015-12-22|         0|     3.343 (SWIFTJ1158.9+4234)|
|CGCG041_020            |12 01 07.7|+06 49 58|2022-01-18 07:01:09|60061218002|archived |     18801|SCIENCE         |EGS     |2022-01-19 02:30:18| 2022-01-24|         1|     2.900 (SWIFTJ1200.8+0650)|
|Mrk1310                |12 01 07.9|-03 40 58|2016-06-17 12:51:08|60160465002|archived |     21131|SCIENCE         |EGS     |2020-09-28 18:12:43| 2016-07-06|         0|     1.642 (SWIFTJ1201.2-0341)|
|NGC_4070               |12 03 58.7|+20 23 13|2022-07-19 08:56:09|60864002002|archived |     20514|SCIENCE         |N08     |2022-07-20 07:15:38| 2023-01-25|         0|     8.413 (SWIFTJ1204.5+2019)|
|NGC4074                |12 04 29.7|+20 18 58|                   |60061220   |accepted |    -20000|                |EGS     |                   |           |          |     0.008 (SWIFTJ1204.5+2019)|
|UGC_7064               |12 04 49.8|+31 12 46|2021-01-27 02:56:09|60601035002|archived |     77311|SCIENCE         |N06     |2021-01-29 03:30:57| 2022-02-08|         0|     2.534 (SWIFTJ1204.9+3105)|
|Mrk0198                |12 08 59.0|+47 04 01|2022-04-29 01:01:09|60061223002|archived |     22214|SCIENCE         |EGS     |2022-04-30 01:35:39| 2022-05-09|         1|     2.626 (SWIFTJ1209.5+4702)|
|CGCG187m022            |12 12 59.4|+32 35 05|2020-06-15 00:01:09|60160481002|archived |     19513|SCIENCE         |EGS     |2020-06-16 09:24:25| 2020-06-19|         0|    2.213 (SWIFTJ1213.1+3239A)|
|ESO505_30              |12 17 03.3|-26 11 41|2018-01-28 17:41:09|60061226002|archived |     21670|SCIENCE         |EGS     |2020-08-18 15:07:35| 2018-02-15|         0|     1.644 (SWIFTJ1217.2-2611)|
|Mrk205                 |12 21 18.6|+75 17 41|2017-06-20 18:41:09|60160490002|archived |     20372|SCIENCE         |EGS     |2020-09-01 01:34:18| 2017-07-08|         0|     1.883 (SWIFTJ1222.4+7520)|
|Mrk205                 |12 21 28.7|+75 17 50|2017-06-20 18:06:09|60160490001|archived |       352|SCIENCE         |EGS     |2020-09-01 01:46:55| 2017-07-08|         0|     1.269 (SWIFTJ1222.4+7520)|
|Mrk50                  |12 23 12.0|+02 40 03|2022-06-27 13:56:09|60061227002|archived |     17423|SCIENCE         |EGS     |2022-06-30 14:08:29| 2022-07-11|         0|     3.116 (SWIFTJ1223.7+0238)|
|NGC_4500               |12 31 06.8|+57 56 05|2019-07-03 12:41:09|60510002002|archived |     55168|SCIENCE         |C20     |2020-07-24 07:59:08| 2020-08-13|         0|     2.724 (SWIFTJ1231.4+5758)|
|NGC4500                |12 31 21.1|+57 56 38|2015-08-30 19:26:08|60161497002|archived |     21015|SCIENCE         |EGS     |2020-10-07 20:30:35| 2015-09-14|         0|     1.257 (SWIFTJ1231.4+5758)|
|1RXSJ123212d3m421745   |12 32 12.1|-42 17 52|                   |60160500   |accepted |    -20000|                |EGS     |                   |           |          |     0.033 (SWIFTJ1232.0-4219)|
|2MASXJ12313717m4758019 |12 31 29.5|-47 57 55|2016-08-21 19:06:08|60160498002|archived |     19356|SCIENCE         |EGS     |2020-09-21 15:12:09| 2016-08-25|         0|     1.289 (SWIFTJ1232.0-4802)|
|IGRJ12391m1612         |12 39 13.4|-16 10 12|2016-01-15 07:06:08|60061232002|archived |     21353|SCIENCE         |EGS     |2020-10-03 15:08:47| 2016-01-22|         0|     1.811 (SWIFTJ1239.3-1611)|
|Mrk653                 |12 39 51.7|+34 58 30|                   |60160506   |accepted |    -20000|                |EGS     |                   |           |          |    0.002 (SWIFTJ1240.2+3457A)|
|ESO381mG007            |12 40 51.1|-33 36 21|2019-04-18 23:16:09|60160508002|archived |     21250|SCIENCE         |EGS     |2020-07-26 11:48:19| 2019-05-08|         0|     2.316 (SWIFTJ1240.9-3331)|
|KUG1238p278A           |12 40 46.4|+27 33 54|                   |60160509   |accepted |    -20000|                |EGS     |                   |           |          |     0.007 (SWIFTJ1240.9+2735)|
|2MASXJ12475784m5829599 |12 47 57.8|-58 30 00|                   |60160512   |accepted |    -20000|                |EGS     |                   |           |          |     0.001 (SWIFTJ1248.2-5828)|
|ESO323_G032            |12 53 29.9|-41 36 56|2020-02-12 03:01:09|60561045004|archived |     50157|SCIENCE         |N05     |2020-07-18 19:01:27| 2021-02-16|         0|     2.155 (SWIFTJ1253.5-4137)|
|ESO323_G032            |12 53 27.8|-41 36 47|2020-01-27 08:46:09|60561045002|archived |     47918|SCIENCE         |N05     |2020-07-20 01:33:21| 2021-02-16|         0|     1.951 (SWIFTJ1253.5-4137)|
|ESO323_G032            |12 53 28.3|-41 36 59|2020-01-27 08:01:09|60561045001|archived |       114|SCIENCE         |N05     |2020-07-20 01:51:08| 2021-02-16|         0|     1.886 (SWIFTJ1253.5-4137)|
|6dFJ1254564m265702     |12 54 48.2|-26 58 27|2017-06-25 17:31:09|60363001002|archived |     20296|SCIENCE         |ELS     |2020-08-30 09:21:15| 2017-06-30|         0|     2.302 (SWIFTJ1255.0-2657)|
|2MASSJ13000535p1632148 |13 00 05.4|+16 32 15|                   |60061235   |accepted |    -20000|                |EGS     |                   |           |          |     0.004 (SWIFTJ1300.1+1635)|
|Mrk783                 |13 02 58.8|+16 24 29|                   |60160519   |accepted |    -20000|                |EGS     |                   |           |          |     0.021 (SWIFTJ1302.9+1620)|
|NGC4939                |13 04 20.1|-10 19 10|2017-02-17 06:01:09|60002036002|archived |     22043|SCIENCE         |EGS     |2020-09-18 17:06:48| 2017-03-03|         0|     1.862 (SWIFTJ1304.3-1022)|
|ESO_323mG077           |13 06 34.7|-40 24 04|2017-01-04 13:06:09|60202021006|archived |     43403|SCIENCE         |N02     |2020-09-19 12:03:25| 2018-04-14|         0|    1.818 (SWIFTJ1306.4-4025A)|
|ESO_323mG077           |13 06 33.6|-40 24 16|2017-02-03 03:36:09|60202021008|archived |     43295|SCIENCE         |N02     |2020-09-18 22:35:04| 2018-04-14|         0|    1.558 (SWIFTJ1306.4-4025A)|
|ESO_323mG077           |13 06 34.8|-40 23 42|2016-12-20 12:11:08|60202021004|archived |     42531|SCIENCE         |N02     |2020-09-19 17:49:13| 2018-04-14|         0|    2.025 (SWIFTJ1306.4-4025A)|
|ESO_323mG077           |13 06 34.4|-40 23 41|2016-12-14 17:36:08|60202021002|archived |     39360|SCIENCE         |N02     |2020-09-19 19:27:38| 2018-04-18|         0|    1.984 (SWIFTJ1306.4-4025A)|
|ESO_323mG077           |13 06 33.0|-40 25 29|2017-03-31 03:16:09|60202021010|archived |     38231|SCIENCE         |N02     |2020-09-03 01:16:43| 2018-04-14|         1|    1.445 (SWIFTJ1306.4-4025A)|
|ESO323mG081            |13 07 02.6|-40 25 28|2016-08-11 07:51:08|60161526002|archived |     22311|SCIENCE         |EGS     |2020-09-21 21:21:49| 2016-08-18|         0|    6.975 (SWIFTJ1306.4-4025A)|
|2MASXJ13105723p0837387 |13 10 57.2|+08 37 38|                   |60160530   |accepted |    -20000|                |EGS     |                   |           |          |     0.006 (SWIFTJ1310.7+0834)|
|RBS1233                |13 13 05.8|-11 07 41|                   |60061240   |accepted |    -20000|                |EGS     |                   |           |          |     0.027 (SWIFTJ1313.1-1108)|
|IRAS13197m1627         |13 22 30.6|-16 43 14|2016-01-17 07:16:08|60101020002|archived |     78498|SCIENCE         |X14     |2020-10-03 13:56:25| 2017-02-03|         0|     1.539 (SWIFTJ1322.2-1641)|
|ESO383_18              |13 33 33.2|-34 00 35|2016-01-20 14:36:08|60261002002|archived |    106576|SCIENCE         |ELS     |2020-10-03 12:23:07| 2016-01-28|         1|     1.500 (SWIFTJ1333.5-3401)|
|ESO383_18              |13 33 14.4|-34 00 41|2014-09-11 01:31:07|60061243002|archived |     17342|SCIENCE         |EGS     |2020-10-18 14:30:02| 2015-09-17|         0|     2.429 (SWIFTJ1333.5-3401)|
|ESO383_18              |13 33 13.3|-34 00 47|2014-09-11 00:46:07|60061243001|archived |       408|SCIENCE         |EGS     |2020-10-18 14:43:41| 2015-09-17|         0|     2.651 (SWIFTJ1333.5-3401)|
|MCGm6m30m15            |13 36 02.0|-34 17 10|2013-01-30 00:11:07|60001047003|archived |    127219|SCIENCE         |AGN     |2020-11-15 21:31:31| 2014-05-07|         0|     1.801 (SWIFTJ1335.8-3416)|
|MCGm6m30m15            |13 36 02.7|-34 17 00|2013-02-02 10:51:07|60001047005|archived |     29643|SCIENCE         |AGN     |2020-11-15 20:46:05| 2014-05-07|         0|     1.992 (SWIFTJ1335.8-3416)|
|MCGm6m30m15            |13 36 01.7|-34 17 33|2013-01-29 11:16:07|60001047002|archived |     23267|SCIENCE         |AGN     |2020-11-15 22:06:00| 2014-05-07|         0|     1.654 (SWIFTJ1335.8-3416)|
|MCGm6m30m15            |13 36 04.7|-34 17 10|2013-02-02 10:31:07|60001047004|archived |        41|SCIENCE         |AGN     |2020-11-15 21:00:18| 2014-05-07|         0|     2.328 (SWIFTJ1335.8-3416)|
|MCGm6m30m15            |13 35 53.8|-34 17 44|                   |60902004   |accepted |   -100000|                |X22     |                   |           |          |     0.006 (SWIFTJ1335.8-3416)|
|NGC5252                |13 38 07.7|+04 33 19|2013-05-11 01:16:07|60061245002|archived |     19004|SCIENCE         |EGS     |2020-11-12 18:53:23| 2015-03-31|         1|     2.184 (SWIFTJ1338.2+0433)|
|Mrk268                 |13 40 57.5|+30 21 49|2020-07-12 05:56:09|60061246002|archived |     21750|SCIENCE         |EGS     |2020-07-13 03:28:48| 2020-07-17|         0|     3.073 (SWIFTJ1341.2+3023)|
|CGCG102m048            |13 44 15.7|+19 34 00|                   |60160553   |accepted |    -20000|                |EGS     |                   |           |          |     0.004 (SWIFTJ1344.7+1934)|
|2MASSiJ1346085p732053  |13 45 39.0|+73 20 24|2017-06-25 08:26:09|60160556002|archived |     17965|SCIENCE         |EGS     |2020-08-30 09:40:54| 2017-07-08|         0|     2.164 (SWIFTJ1347.1+7325)|
|2MASSiJ1346085p732053  |13 45 08.9|+73 22 04|2017-06-25 07:51:09|60160556001|archived |       506|SCIENCE         |EGS     |2020-08-31 22:21:54| 2017-07-08|         0|     4.427 (SWIFTJ1347.1+7325)|
|4U_1344m60             |13 47 21.8|-60 37 04|2016-09-17 09:16:08|60201041002|archived |     99457|SCIENCE         |N02     |2020-09-21 05:16:41| 2017-09-24|         0|     1.746 (SWIFTJ1347.4-6033)|
|LBQS1344p0233          |13 47 24.4|+02 18 43|                   |60464106   |accepted |    -20000|                |EGS     |                   |           |          |     7.875 (SWIFTJ1347.7+0212)|
|IC4329A                |13 49 06.7|-30 19 51|2012-08-12 16:06:07|60001045002|archived |    162390|SCIENCE         |AGN     |2020-11-19 06:05:39| 2013-11-25|         0|     2.997 (SWIFTJ1349.3-3018)|
|IC_4329A               |13 49 35.4|-30 16 48|2023-01-11 05:16:09|60701015002|processed|     82396|SCIENCE         |N07     |2023-01-15 01:29:03| 2024-01-23|         0|     3.913 (SWIFTJ1349.3-3018)|
|IC_4329A               |13 49 05.7|-30 19 06|2021-08-10 16:46:09|60702050002|archived |     20605|SCIENCE         |N07     |2021-08-12 01:49:42| 2022-08-30|         0|     2.975 (SWIFTJ1349.3-3018)|
|IC_4329A               |13 49 05.4|-30 19 30|2021-08-12 17:06:09|60702050004|archived |     20149|SCIENCE         |N07     |2021-08-14 13:06:40| 2022-08-30|         0|     3.126 (SWIFTJ1349.3-3018)|
|IC_4329A               |13 49 06.0|-30 19 42|2021-08-14 15:46:09|60702050006|archived |     19807|SCIENCE         |N07     |2021-08-16 07:56:23| 2022-08-30|         0|     3.069 (SWIFTJ1349.3-3018)|
|IC_4329A               |13 49 05.7|-30 19 22|2021-08-16 16:06:09|60702050008|archived |     18750|SCIENCE         |N07     |2021-08-18 02:50:54| 2022-08-30|         0|     3.039 (SWIFTJ1349.3-3018)|
|IC_4329A               |13 49 05.6|-30 19 31|2021-08-18 16:26:09|60702050010|archived |     18033|SCIENCE         |N07     |2021-08-20 01:32:40| 2022-08-30|         0|     3.093 (SWIFTJ1349.3-3018)|
|IC_4329A               |13 49 34.1|-30 17 31|2023-01-11 04:21:09|60701015001|processed|       242|SCIENCE         |N07     |2023-01-12 12:09:37| 2024-01-23|         0|     3.372 (SWIFTJ1349.3-3018)|
|UM614                  |13 49 55.4|+02 06 32|2015-03-31 20:31:07|60160560002|archived |     18200|SCIENCE         |EGS     |2020-10-13 13:08:44| 2015-09-17|         0|     1.896 (SWIFTJ1349.7+0209)|
|2MASXJ13553383p3520573 |13 55 33.8|+35 20 58|                   |60161566   |accepted |    -20000|                |EGS     |                   |           |          |     0.006 (SWIFTJ1355.6+3524)|
|Mrk463                 |13 56 11.6|+18 22 59|2014-01-01 22:31:07|60061249002|archived |     23852|SCIENCE         |EGS     |2020-10-30 13:15:05| 2015-03-31|         0|     2.169 (SWIFTJ1355.9+1822)|
|Mrk464                 |13 55 53.5|+38 34 29|                   |60160567   |accepted |    -20000|                |EGS     |                   |           |          |     0.002 (SWIFTJ1356.1+3832)|
|Circinus_ULX5          |14 12 45.2|-65 19 39|2020-11-26 05:51:09|80601502001|archived |    106116|SCIENCE         |N06     |2020-11-30 01:54:35| 2021-06-05|         0|     2.672 (SWIFTJ1412.9-6522)|
|Circinus_galaxy        |14 13 33.3|-65 19 14|2013-01-25 03:51:07|60002039002|archived |     53873|SCIENCE         |OAGN    |2020-11-16 00:55:54| 2014-02-06|         0|     2.681 (SWIFTJ1412.9-6522)|
|Circinus_ULX5          |14 12 24.5|-65 23 43|2016-08-23 06:41:08|90201034002|archived |     49806|SCIENCE         |TOO     |2020-09-21 14:24:28| 2017-02-27|         1|     5.814 (SWIFTJ1412.9-6522)|
|Circinus_XMM2          |14 12 56.3|-65 22 57|2013-02-03 03:01:07|30002038004|archived |     40263|SCIENCE         |ULX     |2020-11-15 20:11:29| 2014-02-06|         0|     2.968 (SWIFTJ1412.9-6522)|
|Circinus_XMM2          |14 12 55.6|-65 23 05|2013-02-05 05:06:07|30002038006|archived |     36193|SCIENCE         |ULX     |2020-11-15 19:21:27| 2014-02-06|         0|     3.113 (SWIFTJ1412.9-6522)|
|Circinus_XMM2          |14 13 04.4|-65 23 12|2013-02-02 01:01:07|30002038002|archived |     18338|SCIENCE         |ULX     |2020-11-15 21:08:23| 2014-02-06|         0|     2.912 (SWIFTJ1412.9-6522)|
|Circinus_XMM2          |14 12 40.7|-65 24 43|2013-02-03 02:41:07|30002038003|archived |       188|SCIENCE         |ULX     |2020-11-15 20:37:30| 2014-02-06|         0|     5.330 (SWIFTJ1412.9-6522)|
|Circinus_XMM2          |14 12 45.2|-65 23 37|2013-02-05 04:21:07|30002038005|archived |        89|SCIENCE         |ULX     |2020-11-15 19:35:30| 2014-02-06|         0|     4.160 (SWIFTJ1412.9-6522)|
|Circinus_XMM2          |14 12 36.2|-65 25 00|2013-02-02 00:41:07|30002038001|archived |         0|SLEW            |ULX     |2020-11-15 21:19:48| 2014-02-06|         0|     5.842 (SWIFTJ1412.9-6522)|
|2MASXJ14165001m1158577 |14 16 50.0|-11 58 58|                   |60161574   |accepted |    -20000|                |EGS     |                   |           |          |     0.003 (SWIFTJ1416.9-1158)|
|IGRJ14175m4641         |14 17 18.4|-46 40 56|2020-03-25 14:31:09|60061252002|archived |     23600|SCIENCE         |EGS     |2020-09-11 19:15:20| 2020-04-17|         0|     2.635 (SWIFTJ1416.9-4640)|
