Results from heasarc_chanmaster: Chandra Observations
Coordinate system:  Equatorial
|obsid|status     |name                                  |ra         |dec        |time               |detector|grating|exposure|type|pi              |public_date|_Search_Offset             |
|22620|archived   |NGC 6860                              |20 08 46.89|-61 05 59.8|2020-12-01 07:32:29|ACIS-S  |HETG   |   25080|GO  |Mehdipour       | 2022-07-08|  0.000 (SWIFTJ2009.0-6103)|
|24877|archived   |NGC 6860                              |20 08 46.89|-61 05 59.8|2020-12-01 21:28:47|ACIS-S  |HETG   |   25080|GO  |Mehdipour       | 2022-07-08|  0.000 (SWIFTJ2009.0-6103)|
|22621|archived   |NGC 6860                              |20 08 46.89|-61 05 59.8|2019-12-09 07:51:51|ACIS-S  |HETG   |   17110|GO  |Mehdipour       | 2022-07-08|  0.000 (SWIFTJ2009.0-6103)|
|23814|archived   |ESO234-G050                           |20 35 57.87|-50 11 32.2|2021-03-14 04:41:45|ACIS-S  |NONE   |   20060|GO  |Elvis           | 2022-03-15|  0.000 (SWIFTJ2035.6-5013)|
| 4000|archived   |4C 74.26                              |20 42 37.20|+75 08 02.5|2003-10-06 05:49:47|ACIS-S  |HETG   |   37660|GO  |Kaspi           | 2004-10-21|  0.007 (SWIFTJ2042.3+7507)|
| 5195|archived   |4C 74.26                              |20 42 37.20|+75 08 02.5|2003-10-08 01:14:30|ACIS-S  |HETG   |   31870|GO  |Kaspi           | 2004-10-21|  0.007 (SWIFTJ2042.3+7507)|
| 9231|archived   |4C 74.26 Southern Hotspot             |20 42 58.70|+75 03 13.0|2008-01-06 15:14:08|ACIS-S  |NONE   |   24090|GO  |Erlund          | 2009-01-28|  5.016 (SWIFTJ2042.3+7507)|
| 9800|archived   |4C 74.26 Southern Hotspot             |20 42 58.70|+75 03 13.0|2008-01-25 05:10:11|ACIS-S  |NONE   |   13030|GO  |Erlund          | 2009-01-28|  5.016 (SWIFTJ2042.3+7507)|
| 9809|archived   |4C 74.26 Southern Hotspot             |20 42 58.70|+75 03 13.0|2008-01-22 11:38:09|ACIS-S  |NONE   |   12120|GO  |Erlund          | 2009-01-28|  5.016 (SWIFTJ2042.3+7507)|
|13864|archived   |Mrk 509                               |20 44 09.80|-10 43 24.4|2012-09-04 12:18:41|ACIS-S  |HETG   |  172840|GO  |Kaastra         | 2013-09-11|  0.013 (SWIFTJ2044.2-1045)|
|11387|archived   |Mrk 509                               |20 44 09.80|-10 43 24.7|2009-12-10 04:53:51|HRC-S   |LETG   |  132970|GO  |Kaastra         | 2010-12-17|  0.012 (SWIFTJ2044.2-1045)|
|13865|archived   |Mrk 509                               |20 44 09.80|-10 43 24.4|2012-09-07 08:18:16|ACIS-S  |HETG   |  100750|GO  |Kaastra         | 2013-09-11|  0.013 (SWIFTJ2044.2-1045)|
| 2087|archived   |MKN 509                               |20 44 09.80|-10 43 24.3|2001-04-13 08:00:27|ACIS-S  |HETG   |   58690|GO  |Yaqoob          | 2002-04-24|  0.014 (SWIFTJ2044.2-1045)|
|11388|archived   |Mrk 509                               |20 44 09.80|-10 43 24.7|2009-12-12 22:32:24|HRC-S   |LETG   |   49370|GO  |Kaastra         | 2010-12-17|  0.012 (SWIFTJ2044.2-1045)|
| 4901|archived   |H2106-099                             |21 09 09.84|-09 40 16.5|2003-12-21 03:13:20|HRC-S   |LETG   |  101140|GO  |Elvis           | 2004-12-30|  0.043 (SWIFTJ2109.1-0942)|
| 7881|archived   |3C 433                                |21 23 44.50|+25 04 11.8|2007-08-28 14:29:41|ACIS-S  |NONE   |   38190|GO  |MILLER          | 2008-08-29|  0.265 (SWIFTJ2123.6+2506)|
| 6574|archived   |1RXS J212746.7+565606                 |21 27 46.70|+56 56 06.0|2006-05-23 11:53:51|ACIS-S  |NONE   |    3150|GTO |Mendez          | 2007-05-24|  0.514 (SWIFTJ2127.4+5654)|
|23716|archived   |WISEAJ213202.20-334253.8              |21 32 02.16|-33 42 54.1|2021-05-17 16:22:37|ACIS-S  |NONE   |    2070|GO  |Foord           | 2022-05-18|  0.010 (SWIFTJ2132.0-3343)|
| 1626|archived   |PKS 2135-14                           |21 37 45.20|-14 32 55.4|2001-10-07 14:40:59|ACIS-S  |NONE   |   15130|GTO |Wilson          | 2002-10-15|  0.005 (SWIFTJ2137.8-1433)|
| 2188|archived   |NGC 7130                              |21 48 19.20|-34 57 03.8|2001-10-23 13:28:24|ACIS-S  |NONE   |   39520|GO  |Levenson        | 2002-10-29|  0.071 (SWIFTJ2148.3-3454)|
|25094|archived   |SWIFT J2150.2-1855                    |21 50 12.36|-18 53 52.8|2021-07-20 12:10:32|ACIS-I  |NONE   |   10080|CCT |Koss            | 2021-07-21|  6.469 (SWIFTJ2150.2-1855)|
| 7726|archived   |IGR J21343+4738                       |21 34 29.30|+47 37 01.2|2006-12-18 09:43:45|ACIS-S  |NONE   |    3420|GTO |Murray          | 2007-12-27| 16.713 (SWIFTJ2156.1+4728)|
|21668|archived   |NGC7212                               |22 07 01.30|+10 13 52.0|2018-08-11 20:11:00|ACIS-S  |NONE   |   52080|GO  |Fabbiano        | 2019-09-12|  0.224 (SWIFTJ2207.3+1013)|
|20372|archived   |NGC7212                               |22 07 01.30|+10 13 52.0|2018-08-08 06:47:35|ACIS-S  |NONE   |   50070|GO  |Fabbiano        | 2019-09-12|  0.224 (SWIFTJ2207.3+1013)|
|21672|archived   |NGC7212                               |22 07 01.30|+10 13 52.0|2018-09-07 11:56:12|ACIS-S  |NONE   |   27570|GO  |Fabbiano        | 2019-09-12|  0.224 (SWIFTJ2207.3+1013)|
| 4078|archived   |NGC 7212                              |22 07 02.10|+10 14 00.6|2003-07-22 17:38:33|ACIS-S  |NONE   |   20150|GO  |kraemer         | 2004-07-29|  0.028 (SWIFTJ2207.3+1013)|
|25684|archived   |2MASXJ22140917-2557487                |22 14 09.18|-25 57 49.4|2021-08-17 14:12:51|ACIS-S  |NONE   |   11090|CCT |Koss            | 2021-08-18|  0.003 (SWIFTJ2214.2-2557)|
|25261|archived   |MCG+2-57-2                            |22 23 45.02|+11 50 09.1|2021-11-21 18:32:27|ACIS-S  |NONE   |   10060|GO  |Silver          | 2022-11-22|  0.001 (SWIFTJ2223.8+1143)|
|13305|archived   |3C445                                 |22 23 49.50|-02 06 13.0|2011-08-02 03:38:46|ACIS-S  |HETG   |  166220|GTO |Canizares       | 2012-08-05|  0.010 (SWIFTJ2223.9-0207)|
|13306|archived   |3C445                                 |22 23 49.50|-02 06 13.0|2011-07-25 07:30:04|ACIS-S  |HETG   |  159190|GTO |Canizares       | 2012-08-05|  0.010 (SWIFTJ2223.9-0207)|
|10405|archived   |3C 445                                |22 23 49.60|-02 06 12.0|2009-10-02 22:42:12|ACIS-S  |LETG   |   83440|GO  |Sambruna        | 2010-10-05|  0.021 (SWIFTJ2223.9-0207)|
|13307|archived   |3C445                                 |22 23 49.50|-02 06 13.0|2011-07-27 20:55:11|ACIS-S  |HETG   |   80180|GTO |Canizares       | 2012-08-05|  0.010 (SWIFTJ2223.9-0207)|
|12000|archived   |3C 445                                |22 23 49.60|-02 06 12.0|2009-09-29 12:31:26|ACIS-S  |LETG   |   73720|GO  |Sambruna        | 2010-10-05|  0.021 (SWIFTJ2223.9-0207)|
|22842|archived   |3C445 South                           |22 23 52.70|-02 10 43.2|2019-09-12 02:14:59|ACIS-S  |NONE   |   55080|GO  |Migliori        | 2020-09-13|  4.574 (SWIFTJ2223.9-0207)|
| 7869|archived   |3C 445                                |22 23 51.50|-02 09 20.0|2007-10-18 00:20:19|ACIS-S  |NONE   |   46200|GO  |Georganopoulos  | 2008-10-22|  3.157 (SWIFTJ2223.9-0207)|
|21507|archived   |3C445 South                           |22 23 52.70|-02 10 43.2|2019-12-31 17:26:11|ACIS-S  |NONE   |   45110|GO  |Migliori        | 2021-01-03|  4.574 (SWIFTJ2223.9-0207)|
|23113|archived   |3C445 South                           |22 23 52.70|-02 10 43.2|2020-01-01 20:04:30|ACIS-S  |NONE   |   44240|GO  |Migliori        | 2021-01-03|  4.574 (SWIFTJ2223.9-0207)|
|10406|archived   |3C 445                                |22 23 49.60|-02 06 12.0|2009-09-25 08:54:03|ACIS-S  |LETG   |   43950|GO  |Sambruna        | 2010-10-05|  0.021 (SWIFTJ2223.9-0207)|
|21506|archived   |3C445 South                           |22 23 52.70|-02 10 43.2|2019-09-09 10:02:15|ACIS-S  |NONE   |   31080|GO  |Migliori        | 2020-09-13|  4.574 (SWIFTJ2223.9-0207)|
|14194|archived   |3C445                                 |22 23 49.50|-02 06 13.0|2011-08-09 10:03:51|ACIS-S  |HETG   |   14410|GTO |Canizares       | 2012-08-05|  0.010 (SWIFTJ2223.9-0207)|
|27342|archived   |3C445                                 |22 23 48.39|-02 01 27.4|2022-09-10 23:43:24|ACIS-S  |NONE   |   10080|CCT |Alexander       | 2022-09-11|  4.766 (SWIFTJ2223.9-0207)|
| 7367|archived   |XMMU J2235.3-2557                     |22 35 20.60|-25 57 42.0|2006-07-11 22:06:56|ACIS-S  |NONE   |   80660|GO  |Mullis          | 2007-09-11| 18.434 (SWIFTJ2234.8-2542)|
| 6975|archived   |XMMU J2235.3-2557                     |22 35 20.60|-25 57 42.0|2006-07-10 21:17:32|ACIS-S  |NONE   |   45040|GO  |Mullis          | 2007-09-11| 18.434 (SWIFTJ2234.8-2542)|
| 7368|archived   |XMMU J2235.3-2557                     |22 35 20.60|-25 57 42.0|2006-07-15 02:18:47|ACIS-S  |NONE   |   33280|GO  |Mullis          | 2007-09-11| 18.434 (SWIFTJ2234.8-2542)|
| 6976|archived   |XMMU J2235.3-2557                     |22 35 20.60|-25 57 42.0|2006-09-10 11:44:57|ACIS-S  |NONE   |   24640|GO  |Mullis          | 2007-09-11| 18.434 (SWIFTJ2234.8-2542)|
| 7404|archived   |XMMU J2235.3-2557                     |22 35 20.60|-25 57 42.0|2006-09-15 09:54:42|ACIS-S  |NONE   |   15190|GO  |Mullis          | 2007-09-11| 18.434 (SWIFTJ2234.8-2542)|
|18079|archived   |ESO 533-50                            |22 34 49.80|-25 40 37.0|2016-05-22 04:05:44|ACIS-S  |NONE   |    9930|GO  |Ajello          | 2017-05-23|  0.005 (SWIFTJ2234.8-2542)|
|14050|archived   |2dFGRS TGS593Z215                     |22 42 24.00|-37 06 00.0|2012-06-07 03:01:32|ACIS-I  |NONE   |    5090|GO  |Ajello          | 2013-06-07|  5.456 (SWIFTJ2242.4-3711)|
|23110|archived   |RBS1897                               |22 48 41.18|-51 09 53.3|2019-12-25 22:39:21|ACIS-S  |NONE   |   10070|CCT |Koss            | 2019-12-26|  0.328 (SWIFTJ2248.7-5109)|
|25985|archived   |UGC12237                              |22 54 19.67|+11 46 57.3|2021-09-11 01:58:55|ACIS-S  |NONE   |   10090|CCT |Koss            | 2021-09-12| 0.007 (SWIFTJ2254.2+1147A)|
|12248|archived   |A2507                                 |22 56 57.12|+05 32 49.2|2010-10-19 13:19:32|ACIS-I  |NONE   |   34040|GO  |Maughan         | 2011-10-20|  9.122 (SWIFTJ2256.5+0526)|
|23729|archived   |KAZ320                                |22 59 32.90|+24 55 05.6|2020-10-03 02:37:36|ACIS-S  |NONE   |    2070|GO  |Foord           | 2021-10-04|  0.007 (SWIFTJ2259.7+2458)|
|14904|archived   |NGC7465                               |23 02 00.90|+15 57 53.3|2013-08-22 13:53:23|ACIS-S  |NONE   |   30060|GO  |Canning         | 2014-08-23|  0.015 (SWIFTJ2302.1+1557)|
| 4025|archived   |NGC7465                               |23 02 00.90|+15 57 53.0|2003-07-29 14:10:48|ACIS-S  |NONE   |    5060|GO  |Satyapal        | 2004-08-07|  0.015 (SWIFTJ2302.1+1557)|
|26118|archived   |RHS61                                 |23 25 54.25|+21 53 13.9|2021-09-05 01:51:10|ACIS-S  |NONE   |   11060|CCT |Koss            | 2021-09-06|  0.000 (SWIFTJ2325.6+2157)|
|26138|archived   |LEDA3092070                           |23 43 59.56|+05 38 23.6|2021-09-29 02:31:23|ACIS-S  |NONE   |    9960|CCT |Koss            | 2021-09-29|  0.001 (SWIFTJ2343.9+0537)|
|19581|archived   |Phoenix Cluster                       |23 44 42.00|-42 42 52.6|2017-08-23 19:10:53|ACIS-I  |NONE   |   90070|GO  |McDonald        | 2019-01-26|  0.487 (SWIFTJ2344.6-4246)|
|20635|archived   |Phoenix Cluster                       |23 44 42.00|-42 42 52.6|2017-08-31 17:57:52|ACIS-I  |NONE   |   75200|GO  |McDonald        | 2019-01-26|  0.487 (SWIFTJ2344.6-4246)|
|20634|archived   |Phoenix Cluster                       |23 44 42.00|-42 42 52.6|2017-08-29 10:45:58|ACIS-I  |NONE   |   71530|GO  |McDonald        | 2019-01-26|  0.487 (SWIFTJ2344.6-4246)|
|16545|archived   |SPT-CLJ2344-4243                      |23 44 42.00|-42 42 52.6|2014-08-20 10:28:28|ACIS-I  |NONE   |   60080|GTO |Garmire         | 2015-08-21|  0.487 (SWIFTJ2344.6-4246)|
|16135|archived   |SPT-CLJ2344-4243                      |23 44 42.00|-42 42 52.6|2014-08-18 04:11:12|ACIS-I  |NONE   |   58880|GO  |McDonald        | 2015-08-19|  0.487 (SWIFTJ2344.6-4246)|
|20631|archived   |Phoenix Cluster                       |23 44 42.00|-42 42 52.6|2017-08-27 11:53:30|ACIS-I  |NONE   |   51080|GO  |McDonald        | 2019-01-26|  0.487 (SWIFTJ2344.6-4246)|
|27399|unobserved |SPT-CLJ2344-4243                      |23 44 43.96|-42 43 12.4|                   |ACIS-S  |NONE   |   50000|GTO |Garmire         |           |  0.009 (SWIFTJ2344.6-4246)|
|20797|archived   |SPT-CLJ2344-4242                      |23 44 42.00|-42 42 52.6|2018-01-25 09:38:08|ACIS-I  |NONE   |   44070|GO  |McDonald        | 2019-01-26|  0.487 (SWIFTJ2344.6-4246)|
|20630|archived   |Phoenix Cluster                       |23 44 42.00|-42 42 52.6|2017-08-21 17:50:22|ACIS-I  |NONE   |   39070|GO  |McDonald        | 2019-01-26|  0.487 (SWIFTJ2344.6-4246)|
|19583|archived   |Phoenix Cluster                       |23 44 42.00|-42 42 52.6|2017-09-14 06:56:16|ACIS-I  |NONE   |   25070|GO  |McDonald        | 2019-01-26|  0.487 (SWIFTJ2344.6-4246)|
|20636|archived   |Phoenix Cluster                       |23 44 42.00|-42 42 52.6|2017-09-04 02:09:47|ACIS-I  |NONE   |   21580|GO  |McDonald        | 2019-01-26|  0.487 (SWIFTJ2344.6-4246)|
|13401|archived   |SWXCS J234444-4243.1                  |23 44 42.00|-42 42 52.6|2011-09-19 15:48:44|ACIS-I  |NONE   |   12060|GTO |Garmire         | 2012-09-20|  0.487 (SWIFTJ2344.6-4246)|
|19582|archived   |Phoenix Cluster                       |23 44 42.00|-42 42 52.6|2017-08-28 09:12:41|ACIS-I  |NONE   |   10100|GO  |McDonald        | 2019-01-26|  0.487 (SWIFTJ2344.6-4246)|
| 7727|archived   |IGR J23523+5844                       |23 52 21.10|+58 44 06.0|2007-01-14 19:06:19|ACIS-S  |NONE   |    3260|GTO |Murray          | 2008-01-16|  1.422 (SWIFTJ2352.2+5845)|
