Results from heasarc_xmmmaster: XMM-Newton Master Log & Public Archive
Coordinate system:  Equatorial
|obsid     |status   |name                |ra         |dec        |time               |duration|pi_lname            |pi_fname      |public_date|data_in_heasarc|_Search_Offset             |
|0655380101|archived |NGC3822             |11 42 11.09|+10 16 40.0|2010-06-01 21:20:27|   13917|Laird               |Elise         | 2011-06-22|Y              |  0.002 (SWIFTJ1142.2+1021)|
|0312191601|archived |UGC 6728 SWIFT      |11 45 16.45|+79 40 51.7|2006-02-23 18:11:39|   11855|Schartel (DDT)      |Norbert       | 2007-04-12|Y              |  0.036 (SWIFTJ1143.7+7942)|
|0795580201|archived |HE 1143-1810        |11 45 40.50|-18 27 15.0|2017-12-18 14:09:29|   29601|Bianchi             |Stefano       | 2019-01-29|Y              |  0.008 (SWIFTJ1145.6-1819)|
|0795580501|archived |HE 1143-1810        |11 45 40.50|-18 27 15.0|2017-12-24 13:28:57|   30400|Bianchi             |Stefano       | 2019-01-29|Y              |  0.008 (SWIFTJ1145.6-1819)|
|0795580301|archived |HE 1143-1810        |11 45 40.50|-18 27 15.0|2017-12-20 13:42:24|   30600|Bianchi             |Stefano       | 2019-01-29|Y              |  0.008 (SWIFTJ1145.6-1819)|
|0795580401|archived |HE 1143-1810        |11 45 40.50|-18 27 15.0|2017-12-22 14:04:53|   28800|Bianchi             |Stefano       | 2019-01-29|Y              |  0.008 (SWIFTJ1145.6-1819)|
|0795580101|archived |HE 1143-1810        |11 45 40.50|-18 27 15.0|2017-12-16 13:04:39|   33900|Bianchi             |Stefano       | 2019-01-29|Y              |  0.008 (SWIFTJ1145.6-1819)|
|0201130201|archived |HE 1143-1810        |11 45 40.50|-18 27 16.0|2004-06-08 23:18:58|   34082|Santos-Lleo         |Maria         | 2005-07-03|Y              |  0.019 (SWIFTJ1145.6-1819)|
|0744040401|archived |IC 751              |11 58 52.57|+42 34 13.2|2014-11-30 13:11:46|   24000|Bauer               |Franz         | 2015-12-22|Y              |  0.005 (SWIFTJ1158.9+4234)|
|0744040301|archived |IC 751              |11 58 52.57|+42 34 13.2|2014-11-28 13:20:42|   25000|Bauer               |Franz         | 2015-12-22|Y              |  0.005 (SWIFTJ1158.9+4234)|
|0312191701|archived |CGCG 041-020 SWIFT  |12 00 57.92|+06 48 23.1|2006-06-26 22:00:22|   12910|Schartel (DDT)      |Norbert       | 2007-07-24|Y              |  0.005 (SWIFTJ1200.8+0650)|
|0831790501|archived |Mrk 1310            |12 01 14.38|-03 40 41.1|2019-01-04 05:28:46|   27400|SCHARTEL (PS)       |NORBERT       | 2019-07-09|Y              |  0.006 (SWIFTJ1201.2-0341)|
|0723100301|archived |Mrk 1310            |12 01 14.27|-03 40 41.0|2013-12-09 09:40:31|   63400|Kelly               |Brandon       | 2015-01-08|Y              |  0.021 (SWIFTJ1201.2-0341)|
|0693050601|archived |PG 1159-034         |12 01 45.98|-03 45 40.6|2012-12-12 00:42:21|   10416|Chu                 |You-Hua       | 2014-01-14|Y              |  9.338 (SWIFTJ1201.2-0341)|
|0674660201|archived |SLJ1201.7-0331      |12 01 50.02|-03 31 27.0|2012-01-06 16:32:51|   26912|Giles               |Paul          | 2013-02-03|Y              | 12.823 (SWIFTJ1201.2-0341)|
|0674660301|archived |SLJ1201.7-0331      |12 01 50.02|-03 31 27.0|2012-01-06 14:35:14|    5926|Giles               |Paul          | 2013-02-03|Y              | 12.823 (SWIFTJ1201.2-0341)|
|0056022101|archived |RX J1200.8-0328     |12 00 47.99|-03 27 51.0|2001-12-11 18:05:08|    4318|Arnaud              |Monique       | 2003-01-11|Y              | 14.421 (SWIFTJ1201.2-0341)|
|0056020701|archived |RX J1200.8-0328     |12 00 47.99|-03 27 51.0|2001-12-11 19:23:52|   29965|Arnaud              |Monique       | 2003-01-11|Y              | 14.421 (SWIFTJ1201.2-0341)|
|0112270201|observed |N79-299A            |12 04 10.00|+20 13 18.0|2002-06-20 00:54:11|        |                    |              |           |N              |  7.315 (SWIFTJ1204.5+2019)|
|0112271001|archived |N79-299A            |12 04 09.98|+20 13 18.0|2003-06-09 21:19:44|    9919|Turner              |Martin        | 2004-07-19|Y              |  7.317 (SWIFTJ1204.5+2019)|
|0112270601|archived |N79-299A            |12 04 09.98|+20 13 18.0|2003-01-02 21:08:50|   12425|Turner              |Martin        | 2004-07-19|Y              |  7.317 (SWIFTJ1204.5+2019)|
|0112271101|archived |N79-299A            |12 04 09.98|+20 13 18.0|2003-06-30 00:43:38|   11913|Turner              |Martin        | 2004-07-19|Y              |  7.317 (SWIFTJ1204.5+2019)|
|0601780601|archived |UGC 7064            |12 04 43.36|+31 10 38.2|2009-12-26 19:54:34|   39512|Brandt              |William       | 2011-01-26|Y              |  0.007 (SWIFTJ1204.9+3105)|
|0601780801|archived |Mrk 198             |12 09 14.11|+47 03 29.7|2009-11-07 02:58:06|   26918|Brandt              |William       | 2010-11-26|Y              |  0.006 (SWIFTJ1209.5+4702)|
|0401240601|archived |Mkn 205             |12 21 43.99|+75 18 38.0|2006-10-23 11:20:59|    7529|George              |Ian           | 2007-11-27|Y              |  0.007 (SWIFTJ1222.4+7520)|
|0401240301|archived |Mkn 205             |12 21 43.99|+75 18 38.0|2006-10-20 18:00:41|   58955|George              |Ian           | 2007-11-27|Y              |  0.007 (SWIFTJ1222.4+7520)|
|0401240501|archived |Mkn 205             |12 21 43.99|+75 18 38.0|2006-10-22 17:56:43|   59312|George              |Ian           | 2007-11-27|Y              |  0.007 (SWIFTJ1222.4+7520)|
|0401240401|archived |Mkn 205             |12 21 43.99|+75 18 38.0|2006-10-21 11:23:05|    7930|George              |Ian           | 2007-11-27|Y              |  0.007 (SWIFTJ1222.4+7520)|
|0401240201|archived |Mkn 205             |12 21 43.99|+75 18 38.0|2006-10-18 18:13:28|   32916|George              |Ian           | 2007-11-27|Y              |  0.007 (SWIFTJ1222.4+7520)|
|0124110101|archived |Mkn205              |12 21 43.99|+75 18 37.0|2000-05-07 02:06:19|   66270|Jansen XMM-Newton PS|Fred          | 2001-10-08|Y              |  0.021 (SWIFTJ1222.4+7520)|
|0124300101|archived |Mkn205              |12 21 43.99|+75 18 37.0|2000-05-06 20:21:39|   13521|Jansen XMM-Newton PS|Fred          | 2001-10-29|Y              |  0.021 (SWIFTJ1222.4+7520)|
|0650592201|archived |MKN50               |12 23 24.14|+02 40 44.8|2010-12-09 16:47:30|    5427|Bassani             |Loredana      | 2012-01-17|Y              |  0.006 (SWIFTJ1223.7+0238)|
|0650590401|archived |MKN50               |12 23 24.14|+02 40 44.8|2010-12-09 18:37:44|   22915|Bassani             |Loredana      | 2012-01-17|Y              |  0.006 (SWIFTJ1223.7+0238)|
|0601781001|archived |Mrk 50              |12 23 24.14|+02 40 44.8|2009-07-09 21:51:15|   11910|Brandt              |William       | 2010-07-29|Y              |  0.007 (SWIFTJ1223.7+0238)|
|0670390301|archived |Leda 170194         |12 39 06.23|-16 10 48.0|2012-01-21 00:15:57|   16916|Bassani             |Loredana      | 2013-02-14|Y              |  0.018 (SWIFTJ1239.3-1611)|
|0852180801|archived |ESO 323-G032        |12 53 20.29|-41 38 08.3|2020-01-27 08:28:14|   35900|Marchesi            |Stefano       | 2021-02-23|Y              |  0.003 (SWIFTJ1253.5-4137)|
|0852181201|archived |ESO 323-G032        |12 53 20.29|-41 38 08.3|2020-02-12 05:35:27|   42500|Marchesi            |Stefano       | 2021-02-23|Y              |  0.003 (SWIFTJ1253.5-4137)|
|0802200101|archived |6dF J1254564-265702 |12 54 56.34|-26 57 02.1|2017-06-25 02:45:56|   26900|Koss                |Michael       | 2018-07-13|Y              |  0.003 (SWIFTJ1255.0-2657)|
|0149170701|archived |2MASSI130005+1632   |13 00 05.40|+16 32 14.8|2003-07-14 15:12:48|    6445|Wilkes              |Belinda       | 2004-09-05|Y              |  0.013 (SWIFTJ1300.1+1635)|
|0032141201|archived |1saxj1305.2-1020    |13 05 13.20|-10 20 59.0|2002-01-03 14:28:58|   15866|Fiore               |Fabrizio      | 2003-01-31|Y              | 14.492 (SWIFTJ1304.3-1022)|
|0300240501|archived |ESO 323-G077        |13 06 26.14|-40 24 52.5|2006-02-07 12:13:27|   28848|Jimenez-Bailon      |Elena         | 2007-02-28|Y              | 0.003 (SWIFTJ1306.4-4025A)|
|0694170101|archived |ESO 323-G77         |13 06 26.10|-40 24 52.0|2013-01-17 13:19:11|  132554|Miniutti            |Giovanni      | 2014-02-06|Y              | 0.011 (SWIFTJ1306.4-4025A)|
|0694170201|archived |ESO 323-G77         |13 06 26.10|-40 24 52.0|2013-01-17 12:11:52|    2912|Miniutti            |Giovanni      | 2014-02-06|Y              | 0.011 (SWIFTJ1306.4-4025A)|
|0801891601|archived |PG 1310-108         |13 13 05.77|-11 07 42.4|2018-01-24 05:18:01|   21000|Kaspi               |Shai          | 2019-02-11|Y              |  0.002 (SWIFTJ1313.1-1108)|
|0206580101|archived |IRAS13197-1627      |13 22 24.46|-16 43 42.9|2005-01-24 00:51:23|   44913|DADINA              |MAURO         | 2006-02-18|Y              |  0.007 (SWIFTJ1322.2-1641)|
|0763220201|archived |IRAS 13197-1627     |13 22 24.38|-16 43 42.0|2016-01-17 07:34:42|  142500|Walton              |Dominic       | 2017-02-03|Y              |  0.020 (SWIFTJ1322.2-1641)|
|0506340101|archived |XMMUJ132218.3-164247|13 22 18.37|-16 42 47.2|2008-01-24 02:37:27|   91913|Miniutti            |Giovanni      | 2009-02-12|Y              |  1.724 (SWIFTJ1322.2-1641)|
|0307000901|archived |ESO 383-G18         |13 33 26.10|-34 00 53.2|2006-01-10 02:26:21|   16147|Gelbord             |Jonathan      | 2007-02-05|Y              |  0.002 (SWIFTJ1333.5-3401)|
|0693781301|archived |MCG-6-30-15         |13 35 53.81|-34 17 44.0|2013-01-31 12:00:44|  134214|Matt                |Giorgio       | 2014-02-22|Y              |  0.008 (SWIFTJ1335.8-3416)|
|0693781401|archived |MCG-6-30-15         |13 35 53.81|-34 17 44.0|2013-02-02 12:02:18|   48918|Matt                |Giorgio       | 2014-02-22|Y              |  0.008 (SWIFTJ1335.8-3416)|
|0693782001|archived |MCG-6-30-15         |13 35 53.81|-34 17 44.0|2013-01-29 11:15:54|    1832|Matt                |Giorgio       | 2014-02-22|Y              |  0.008 (SWIFTJ1335.8-3416)|
|0693782201|archived |MCG-6-30-15         |13 35 53.81|-34 17 44.0|2013-02-02 11:09:41|    1833|Matt                |Giorgio       | 2014-02-22|Y              |  0.008 (SWIFTJ1335.8-3416)|
|0693782101|archived |MCG-6-30-15         |13 35 53.81|-34 17 44.0|2013-01-31 11:08:07|    1833|Matt                |Giorgio       | 2014-02-22|Y              |  0.008 (SWIFTJ1335.8-3416)|
|0693781201|archived |MCG-6-30-15         |13 35 53.81|-34 17 44.0|2013-01-29 12:08:34|  134214|Matt                |Giorgio       | 2014-02-22|Y              |  0.008 (SWIFTJ1335.8-3416)|
|0029741001|archived |MCG--6-30-15        |13 35 53.70|-34 17 45.0|2001-08-04 03:53:46|    1168|Fabian              |Andrew        | 2002-12-31|Y              |  0.020 (SWIFTJ1335.8-3416)|
|0029740701|archived |MCG--6-30-15        |13 35 53.70|-34 17 45.0|2001-08-02 04:25:17|  129367|Fabian              |Andrew        | 2002-12-31|Y              |  0.020 (SWIFTJ1335.8-3416)|
|0029740801|archived |MCG--6-30-15        |13 35 53.70|-34 17 45.0|2001-08-04 04:19:10|  130487|Fabian              |Andrew        | 2002-12-31|Y              |  0.020 (SWIFTJ1335.8-3416)|
|0029740901|archived |MCG--6-30-15        |13 35 53.70|-34 17 45.0|2001-08-02 03:59:53|    1169|Fabian              |Andrew        | 2002-12-31|Y              |  0.020 (SWIFTJ1335.8-3416)|
|0029740101|archived |MCG--6-30-15        |13 35 53.70|-34 17 45.0|2001-07-31 15:17:12|   89432|Fabian              |Andrew        | 2002-12-31|Y              |  0.020 (SWIFTJ1335.8-3416)|
|0111570401|archived |MCG-6-30-15         |13 35 53.99|-34 17 45.0|2000-07-11 01:58:00|   17467|Brinkman            |Bert          | 2002-11-13|Y              |  0.047 (SWIFTJ1335.8-3416)|
|0111570101|archived |MCG-6-30-15         |13 35 53.99|-34 17 45.0|2000-07-11 06:57:48|   46453|Brinkman            |Bert          | 2002-11-13|Y              |  0.047 (SWIFTJ1335.8-3416)|
|0111570201|archived |MCG-6-30-15         |13 35 53.99|-34 17 45.0|2000-07-11 21:50:53|   66197|Brinkman            |Bert          | 2002-11-13|Y              |  0.047 (SWIFTJ1335.8-3416)|
|0111570501|archived |MCG-6-30-15         |13 35 54.00|-34 17 45.0|2000-07-12 16:14:34|    5924|Brinkman            |Bert          | 2000-07-13|Y              |  0.050 (SWIFTJ1335.8-3416)|
|0152940101|archived |NGC 5252            |13 38 15.90|+04 32 33.0|2003-07-18 02:16:34|   67313|Dadina              |Mauro         | 2004-09-01|Y              |  0.011 (SWIFTJ1338.2+0433)|
|0554501101|archived |Mrk 268             |13 41 11.40|+30 22 41.2|2008-07-22 09:38:05|   28212|Ajello              |Marco         | 2009-09-01|Y              |  0.057 (SWIFTJ1341.2+3023)|
|0554501201|archived |Mrk 268             |13 41 11.40|+30 22 41.2|2008-07-22 17:46:25|    2612|Ajello              |Marco         | 2009-09-01|Y              |  0.057 (SWIFTJ1341.2+3023)|
|0554501001|archived |Mrk 268             |13 41 11.40|+30 22 41.2|2008-07-20 17:50:28|    2375|Ajello              |Marco         | 2009-08-26|Y              |  0.057 (SWIFTJ1341.2+3023)|
|0554500701|archived |Mrk 268             |13 41 11.40|+30 22 41.2|2008-07-20 09:37:07|   28519|Ajello              |Marco         | 2009-09-01|Y              |  0.057 (SWIFTJ1341.2+3023)|
|0092140101|archived |Centaurus B         |13 46 49.01|-60 24 30.0|2001-08-25 05:26:14|   36898|Tashiro             |Makoto        | 2002-09-28|Y              | 13.830 (SWIFTJ1347.4-6033)|
|0904350501|processed|2MASXJ13471874+02105|13 47 18.71|+02 10 57.9|2022-07-27 14:06:41|   13000|Temple              |Matthew       | 2023-08-11|N              |  0.010 (SWIFTJ1347.7+0212)|
|0904350201|processed|2MASXJ13471874+02105|13 47 18.71|+02 10 57.9|2022-07-27 17:43:21|   47922|Temple              |Matthew       | 2023-08-11|N              |  0.010 (SWIFTJ1347.7+0212)|
|0862090401|archived |IC4329A             |13 49 19.24|-30 18 34.0|2021-08-13 17:56:58|   20000|Ricci               |Claudio       | 2022-09-27|Y              |  0.006 (SWIFTJ1349.3-3018)|
|0862090501|archived |IC4329A             |13 49 19.24|-30 18 34.0|2021-08-14 16:45:15|   22500|Ricci               |Claudio       | 2022-09-27|Y              |  0.006 (SWIFTJ1349.3-3018)|
|0862090201|archived |IC4329A             |13 49 19.24|-30 18 34.0|2021-08-11 18:36:37|   17000|Ricci               |Claudio       | 2022-09-27|Y              |  0.006 (SWIFTJ1349.3-3018)|
|0862091501|archived |IC4329A             |13 49 19.24|-30 18 34.0|2021-08-18 13:03:24|   12710|Ricci               |Claudio       | 2022-09-27|Y              |  0.006 (SWIFTJ1349.3-3018)|
|0862091401|archived |IC4329A             |13 49 19.24|-30 18 34.0|2021-08-16 13:11:13|   12680|Ricci               |Claudio       | 2022-09-27|Y              |  0.006 (SWIFTJ1349.3-3018)|
|0862091301|archived |IC4329A             |13 49 19.24|-30 18 34.0|2021-08-14 13:19:28|   12347|Ricci               |Claudio       | 2022-09-27|Y              |  0.006 (SWIFTJ1349.3-3018)|
|0862091001|archived |IC4329A             |13 49 19.24|-30 18 34.0|2021-08-19 17:08:37|   21300|Ricci               |Claudio       | 2022-09-27|Y              |  0.006 (SWIFTJ1349.3-3018)|
|0862090901|archived |IC4329A             |13 49 19.24|-30 18 34.0|2021-08-18 16:35:14|   21300|Ricci               |Claudio       | 2022-09-27|Y              |  0.006 (SWIFTJ1349.3-3018)|
|0862090801|archived |IC4329A             |13 49 19.24|-30 18 34.0|2021-08-17 17:41:23|   19500|Ricci               |Claudio       | 2022-09-27|Y              |  0.006 (SWIFTJ1349.3-3018)|
|0862090701|archived |IC4329A             |13 49 19.24|-30 18 34.0|2021-08-16 16:42:33|   23000|Ricci               |Claudio       | 2022-09-27|Y              |  0.006 (SWIFTJ1349.3-3018)|
|0862090601|archived |IC4329A             |13 49 19.24|-30 18 34.0|2021-08-15 18:02:00|   17900|Ricci               |Claudio       | 2022-09-27|Y              |  0.006 (SWIFTJ1349.3-3018)|
|0862091101|archived |IC4329A             |13 49 19.24|-30 18 33.9|2021-08-10 13:37:05|   11600|Ricci               |Claudio       | 2021-08-30|Y              |  0.008 (SWIFTJ1349.3-3018)|
|0890670201|processed|IC 4329A            |13 49 19.24|-30 18 33.9|2023-01-11 05:52:38|   90000|Marinucci           |Andrea        | 2024-02-21|N              |  0.008 (SWIFTJ1349.3-3018)|
|0862090101|archived |IC4329A             |13 49 19.24|-30 18 33.9|2021-08-10 16:50:25|   22200|Ricci               |Claudio       | 2022-09-27|Y              |  0.008 (SWIFTJ1349.3-3018)|
|0862090301|archived |IC4329A             |13 49 19.24|-30 18 33.9|2021-08-12 16:45:45|   24000|Ricci               |Claudio       | 2022-09-27|Y              |  0.008 (SWIFTJ1349.3-3018)|
|0862091201|archived |IC4329A             |13 49 19.24|-30 18 33.9|2021-08-12 13:28:15|   11850|Ricci               |Claudio       | 2022-09-27|Y              |  0.008 (SWIFTJ1349.3-3018)|
|0101040401|archived |IC 4329a            |13 49 19.20|-30 18 34.0|2001-01-31 14:19:32|   13911|Jansen XMM-Newton PS|Fred          | 2002-03-22|Y              |  0.014 (SWIFTJ1349.3-3018)|
|0147440101|archived |IC 4329A            |13 49 19.38|-30 18 34.8|2003-08-06 06:13:47|  136048|Steenbrugge         |Katrien       | 2004-09-08|Y              |  0.028 (SWIFTJ1349.3-3018)|
|0800760801|archived |Abell 3574E         |13 49 04.98|-30 17 40.0|2018-01-08 06:35:30|   16400|Lovisari            |Lorenzo       | 2019-01-16|Y              |  3.212 (SWIFTJ1349.3-3018)|
|0601781301|archived |UM 614              |13 49 52.82|+02 04 44.8|2010-01-31 22:49:45|   19769|Brandt              |William       | 2011-03-02|Y              |  0.007 (SWIFTJ1349.7+0209)|
|0094401201|archived |Mrk 463             |13 56 02.69|+18 22 19.0|2001-12-22 03:13:30|   26808|Sanders             |David         | 2003-01-25|Y              |  0.050 (SWIFTJ1355.9+1822)|
|0072340701|archived |MRK 464             |13 55 53.51|+38 34 29.0|2002-12-10 18:03:59|    8137|Miyaji              |Takamitsu     | 2004-01-24|Y              |  0.006 (SWIFTJ1356.1+3832)|
|0072340101|archived |MRK 464             |13 55 53.51|+38 34 29.0|2002-06-10 20:15:13|    8826|Miyaji              |Takamitsu     | 2004-01-24|Y              |  0.006 (SWIFTJ1356.1+3832)|
|0111240101|archived |Circinus Galaxy     |14 13 10.09|-65 20 23.0|2001-08-06 08:54:51|  109847|Brinkman            |Albert        | 2002-10-17|Y              |  0.046 (SWIFTJ1412.9-6522)|
|0656580601|archived |Circinus Galaxy     |14 13 10.09|-65 20 23.0|2014-03-01 09:55:41|   45900|Jansen XMM-Newton MM|Fred          | 2000-01-01|Y              |  0.046 (SWIFTJ1412.9-6522)|
|0701981001|archived |ULX in Circinus Gal |14 12 39.10|-65 23 32.8|2013-02-03 07:24:11|   58914|SCHARTEL (PS)       |NORBERT       | 2013-08-11|Y              |  4.537 (SWIFTJ1412.9-6522)|
|0824450301|archived |Circinus Galaxy     |14 12 39.06|-65 23 32.8|2018-09-16 13:30:41|  136157|Israel              |Gian Luca     | 2019-10-10|Y              |  4.539 (SWIFTJ1412.9-6522)|
|0792382701|archived |Circinus ULX5       |14 12 38.99|-65 23 34.0|2016-08-23 16:53:33|   37000|SCHARTEL (PS)       |NORBERT       | 2017-02-27|Y              |  4.559 (SWIFTJ1412.9-6522)|
|0780950201|archived |Circinus ULX5       |14 12 38.99|-65 23 34.0|2018-02-07 11:55:14|   45700|Walton              |Dominic       | 2019-02-25|Y              |  4.559 (SWIFTJ1412.9-6522)|
|0802450401|archived |IGR J14175-4641     |14 17 03.66|-46 41 41.2|2018-02-09 15:04:08|   23000|Ricci               |Claudio       | 2019-02-25|Y              |  0.001 (SWIFTJ1416.9-4640)|
|0720110301|archived |NGC 5548            |14 17 59.50|+25 08 12.4|2013-06-22 04:10:29|   50919|Kaastra             |Jelle         | 2015-02-26|Y              |  0.010 (SWIFTJ1417.9+2507)|
|0771000101|archived |NGC-5548            |14 17 59.50|+25 08 12.4|2016-01-14 05:52:27|   37000|Kriss               |Gerard        | 2017-02-01|Y              |  0.011 (SWIFTJ1417.9+2507)|
|0720111601|archived |NGC 5548            |14 17 59.50|+25 08 12.4|2014-02-04 09:33:43|   57000|Kaastra             |Jelle         | 2015-02-26|Y              |  0.011 (SWIFTJ1417.9+2507)|
|0861360101|archived |NGC 5548            |14 17 59.50|+25 08 12.4|2021-01-27 04:33:50|   76000|Mao                 |Junjie        | 2022-04-05|Y              |  0.011 (SWIFTJ1417.9+2507)|
|0720111501|archived |NGC 5548            |14 17 59.50|+25 08 12.4|2013-12-20 14:01:39|   56800|Kaastra             |Jelle         | 2015-02-26|Y              |  0.011 (SWIFTJ1417.9+2507)|
|0720110801|archived |NGC 5548            |14 17 59.50|+25 08 12.4|2013-07-19 22:40:42|   58000|Kaastra             |Jelle         | 2015-02-26|Y              |  0.011 (SWIFTJ1417.9+2507)|
|0771000201|archived |NGC-5548            |14 17 59.50|+25 08 12.4|2016-01-16 06:36:31|   34000|Kriss               |Gerard        | 2017-02-01|Y              |  0.011 (SWIFTJ1417.9+2507)|
|0089960401|archived |NGC5548             |14 17 59.50|+25 08 12.0|2001-07-12 07:34:56|   39143|Edelson             |Rick          | 2002-09-16|Y              |  0.014 (SWIFTJ1417.9+2507)|
|0089960301|archived |NGC5548             |14 17 59.50|+25 08 12.0|2001-07-09 15:45:59|   95817|Edelson             |Rick          | 2002-09-16|Y              |  0.014 (SWIFTJ1417.9+2507)|
|0109960101|archived |NGC 5548            |14 17 58.99|+25 08 12.0|2000-12-24 22:12:11|   26112|Brinkman            |Albert        | 2002-09-13|Y              |  0.124 (SWIFTJ1417.9+2507)|
|0720111401|archived |NGC 5548 (off +15)  |14 17 58.49|+25 08 12.4|2013-07-31 21:49:48|   57000|Kaastra             |Jelle         | 2015-02-26|Y              |  0.238 (SWIFTJ1417.9+2507)|
|0720110401|archived |NGC 5548 (off -15)  |14 18 00.50|+25 08 06.6|2013-06-29 23:50:30|   57000|Kaastra             |Jelle         | 2015-02-26|Y              |  0.240 (SWIFTJ1417.9+2507)|
|0720111301|archived |NGC 5548 (off -15)  |14 18 00.50|+25 08 06.6|2013-07-29 21:58:06|   57000|Kaastra             |Jelle         | 2015-02-26|Y              |  0.240 (SWIFTJ1417.9+2507)|
|0720110901|archived |NGC 5548 (off -15)  |14 18 00.50|+25 08 06.5|2013-07-21 22:32:18|   57000|Kaastra             |Jelle         | 2015-02-26|Y              |  0.241 (SWIFTJ1417.9+2507)|
|0720110501|archived |NGC 5548 (off +15)  |14 17 58.49|+25 08 18.3|2013-07-07 23:28:42|   57000|Kaastra             |Jelle         | 2015-02-26|Y              |  0.256 (SWIFTJ1417.9+2507)|
|0720111001|archived |NGC 5548 (off +15)  |14 17 58.49|+25 08 18.3|2013-07-23 22:24:17|   57000|Kaastra             |Jelle         | 2015-02-26|Y              |  0.256 (SWIFTJ1417.9+2507)|
|0720111101|archived |NGC 5548 (off -30)  |14 18 01.51|+25 08 00.7|2013-07-25 22:15:00|   57000|Kaastra             |Jelle         | 2015-02-26|Y              |  0.488 (SWIFTJ1417.9+2507)|
|0720110601|archived |NGC 5548 (off -30)  |14 18 01.51|+25 08 00.7|2013-07-11 23:11:43|   57000|Kaastra             |Jelle         | 2015-02-26|Y              |  0.488 (SWIFTJ1417.9+2507)|
|0720110701|archived |NGC 5548 (off +30)  |14 17 57.48|+25 08 24.2|2013-07-15 22:56:29|   57000|Kaastra             |Jelle         | 2015-02-26|Y              |  0.505 (SWIFTJ1417.9+2507)|
|0720111201|archived |NGC 5548 (off +30)  |14 17 57.48|+25 08 24.2|2013-07-27 22:06:35|   56999|Kaastra             |Jelle         | 2015-02-26|Y              |  0.505 (SWIFTJ1417.9+2507)|
|0094740201|archived |H1419+480           |14 21 29.59|+47 47 27.0|2002-05-27 13:19:52|   21457|Watson              |Michael       | 2003-06-24|Y              |  0.049 (SWIFTJ1421.4+4747)|
|0110930401|archived |NGC5689             |14 35 30.01|+48 44 30.0|2002-12-09 02:35:50|   11038|Watson              |Michael       | 2004-02-04|Y              |  7.830 (SWIFTJ1434.9+4837)|
|0110930901|archived |NGC5689             |14 35 30.01|+48 44 30.0|2003-01-08 06:17:42|   12628|Watson              |Michael       | 2004-02-04|Y              |  7.830 (SWIFTJ1434.9+4837)|
|0720280101|archived |IG RJ14488-4008     |14 48 50.94|-40 08 47.0|2014-02-16 21:06:04|   28000|Molina              |Manuela       | 2015-03-03|Y              |  0.022 (SWIFTJ1448.7-4009)|
|0601740901|archived |IGR J14515-5542     |14 51 33.12|-55 40 38.4|2010-02-01 17:21:42|   22513|Bassani             |Loredana      | 2011-02-24|Y              | 0.003 (SWIFTJ1451.0-5540A)|
|0401790901|archived |IC 4518 A           |14 57 41.18|-43 07 56.0|2006-08-07 17:32:15|   11920|Bassani             |Loredana      | 2007-09-07|Y              |  0.131 (SWIFTJ1457.8-4308)|
|0406410101|archived |VV 780              |14 57 43.09|-43 07 48.0|2006-08-15 09:16:41|   25213|Kalemci             |Emrah         | 2007-09-11|Y              |  0.486 (SWIFTJ1457.8-4308)|
|0795670101|archived |NUSTARJ150645+0346.2|15 06 45.68|+03 46 16.2|2018-01-20 05:20:16|   38000|Lansbury            |George        | 2019-02-08|Y              |12.842 (SWIFTJ1506.7+0353A)|
|0795670101|archived |NUSTARJ150645+0346.2|15 06 45.68|+03 46 16.2|2018-01-20 05:20:16|   38000|Lansbury            |George        | 2019-02-08|Y              | 5.483 (SWIFTJ1506.7+0353B)|
|0300240201|archived |IRAS 15091-2107     |15 11 59.78|-21 19 01.6|2005-07-26 07:31:11|   23013|Jimenez-Bailon      |Elena         | 2006-08-19|Y              |  0.005 (SWIFTJ1512.0-2119)|
|0405390401|archived |IGRJ15359-5750      |15 35 52.80|-57 50 55.0|2006-08-15 17:10:41|   16907|Israel              |GianLuca      | 2007-09-09|Y              |  0.001 (SWIFTJ1535.8-5749)|
|0783272101|archived |PG 1545+210         |15 47 43.51|+20 52 16.6|2017-01-28 05:37:03|   18000|Kaspi               |Shai          | 2018-03-28|Y              |  0.006 (SWIFTJ1547.5+2050)|
|0109141001|archived |dummy               |16 00 00.00|+85 00 00.0|2001-05-20 05:22:41|    1840|Mason               |Keith         | 2002-05-11|Y              |  9.806 (SWIFTJ1607.4+8502)|
|0102041301|archived |MARK 876            |16 13 57.22|+65 43 09.0|2001-08-29 07:45:05|    7919|Jansen XMM-Newton PS|Fred          | 2002-11-14|Y              |  0.016 (SWIFTJ1614.0+6544)|
|0102040601|archived |MARK 876            |16 13 57.22|+65 43 09.0|2001-04-13 19:38:25|   12825|Jansen XMM-Newton PS|Fred          | 2002-11-14|Y              |  0.016 (SWIFTJ1614.0+6544)|
|0550451201|archived |IGR J16185-5928     |16 18 36.47|-59 27 18.0|2009-02-18 19:31:30|   30054|Bassani             |Loredana      | 2010-03-10|Y              |  0.012 (SWIFTJ1618.7-5930)|
|0147420601|archived |NGC 6240            |16 52 58.91|+02 24 03.0|2003-08-29 11:25:15|    9214|Netzer              |Hagai         | 2004-09-25|Y              |  0.015 (SWIFTJ1652.9+0223)|
|0147420201|archived |NGC 6240            |16 52 58.91|+02 24 03.0|2003-03-14 18:06:14|   41950|Netzer              |Hagai         | 2004-09-25|Y              |  0.015 (SWIFTJ1652.9+0223)|
