Results from heasarc_xmmmaster: XMM-Newton Master Log & Public Archive
Coordinate system:  Equatorial
|obsid     |status   |name                |ra         |dec        |time               |duration|pi_lname            |pi_fname      |public_date|data_in_heasarc|_Search_Offset             |
|0206390101|archived |PICTOR A            |05 19 49.70|-45 46 44.0|2005-01-14 04:26:32|   53714|GRANDI              |PAOLA         | 2006-06-20|Y              |  0.005 (SWIFTJ0519.5-4545)|
|0551950401|archived |IRAS 05218-1212     |05 24 06.40|-12 09 27.0|2008-08-24 23:09:41|   14918|Reynolds            |Christopher   | 2009-09-30|Y              |  0.709 (SWIFTJ0524.1-1210)|
|0042340801|archived |RXCJ0528.9-3927     |05 28 56.20|-39 27 49.0|2001-09-15 18:04:31|   13956|Boehringer          |Hans          | 2002-10-12|Y              | 12.307 (SWIFTJ0528.1-3933)|
|0201930201|archived |MCG +8-11-11        |05 54 53.60|+46 26 22.0|2004-04-09 19:47:31|   38451|MATT                |GIORGIO       | 2005-06-08|Y              |  0.007 (SWIFTJ0554.8+4625)|
|0404260201|archived |H 0557-385          |05 58 02.00|-38 20 04.7|2006-08-12 17:36:58|    2833|Blustin             |Alexander     | 2007-12-04|Y              |  0.012 (SWIFTJ0557.9-3822)|
|0404260401|archived |H 0557-385          |05 58 02.00|-38 20 04.7|2006-11-04 09:59:21|    4031|Blustin             |Alexander     | 2007-12-04|Y              |  0.012 (SWIFTJ0557.9-3822)|
|0404260301|archived |H 0557-385          |05 58 02.00|-38 20 04.7|2006-11-03 11:15:24|   80711|Blustin             |Alexander     | 2007-12-04|Y              |  0.012 (SWIFTJ0557.9-3822)|
|0404260101|archived |H 0557-385          |05 58 02.00|-38 20 04.7|2006-08-11 07:08:01|  122957|Blustin             |Alexander     | 2007-12-04|Y              |  0.012 (SWIFTJ0557.9-3822)|
|0651530201|archived |H0557-385           |05 58 02.00|-38 20 05.0|2010-10-15 10:12:43|   29918|LONGINOTTI          |ANNA LIA      | 2011-12-22|Y              |  0.014 (SWIFTJ0557.9-3822)|
|0109131001|archived |H0557-385           |05 58 02.00|-38 20 05.0|2002-09-17 10:29:28|    9067|Mason               |Keith         | 2003-10-09|Y              |  0.014 (SWIFTJ0557.9-3822)|
|0651530301|archived |H0557-385           |05 58 02.00|-38 20 05.0|2010-10-19 16:24:03|   34415|LONGINOTTI          |ANNA LIA      | 2011-12-22|Y              |  0.014 (SWIFTJ0557.9-3822)|
|0109130501|archived |H0557-385           |05 58 02.00|-38 20 05.0|2002-04-03 23:49:58|   12796|Mason               |Keith         | 2003-10-09|Y              |  0.014 (SWIFTJ0557.9-3822)|
|0651530401|archived |H0557-385           |05 58 02.00|-38 20 05.0|2010-10-31 08:08:49|   29915|LONGINOTTI          |ANNA LIA      | 2011-12-22|Y              |  0.014 (SWIFTJ0557.9-3822)|
|0555171101|archived |PKS 0558-504        |05 59 47.40|-50 26 52.0|2008-09-16 12:51:41|    6860|Papadakis           |Iossif        | 2009-10-27|Y              |  0.001 (SWIFTJ0559.8-5028)|
|0137550601|archived |PKS0558-504         |05 59 47.40|-50 26 52.0|2001-10-19 11:55:24|   14785|Jansen XMM-Newton PS|Fred          | 2001-10-19|Y              |  0.001 (SWIFTJ0559.8-5028)|
|0137550201|archived |PKS0558-504         |05 59 47.40|-50 26 52.0|2001-06-26 02:37:01|   14813|Jansen XMM-Newton PS|Fred          | 2001-06-26|Y              |  0.001 (SWIFTJ0559.8-5028)|
|0555170201|archived |PKS 0558-504        |05 59 47.40|-50 26 52.0|2008-09-07 01:13:40|  126941|Papadakis           |Iossif        | 2009-10-27|Y              |  0.001 (SWIFTJ0559.8-5028)|
|0555170301|archived |PKS 0558-504        |05 59 47.40|-50 26 52.0|2008-09-09 01:15:35|  128970|Papadakis           |Iossif        | 2009-10-27|Y              |  0.001 (SWIFTJ0559.8-5028)|
|0555170401|archived |PKS 0558-504        |05 59 47.40|-50 26 52.0|2008-09-11 01:06:37|  129169|Papadakis           |Iossif        | 2009-10-27|Y              |  0.001 (SWIFTJ0559.8-5028)|
|0555170501|archived |PKS 0558-504        |05 59 47.40|-50 26 52.0|2008-09-13 00:58:22|  128572|Papadakis           |Iossif        | 2009-10-27|Y              |  0.001 (SWIFTJ0559.8-5028)|
|0555170601|archived |PKS 0558-504        |05 59 47.40|-50 26 52.0|2008-09-15 00:49:19|  126739|Papadakis           |Iossif        | 2009-10-27|Y              |  0.001 (SWIFTJ0559.8-5028)|
|0555170701|archived |PKS 0558-504        |05 59 47.40|-50 26 52.0|2008-09-08 13:34:23|    6231|Papadakis           |Iossif        | 2009-10-27|Y              |  0.001 (SWIFTJ0559.8-5028)|
|0555170801|archived |PKS 0558-504        |05 59 47.40|-50 26 52.0|2008-09-10 13:23:53|    6031|Papadakis           |Iossif        | 2009-10-27|Y              |  0.001 (SWIFTJ0559.8-5028)|
|0555170901|archived |PKS 0558-504        |05 59 47.40|-50 26 52.0|2008-09-12 13:18:15|    6127|Papadakis           |Iossif        | 2009-10-27|Y              |  0.001 (SWIFTJ0559.8-5028)|
|0555171001|archived |PKS 0558-504        |05 59 47.40|-50 26 52.0|2008-09-14 12:59:59|    6528|Papadakis           |Iossif        | 2009-10-27|Y              |  0.001 (SWIFTJ0559.8-5028)|
|0119100201|archived |PKS0558             |05 59 47.00|-50 26 51.0|2000-03-01 14:33:23|   45437|Jansen XMM-Newton PS|Fred          | 2002-02-26|Y              |  0.065 (SWIFTJ0559.8-5028)|
|0120300601|archived |PKS0558             |05 59 47.00|-50 26 51.0|2000-03-07 14:25:07|    7031|Jansen XMM-Newton PS|Fred          | 2002-05-14|Y              |  0.065 (SWIFTJ0559.8-5028)|
|0120300501|archived |PKS0558             |05 59 47.00|-50 26 51.0|2000-03-07 12:10:54|    6985|Jansen XMM-Newton PS|Fred          | 2002-02-11|Y              |  0.065 (SWIFTJ0559.8-5028)|
|0129360201|archived |PKS0558-504 (FAST te|05 59 47.00|-50 26 51.0|2000-10-10 01:26:35|   26409|Jansen XMM-Newton PS|Fred          | 2002-03-27|Y              |  0.065 (SWIFTJ0559.8-5028)|
|0120300801|archived |PKS0558             |05 59 47.00|-50 26 51.0|2000-03-07 17:02:54|   39960|Jansen XMM-Newton PS|Fred          | 2002-02-22|Y              |  0.065 (SWIFTJ0559.8-5028)|
|0125110101|archived |PKS0558-504         |05 59 47.00|-50 26 51.0|2000-05-24 06:18:51|   57265|Jansen XMM-Newton PS|Fred          | 2002-03-27|Y              |  0.065 (SWIFTJ0559.8-5028)|
|0119100301|archived |PKS0558             |05 59 47.00|-50 26 51.0|2000-03-02 07:12:45|   52611|Jansen XMM-Newton PS|Fred          | 2002-02-26|Y              |  0.065 (SWIFTJ0559.8-5028)|
|0117710601|archived |PKS-0558-504        |05 59 46.99|-50 26 51.0|2000-02-13 07:52:08|   59051|Jansen XMM-Newton PS|Fred          | 2000-03-08|Y              |  0.066 (SWIFTJ0559.8-5028)|
|0117710701|archived |PKS-0558-504        |05 59 46.99|-50 26 51.0|2000-02-12 15:28:39|   51820|Jansen XMM-Newton PS|Fred          | 2000-03-08|Y              |  0.066 (SWIFTJ0559.8-5028)|
|0117710501|archived |PKS-0558-504        |05 59 46.99|-50 26 51.0|2000-02-14 00:39:02|    6825|Jansen XMM-Newton PS|Fred          | 2000-03-08|Y              |  0.066 (SWIFTJ0559.8-5028)|
|0117710201|archived |PKS-0558-504        |05 59 46.99|-50 26 51.0|2000-02-12 12:43:08|    9111|Jansen XMM-Newton PS|Fred          | 2000-03-08|Y              |  0.066 (SWIFTJ0559.8-5028)|
|0116700301|archived |PKS-0558-504        |05 59 46.99|-50 26 51.0|2000-02-07 10:25:58|   22511|Jansen XMM-Newton PS|Fred          | 2000-03-08|Y              |  0.066 (SWIFTJ0559.8-5028)|
|0117500201|archived |PKS-0558-504        |05 59 46.99|-50 26 51.0|2000-02-10 16:37:26|   40837|Jansen XMM-Newton PS|Fred          | 2000-03-08|Y              |  0.066 (SWIFTJ0559.8-5028)|
|0119100601|archived |dummy               |05 59 47.63|-50 27 01.1|2000-03-03 00:35:27|    3659|Jansen XMM-Newton PS|Fred          | 2001-04-24|Y              |  0.156 (SWIFTJ0559.8-5028)|
|0119100501|archived |dummy               |05 59 47.72|-50 27 00.9|2000-03-01 11:06:40|    3659|Jansen XMM-Newton PS|Fred          | 2001-04-24|Y              |  0.157 (SWIFTJ0559.8-5028)|
|0852180301|archived |ESO 426-g002        |06 23 46.42|-32 12 59.7|2019-10-09 11:00:58|   28000|Marchesi            |Stefano       | 2020-11-07|Y              |  0.003 (SWIFTJ0623.8-3215)|
|0891802601|archived |ESO 490-G026        |06 40 11.69|-25 53 43.0|2021-11-01 17:32:15|   12600|SCHARTEL (PS)       |NORBERT       | 2022-05-11|Y              |  0.002 (SWIFTJ0640.4-2554)|
|0312190801|archived |ESO 490-G026 SWIFT  |06 40 11.69|-25 53 43.3|2006-03-07 07:05:52|   12250|Schartel (DDT)      |Norbert       | 2007-05-21|Y              |  0.004 (SWIFTJ0640.4-2554)|
|0061540101|archived |Markarian 6         |06 52 12.30|+74 25 37.0|2001-03-27 11:48:43|   46493|Brandt              |William       | 2002-12-27|Y              |  0.003 (SWIFTJ0651.9+7426)|
|0061540201|archived |Markarian 6         |06 52 12.30|+74 25 37.0|2001-03-27 09:15:47|    8827|Brandt              |William       | 2002-12-27|Y              |  0.003 (SWIFTJ0651.9+7426)|
|0144230101|archived |Markarian 6         |06 52 12.32|+74 25 36.8|2003-04-26 11:43:08|   59031|Schurch             |Nick          | 2004-05-23|Y              |  0.005 (SWIFTJ0651.9+7426)|
|0305600501|archived |Mrk 6               |06 52 12.20|+74 25 37.0|2005-10-27 00:31:37|   21816|Barcons             |Xavier        | 2006-11-17|Y              |  0.009 (SWIFTJ0651.9+7426)|
|0502091301|archived |UGC3973             |07 42 32.80|+49 48 34.7|2008-04-27 21:53:51|    8528|Guainazzi           |Matteo        | 2009-06-09|Y              |  0.004 (SWIFTJ0742.5+4948)|
|0502091001|archived |UGC3973             |07 42 32.80|+49 48 34.7|2008-04-26 20:46:29|   88522|Guainazzi           |Matteo        | 2009-06-09|Y              |  0.004 (SWIFTJ0742.5+4948)|
|0870880201|archived |Mrk 79              |07 42 32.80|+49 48 34.7|2020-09-25 10:57:50|    9057|Gallo               |Luigi         | 2021-11-04|Y              |  0.004 (SWIFTJ0742.5+4948)|
|0870880101|archived |Mrk 79              |07 42 32.80|+49 48 34.7|2020-09-25 13:28:47|   31500|Gallo               |Luigi         | 2021-11-04|Y              |  0.004 (SWIFTJ0742.5+4948)|
|0400070401|archived |UGC 3973            |07 42 32.80|+49 48 35.0|2007-03-19 01:33:28|   20446|Gallo               |Luigi         | 2008-04-19|Y              |  0.005 (SWIFTJ0742.5+4948)|
|0400070201|archived |UGC 3973            |07 42 32.80|+49 48 35.0|2006-09-30 10:22:01|   22914|Gallo               |Luigi         | 2008-04-19|Y              |  0.005 (SWIFTJ0742.5+4948)|
|0400070301|archived |UGC 3973            |07 42 32.80|+49 48 35.0|2006-11-01 15:08:42|   20408|Gallo               |Luigi         | 2008-04-19|Y              |  0.005 (SWIFTJ0742.5+4948)|
|0103860801|archived |UGC 3973            |07 42 33.00|+49 48 30.0|2000-10-09 04:31:46|    2488|Aschenbach          |Bernd         | 2003-05-04|Y              |  0.085 (SWIFTJ0742.5+4948)|
|0103862101|archived |UGC 3973            |07 42 33.00|+49 48 30.0|2001-04-26 17:59:52|    6518|Aschenbach          |Bernd         | 2003-05-04|Y              |  0.085 (SWIFTJ0742.5+4948)|
|0550452501|archived |IGR J07565-4139     |07 56 18.72|-41 37 41.6|2008-11-18 11:41:41|   21514|Bassani             |Loredana      | 2009-12-19|Y              |  0.172 (SWIFTJ0756.3-4137)|
|0303230101|archived |IGR J07597-3842     |07 59 41.83|-38 43 56.0|2006-04-08 05:33:25|   16815|Bassani             |Loredana      | 2007-05-15|Y              |  0.001 (SWIFTJ0759.8-3844)|
|0504101201|archived |SDSS0800+2636       |08 00 21.00|+26 36 49.0|2007-10-28 13:57:00|   21915|Heckman             |Tim           | 2008-11-21|Y              |  0.007 (SWIFTJ0800.1+2638)|
|0401790301|archived |ESO 209-12          |08 01 58.00|-49 46 36.0|2006-03-25 12:15:18|   20354|Bassani             |Loredana      | 2007-05-21|Y              |  0.106 (SWIFTJ0801.9-4946)|
|0605110101|archived |PG 0804+761         |08 10 58.66|+76 02 42.5|2010-03-10 11:05:02|   45447|Detmers             |Rob           | 2011-03-26|Y              |  0.001 (SWIFTJ0810.9+7602)|
|0102040401|archived |PG 0804+761         |08 10 58.50|+76 02 43.0|2000-11-04 18:34:40|   13410|Jansen XMM-Newton PS|Fred          | 2002-10-06|Y              |  0.014 (SWIFTJ0810.9+7602)|
|0605110201|archived |PG 0804+761         |08 11 05.10|+76 02 23.6|2010-03-12 11:32:24|   44626|Detmers             |Rob           | 2011-03-26|Y              |  0.499 (SWIFTJ0810.9+7602)|
|0724791333|archived |2P Encke            |08 30 03.33|+42 04 33.4|2013-10-09 03:18:37|    8768|Dennerl             |Konrad        | 2014-10-25|Y              | 10.658 (SWIFTJ0830.1+4154)|
|0303230301|archived |FRL 1146            |08 38 30.74|-35 59 33.4|2006-04-15 14:08:48|   16275|Bassani             |Loredana      | 2007-05-15|Y              |  0.007 (SWIFTJ0838.4-3557)|
|0303230701|archived |FRL 1146            |08 38 30.74|-35 59 33.4|2006-04-15 12:17:07|    5106|Bassani             |Loredana      | 2007-05-15|Y              |  0.007 (SWIFTJ0838.4-3557)|
|0401790401|archived |Fairall 1146        |08 38 30.80|-35 59 33.0|2006-12-12 20:18:55|   17420|Bassani             |Loredana      | 2008-01-09|Y              |  0.008 (SWIFTJ0838.4-3557)|
|0312191101|archived |SDSS J090432.1 SWIFT|09 04 32.20|+55 38 30.1|2006-03-31 15:14:43|   12548|Schartel (DDT)      |Norbert       | 2007-05-18|Y              |  2.546 (SWIFTJ0904.3+5538)|
|0830490101|archived |IRAS 09149-6206     |09 16 09.40|-62 19 30.0|2018-07-25 04:29:27|   73000|Walton              |Dominic       | 2019-08-09|Y              |  0.008 (SWIFTJ0917.2-6221)|
|0550452601|archived |Swift J0917.2+5654  |09 16 08.88|-62 19 26.4|2008-12-14 00:48:59|   17815|Bassani             |Loredana      | 2010-01-16|Y              |  0.077 (SWIFTJ0917.2-6221)|
|0300240801|archived |Mrk 704             |09 18 26.01|+16 18 19.2|2005-10-21 12:27:02|    6428|Jimenez-Bailon      |Elena         | 2006-11-21|Y              |  0.008 (SWIFTJ0918.5+1618)|
|0300240101|archived |Mrk 704             |09 18 26.01|+16 18 19.2|2005-10-21 06:06:25|   21709|Jimenez-Bailon      |Elena         | 2006-11-21|Y              |  0.008 (SWIFTJ0918.5+1618)|
|0502091601|archived |Mkn704              |09 18 26.01|+16 18 19.2|2008-11-02 06:46:00|   98215|Guainazzi           |Matteo        | 2009-11-13|Y              |  0.008 (SWIFTJ0918.5+1618)|
|0312191401|archived |MCG +04-22-042 SWIFT|09 23 43.00|+22 54 32.5|2006-04-18 07:30:41|   12251|Schartel (DDT)      |Norbert       | 2007-05-18|Y              |  0.001 (SWIFTJ0923.7+2255)|
|0840220701|archived |Mrk110              |09 25 12.87|+52 17 10.4|2019-11-03 09:48:20|   43600|Costantini          |Elisa         | 2020-12-18|Y              |  0.003 (SWIFTJ0925.0+5218)|
|0840221001|archived |Mrk110              |09 25 12.87|+52 17 10.4|2019-11-03 08:51:40|    3400|Costantini          |Elisa         | 2020-12-18|Y              |  0.003 (SWIFTJ0925.0+5218)|
|0852590201|archived |MRK110              |09 25 12.87|+52 17 10.5|2020-04-06 22:26:50|   48500|Porquet             |Delphine      | 2021-04-16|Y              |  0.004 (SWIFTJ0925.0+5218)|
|0852590301|archived |MRK110              |09 25 12.87|+52 17 10.5|2019-11-17 07:56:17|    4000|Porquet             |Delphine      | 2021-04-16|Y              |  0.004 (SWIFTJ0925.0+5218)|
|0852590101|archived |MRK110              |09 25 12.87|+52 17 10.5|2019-11-17 09:02:57|   44500|Porquet             |Delphine      | 2021-04-16|Y              |  0.004 (SWIFTJ0925.0+5218)|
|0840220801|archived |Mrk110              |09 25 14.42|+52 17 10.4|2019-11-05 09:33:11|   43000|Costantini          |Elisa         | 2020-12-18|Y              |  0.240 (SWIFTJ0925.0+5218)|
|0840220901|archived |Mrk110              |09 25 11.32|+52 17 15.3|2019-11-07 09:11:06|   40600|Costantini          |Elisa         | 2020-12-18|Y              |  0.248 (SWIFTJ0925.0+5218)|
|0201130501|archived |MKN 110-off         |09 25 05.70|+52 16 53.0|2004-11-15 05:04:44|   47417|Santos-Lleo         |Maria         | 2005-12-06|Y              |  1.131 (SWIFTJ0925.0+5218)|
|0783270401|archived |PG 0923+129         |09 26 03.29|+12 44 03.6|2016-11-16 14:17:33|   18000|Kaspi               |Shai          | 2017-12-28|Y              |  0.005 (SWIFTJ0926.2+1244)|
|0111800301|archived |M81                 |09 55 33.00|+69 03 55.0|2001-04-22 07:44:00|    8027|Brinkman            |Bert          | 2002-10-08|Y              |  0.015 (SWIFTJ0955.5+6907)|
|0111800101|archived |M81                 |09 55 33.00|+69 03 55.0|2001-04-22 10:04:34|  132663|Brinkman            |Bert          | 2002-10-08|Y              |  0.015 (SWIFTJ0955.5+6907)|
|0657801801|archived |Holmberg IX X-1     |09 56 43.20|+69 03 50.4|2011-09-26 04:17:58|   25393|Sazonov             |Sergey        | 2012-12-07|Y              |  6.256 (SWIFTJ0955.5+6907)|
|0657802001|archived |Holmberg IX X-1     |09 56 43.20|+69 03 50.4|2011-03-24 15:40:14|   27461|Sazonov             |Sergey        | 2012-12-07|Y              |  6.256 (SWIFTJ0955.5+6907)|
|0657801601|archived |Holmberg IX X-1     |09 56 43.20|+69 03 50.4|2011-04-17 15:08:44|   21097|Sazonov             |Sergey        | 2012-12-07|Y              |  6.256 (SWIFTJ0955.5+6907)|
|0657802201|archived |Holmberg IX X-1     |09 56 43.20|+69 03 50.4|2011-11-23 00:41:51|   23913|Sazonov             |Sergey        | 2012-12-07|Y              |  6.256 (SWIFTJ0955.5+6907)|
|0870900301|archived |M81 North           |09 54 54.16|+69 11 18.5|2020-11-14 07:34:24|    5269|Zezas               |Andreas       | 2021-11-30|Y              |  8.167 (SWIFTJ0955.5+6907)|
|0870900101|archived |M81 North           |09 54 54.16|+69 11 18.5|2020-11-14 09:02:13|   27000|Zezas               |Andreas       | 2021-11-30|Y              |  8.167 (SWIFTJ0955.5+6907)|
|0870900201|archived |M81 South           |09 56 14.09|+68 56 36.5|2020-11-16 08:45:01|   27000|Zezas               |Andreas       | 2021-12-04|Y              |  8.177 (SWIFTJ0955.5+6907)|
|0870900401|archived |M81 South           |09 56 14.09|+68 56 36.5|2020-11-16 07:26:21|    4720|Zezas               |Andreas       | 2021-12-04|Y              |  8.177 (SWIFTJ0955.5+6907)|
|0112521101|archived |Holmberg IX         |09 57 53.00|+69 03 40.0|2002-04-16 16:53:38|   11518|Watson              |Michael       | 2003-06-01|Y              | 12.494 (SWIFTJ0955.5+6907)|
|0112521001|archived |Holmberg IX         |09 57 53.00|+69 03 40.0|2002-04-10 16:58:14|   10705|Watson              |Michael       | 2003-06-01|Y              | 12.494 (SWIFTJ0955.5+6907)|
|0200980101|archived |HOLMBERG IX         |09 57 53.20|+69 03 49.8|2004-09-26 06:55:52|  119166|STROHMAYER          |TOD           | 2005-10-21|Y              | 12.509 (SWIFTJ0955.5+6907)|
|0693851801|archived |Holmberg IX X-1     |09 57 53.20|+69 03 48.3|2012-11-14 02:55:07|   13817|Harrison            |Fiona         | 2013-12-03|Y              | 12.509 (SWIFTJ0955.5+6907)|
|0693850901|archived |Holmberg IX X-1     |09 57 53.20|+69 03 48.3|2012-10-25 04:09:04|   14014|Harrison            |Fiona         | 2013-12-03|Y              | 12.509 (SWIFTJ0955.5+6907)|
|0693851001|archived |Holmberg IX X-1     |09 57 53.20|+69 03 48.3|2012-10-27 04:04:42|   13916|Harrison            |Fiona         | 2013-12-03|Y              | 12.509 (SWIFTJ0955.5+6907)|
|0693851701|archived |Holmberg IX X-1     |09 57 53.20|+69 03 48.3|2012-11-12 03:04:01|    9918|Harrison            |Fiona         | 2013-12-03|Y              | 12.509 (SWIFTJ0955.5+6907)|
|0693851101|archived |Holmberg IX X-1     |09 57 53.20|+69 03 48.3|2012-11-16 02:52:38|   13316|Harrison            |Fiona         | 2013-12-03|Y              | 12.509 (SWIFTJ0955.5+6907)|
|0693850801|archived |Holmberg IX X-1     |09 57 53.20|+69 03 48.3|2012-10-23 04:17:03|   14115|Harrison            |Fiona         | 2013-12-03|Y              | 12.509 (SWIFTJ0955.5+6907)|
|0870930401|archived |Holmberg IX X-1     |09 57 53.29|+69 03 48.2|2020-11-06 09:27:45|   27000|Walton              |Dominic       | 2021-12-17|Y              | 12.517 (SWIFTJ0955.5+6907)|
|0870930101|archived |Holmberg IX X-1     |09 57 53.29|+69 03 48.2|2020-10-17 11:41:28|   24000|Walton              |Dominic       | 2021-12-17|Y              | 12.517 (SWIFTJ0955.5+6907)|
|0870930501|archived |Holmberg IX X-1     |09 57 53.29|+69 03 48.2|2020-11-18 08:42:32|   27000|Walton              |Dominic       | 2021-12-17|Y              | 12.517 (SWIFTJ0955.5+6907)|
|0870930601|archived |Holmberg IX X-1     |09 57 53.29|+69 03 48.2|2020-10-17 09:28:08|    8000|Walton              |Dominic       | 2021-12-17|Y              | 12.517 (SWIFTJ0955.5+6907)|
|0870930701|archived |Holmberg IX X-1     |09 57 53.29|+69 03 48.2|2020-10-29 08:38:19|    4969|Walton              |Dominic       | 2021-12-17|Y              | 12.517 (SWIFTJ0955.5+6907)|
|0870930801|archived |Holmberg IX X-1     |09 57 53.29|+69 03 48.2|2020-11-06 08:07:34|    4811|Walton              |Dominic       | 2021-12-17|Y              | 12.517 (SWIFTJ0955.5+6907)|
|0870931001|archived |Holmberg IX X-1     |09 57 53.29|+69 03 48.2|2020-11-24 08:25:05|   26400|Walton              |Dominic       | 2021-12-17|Y              | 12.517 (SWIFTJ0955.5+6907)|
|0870930901|archived |Holmberg IX X-1     |09 57 53.29|+69 03 48.2|2020-11-18 07:18:52|    5020|Walton              |Dominic       | 2021-12-17|Y              | 12.517 (SWIFTJ0955.5+6907)|
|0870930301|archived |Holmberg IX X-1     |09 57 53.29|+69 03 48.2|2020-10-29 10:01:08|   27000|Walton              |Dominic       | 2021-12-17|Y              | 12.517 (SWIFTJ0955.5+6907)|
|0843840101|archived |Holmberg IX         |09 57 53.29|+69 03 48.2|2020-03-17 23:49:09|   27000|Israel              |GianLuca      | 2021-04-13|Y              | 12.517 (SWIFTJ0955.5+6907)|
|0504100201|archived |SDSS0959+1259       |09 59 14.80|+12 59 16.0|2007-11-25 05:51:30|   21915|Heckman             |Tim           | 2009-01-16|Y              | 10.549 (SWIFTJ0959.9+1303)|
|0830500201|archived |ESO 317-G 041       |10 31 23.09|-42 03 38.2|2018-05-27 21:10:39|   28700|Marchesi            |Stefano       | 2019-06-07|Y              |  0.005 (SWIFTJ1031.5-4205)|
|0883211201|archived |ESO317-41           |10 31 23.09|-42 03 38.2|2021-06-19 17:10:48|    7642|Koss                |Michael       | 2022-07-07|Y              |  0.005 (SWIFTJ1031.5-4205)|
|0883210601|archived |ESO317-41           |10 31 23.09|-42 03 38.2|2021-06-19 19:19:21|   29300|Koss                |Michael       | 2022-07-07|Y              |  0.005 (SWIFTJ1031.5-4205)|
|0890410101|processed|HE 1029-1401        |10 31 54.30|-14 16 51.4|2022-05-26 20:58:18|  103900|Ursini              |Francesco     | 2023-06-23|N              |  0.004 (SWIFTJ1031.9-1418)|
|0890410201|processed|HE 1029-1401        |10 31 54.30|-14 16 51.4|2022-05-26 18:09:58|   10100|Ursini              |Francesco     | 2023-06-23|N              |  0.004 (SWIFTJ1031.9-1418)|
|0203770101|archived |HE 1029-1401        |10 31 54.30|-14 16 51.0|2004-12-19 20:39:22|   47086|REEVES              |JAMES         | 2006-02-17|Y              |  0.008 (SWIFTJ1031.9-1418)|
|0110950101|archived |HE 1029-1401        |10 31 54.01|-14 16 51.0|2000-11-22 13:45:50|    8711|Watson              |Michael       | 2002-08-30|Y              |  0.074 (SWIFTJ1031.9-1418)|
|0103861801|archived |MK 728              |11 01 00.98|+11 02 46.0|2002-05-23 03:20:26|    9714|Aschenbach          |Bernd         | 2003-06-25|Y              |  0.200 (SWIFTJ1100.9+1104)|
|0903041801|processed|ESO438-9            |11 10 48.00|-28 30 03.7|2022-06-05 17:33:20|   10440|Koss                |Michael       | 2023-07-04|N              |  0.002 (SWIFTJ1110.6-2832)|
|0903040401|processed|ESO438-9            |11 10 48.00|-28 30 03.7|2022-06-05 20:27:20|   20700|Koss                |Michael       | 2023-07-04|N              |  0.002 (SWIFTJ1110.6-2832)|
|0601780201|archived |IC 2637             |11 13 49.76|+09 35 10.7|2009-12-20 13:31:12|   15118|Brandt              |William       | 2011-01-11|Y              |  0.004 (SWIFTJ1113.6+0936)|
|0601780301|archived |1RXS J1127+1909     |11 27 16.27|+19 09 20.2|2009-05-29 04:50:03|   11913|Brandt              |William       | 2010-06-19|Y              |  0.008 (SWIFTJ1127.5+1906)|
|0727960301|archived |QSO J1131-1231      |11 31 51.53|-12 31 58.7|2013-07-06 12:57:26|   92800|SCHARTEL (PS)       |NORBERT       | 2014-01-22|Y              |  0.003 (SWIFTJ1131.9-1233)|
|0820830101|archived |RXS J1131-1231      |11 31 51.49|-12 31 59.0|2018-06-06 20:05:19|  141400|Nardini             |Emanuele      | 2019-07-02|Y              |  0.012 (SWIFTJ1131.9-1233)|
|0872610901|archived |RXJ1131             |11 31 51.56|-12 31 57.0|2021-12-30 04:11:48|    6465|Chartas             |George        | 2021-12-21|Y              |  0.030 (SWIFTJ1131.9-1233)|
|0872610501|archived |RXJ1131             |11 31 51.56|-12 31 57.0|2021-12-16 06:19:32|   45000|Chartas             |George        | 2023-01-13|Y              |  0.030 (SWIFTJ1131.9-1233)|
|0872610801|archived |RXJ1131             |11 31 51.56|-12 31 57.0|2021-12-16 05:06:12|    4400|Chartas             |George        | 2021-12-21|Y              |  0.030 (SWIFTJ1131.9-1233)|
|0872610701|archived |RXJ1131             |11 31 51.56|-12 31 57.0|2021-12-01 14:22:03|   22000|Chartas             |George        | 2021-12-21|Y              |  0.030 (SWIFTJ1131.9-1233)|
|0872610601|archived |RXJ1131             |11 31 51.56|-12 31 57.0|2021-12-30 05:59:33|   46000|Chartas             |George        | 2023-01-13|Y              |  0.030 (SWIFTJ1131.9-1233)|
|0872610101|archived |RXJ1131             |11 31 51.56|-12 31 57.0|2021-06-10 14:09:10|   41500|Chartas             |George        | 2023-01-13|Y              |  0.030 (SWIFTJ1131.9-1233)|
|0872610201|archived |RXJ1131             |11 31 51.56|-12 31 57.0|2021-06-24 01:31:24|   41500|Chartas             |George        | 2023-01-13|Y              |  0.030 (SWIFTJ1131.9-1233)|
|0872610301|archived |RXJ1131             |11 31 51.56|-12 31 57.0|2021-07-10 16:27:13|   49900|Chartas             |George        | 2023-01-13|Y              |  0.030 (SWIFTJ1131.9-1233)|
|0872610401|archived |RXJ1131             |11 31 51.56|-12 31 57.0|2021-12-01 01:01:13|   48050|Chartas             |George        | 2023-01-13|Y              |  0.030 (SWIFTJ1131.9-1233)|
|0601780401|archived |NGC 3758            |11 36 29.09|+21 35 46.0|2009-06-14 08:23:45|   11916|Brandt              |William       | 2010-06-29|Y              |  0.054 (SWIFTJ1136.0+2132)|
|0741260101|archived |HE 1136-2304        |11 38 51.07|-23 21 36.0|2014-07-02 07:44:18|  110400|Schartel            |Norbert       | 2015-07-16|Y              |  0.019 (SWIFTJ1139.0-2323)|
