SwiftName,xtable
SWIFTJ1105.7p5854A,null
SWIFTJ1105.7p5854B,null
SWIFTJ1106.5p7234,null
SWIFTJ1110.6m2832,null
SWIFTJ1113.6p0936,null
SWIFTJ1114.3p2020,null
SWIFTJ1114.3p7944,null
SWIFTJ1115.3p5423,null
SWIFTJ1119.5p5132,null
SWIFTJ1120.8m4316,null
SWIFTJ1125.6p5423,null
SWIFTJ1126.7p3514,null
SWIFTJ1127.5p1906,null
SWIFTJ1130.1m1447,null
SWIFTJ1131.9m1233,null
SWIFTJ1132.7p5301,null
SWIFTJ1132.9p1019A,null
SWIFTJ1132.9p1019B,null
SWIFTJ1136.7p6738,null
SWIFTJ1136.0p2132,null
SWIFTJ1136.7m6007,null
SWIFTJ1138.9p2529A,null
SWIFTJ1138.9p2529B,null
SWIFTJ1139.1p5913,null
SWIFTJ1139.0m2323,null
SWIFTJ1139.0m3743,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX006900/r4852736/enhanced/SPITZER_S5_4852736_01_merge.tbl
SWIFTJ1139.8p3157,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX005000/r10871808/enhanced/SPITZER_S5_10871808_01_merge.tbl
SWIFTJ1141.3p2156,null
SWIFTJ1142.2p1021,null
SWIFTJ1144.1p3652,null
SWIFTJ1143.7p7942,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX010400/r26483712/enhanced/SPITZER_S5_26483712_01_merge.tbl
SWIFTJ1145.6m1819,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX011400/r26484736/enhanced/SPITZER_S5_26484736_01_merge.tbl
SWIFTJ1145.2p5905,null
SWIFTJ1145.6m6956,null
SWIFTJ1148.3p0901,null
SWIFTJ1148.7p2941,null
SWIFTJ1149.3m0414,null
SWIFTJ1149.3p5307,null
SWIFTJ1152.1m1122,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX005200/r14194176/enhanced/SPITZER_S5_14194176_01_merge.tbl
SWIFTJ1152.6m0512,null
SWIFTJ1153.6p4931,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX010100/r22200576/enhanced/SPITZER_S5_22200576_01_merge.tbl
SWIFTJ1157.8p5529,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX004100/r10512896/enhanced/SPITZER_S5_10512896_01_merge.tbl
SWIFTJ1158.9p4234,null
SWIFTJ1159.7m2002,null
SWIFTJ1200.8p0650,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX011400/r26484480/enhanced/SPITZER_S5_26484480_01_merge.tbl
SWIFTJ1201.2m0341,null
SWIFTJ1200.2m5350,null
SWIFTJ1203.0p4433,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX006000/r14449152/enhanced/SPITZER_S5_14449152_01_merge.tbl
SWIFTJ1204.5p2019,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX011400/r26483456/enhanced/SPITZER_S5_26483456_01_merge.tbl
SWIFTJ1204.8p2758,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX006800/r14194432/enhanced/SPITZER_S5_14194432_01_merge.tbl
SWIFTJ1204.9p3105,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX005000/r10870272/enhanced/SPITZER_S5_10870272_01_merge.tbl
SWIFTJ1205.8p4959,null
SWIFTJ1206.2p5243,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX008100/r18941952/enhanced/SPITZER_S5_18941952_01_merge.tbl
SWIFTJ1207.5p3355,null
SWIFTJ1209.5p4702,null
SWIFTJ1209.4p4340,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX010100/r22914304/enhanced/SPITZER_S5_22914304_01_merge.tbl
SWIFTJ1210.1m4637,null
SWIFTJ1210.5p3924,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX002600/r3754496/enhanced/SPITZER_S5_3754496_01_merge.tbl
SWIFTJ1210.7p3819,null
SWIFTJ1211.3m3935,null
SWIFTJ1212.9p0702,null
SWIFTJ1213.1p3239A,null
SWIFTJ1213.1p3239B,null
SWIFTJ1213.9m0531,null
SWIFTJ1214.3p2933,null
SWIFTJ1217.2m2611,null
SWIFTJ1217.3p0714,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX008200/r22086144/enhanced/SPITZER_S5_22086144_01_merge.tbl
SWIFTJ1218.5p2952,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX006800/r14448896/enhanced/SPITZER_S5_14448896_01_merge.tbl
SWIFTJ1219.4p4720,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX008200/r18526208/enhanced/SPITZER_S5_18526208_01_merge.tbl
SWIFTJ1221.3p3012,null
SWIFTJ1222.4p7520,null
SWIFTJ1222.4p0414,null
SWIFTJ1223.7p0238,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX009400/r26496768/enhanced/SPITZER_S5_26496768_01_merge.tbl
SWIFTJ1224.9p2122,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX010100/r18981632/enhanced/SPITZER_S5_18981632_01_merge.tbl
SWIFTJ1225.8p1240,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX008200/r18510848/enhanced/SPITZER_S5_18510848_01_merge.tbl
SWIFTJ1202.5p3332,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX008200/r17792256/enhanced/SPITZER_S5_17792256_01_merge.tbl
SWIFTJ1229.1p0202,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX002600/r4978176/enhanced/SPITZER_S5_4978176_01_merge.tbl
SWIFTJ1231.4p5758,null
SWIFTJ1232.0m4802,null
SWIFTJ1232.1p2009,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX006100/r14194944/enhanced/SPITZER_S5_14194944_01_merge.tbl
SWIFTJ1232.0m4219,null
SWIFTJ1235.6m3954,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX008300/r18511104/enhanced/SPITZER_S5_18511104_01_merge.tbl
SWIFTJ1238.6p0928,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX008200/r18969344/enhanced/SPITZER_S5_18969344_01_merge.tbl
SWIFTJ1238.9m2720,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX008300/r18941696/enhanced/SPITZER_S5_18941696_01_merge.tbl
SWIFTJ1239.3m1611,null
SWIFTJ1239.6m0519,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX005200/r4853504/enhanced/SPITZER_S5_4853504_01_merge.tbl
SWIFTJ1240.2p3457A,null
SWIFTJ1240.2p3457B,null
SWIFTJ1240.9m3331,null
SWIFTJ1240.9p2735,null
SWIFTJ1241.6m5748,null
SWIFTJ1246.6p5435,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX010400/r26492160/enhanced/SPITZER_S5_26492160_01_merge.tbl
SWIFTJ1248.2m5828,null
SWIFTJ1252.3m1323,null
SWIFTJ1253.5m4137,null
SWIFTJ1255.0m2657,null
SWIFTJ1256.2m0551,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX012000/r27437312/enhanced/SPITZER_S5_27437312_01_merge.tbl
SWIFTJ1300.1p1635,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX003300/r4165120/enhanced/SPITZER_S5_4165120_01_merge.tbl
SWIFTJ1302.9p1620,null
SWIFTJ1303.8p5345,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX010400/r26498048/enhanced/SPITZER_S5_26498048_01_merge.tbl
SWIFTJ1304.3m0532,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX003500/r4854016/enhanced/SPITZER_S5_4854016_01_merge.tbl
SWIFTJ1304.3m1022,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX002600/r4853760/enhanced/SPITZER_S5_4853760_01_merge.tbl
SWIFTJ1305.4m4928,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX003400/r8768000/enhanced/SPITZER_S5_8768000_01_merge.tbl
SWIFTJ1305.4m1034,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX006100/r14195712/enhanced/SPITZER_S5_14195712_01_merge.tbl
SWIFTJ1306.4m4025A,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX007200/r18942720/enhanced/SPITZER_S5_18942720_01_merge.tbl
SWIFTJ1306.4m4025B,null
SWIFTJ1309.2p1139,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX011400/r26490880/enhanced/SPITZER_S5_26490880_01_merge.tbl
SWIFTJ1310.9m5553,null
SWIFTJ1312.1m5631,null
SWIFTJ1310.7p0834,null
SWIFTJ1313.1m1108,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX006100/r14195968/enhanced/SPITZER_S5_14195968_01_merge.tbl
SWIFTJ1313.6p3650A,null
SWIFTJ1313.6p3650B,null
SWIFTJ1315.8p4420,null
SWIFTJ1316.9m7155,null
SWIFTJ1321.2p0859,null
SWIFTJ1322.2m1641,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX008000/r20367616/enhanced/SPITZER_S5_20367616_01_merge.tbl
SWIFTJ1325.4m4301,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX002800/r8766464/enhanced/SPITZER_S5_8766464_01_merge.tbl
SWIFTJ1331.2m2524,null
SWIFTJ1331.6m0504,null
SWIFTJ1332.0m7754,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX010600/r26359552/enhanced/SPITZER_S5_26359552_01_merge.tbl
SWIFTJ1333.5m3401,null
SWIFTJ1334.8m2328,null
SWIFTJ1336.0p0304,null
SWIFTJ1335.8m3416,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX003400/r4849920/enhanced/SPITZER_S5_4849920_01_merge.tbl
SWIFTJ1337.7m1253,null
SWIFTJ1338.2p0433,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX008300/r18946304/enhanced/SPITZER_S5_18946304_01_merge.tbl
SWIFTJ1341.2m1439,null
SWIFTJ1341.5p6742,null
SWIFTJ1341.2p3023,null
SWIFTJ1341.9p3537,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX010100/r22089216/enhanced/SPITZER_S5_22089216_01_merge.tbl
SWIFTJ1344.7p1934,null
SWIFTJ1345.5p4139,null
SWIFTJ1346.4p1924,null
SWIFTJ1347.1p7325,null
SWIFTJ1347.4m6033,null
SWIFTJ1347.7p0212,null
SWIFTJ1349.3m3018,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX008300/r18506496/enhanced/SPITZER_S5_18506496_01_merge.tbl
SWIFTJ1349.7p0209,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX009400/r26497024/enhanced/SPITZER_S5_26497024_01_merge.tbl
SWIFTJ1351.5m1814,null
SWIFTJ1352.8p6917,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX001900/r7616512/enhanced/SPITZER_S5_7616512_01_merge.tbl
SWIFTJ1353.7m1122,null
SWIFTJ1354.1m3748,null
SWIFTJ1354.5p1326,null
SWIFTJ1355.6p3524,null
SWIFTJ1356.1p3832,null
SWIFTJ1355.9p1822,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX002600/r4980736/enhanced/SPITZER_S5_4980736_01_merge.tbl
SWIFTJ1356.6m1932,null
SWIFTJ1408.1m3024,null
SWIFTJ1410.9m4229,null
SWIFTJ1412.9m6522,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX002800/r9074176/enhanced/SPITZER_S5_9074176_01_merge.tbl
SWIFTJ1413.2m0312,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX008300/r18512896/enhanced/SPITZER_S5_18512896_01_merge.tbl
SWIFTJ1416.9m1158,null
SWIFTJ1416.9m4640,null
SWIFTJ1417.7p6143,null
SWIFTJ1417.7p2539,null
SWIFTJ1417.9p2507,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX003500/r4855296/enhanced/SPITZER_S5_4855296_01_merge.tbl
SWIFTJ1419.0m2639,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX009400/r26491136/enhanced/SPITZER_S5_26491136_01_merge.tbl
SWIFTJ1421.4p4747,null
SWIFTJ1424.2p2435,null
SWIFTJ1427.5p1949,null
SWIFTJ1428.7p4234,null
SWIFTJ1429.2p0118,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX004500/r10451712/enhanced/SPITZER_S5_10451712_01_merge.tbl
SWIFTJ1431.2p2816,null
SWIFTJ1432.8m4412,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX003500/r4855552/enhanced/SPITZER_S5_4855552_01_merge.tbl
SWIFTJ1433.9p0528,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX005200/r4855808/enhanced/SPITZER_S5_4855808_01_merge.tbl
SWIFTJ1434.9p4837,null
SWIFTJ1436.4p5846,null
SWIFTJ1436.8m1615,null
SWIFTJ1439.2p1417,null
SWIFTJ1441.4p5341,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX006800/r17643008/enhanced/SPITZER_S5_17643008_01_merge.tbl
SWIFTJ1442.5m1715,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX008300/r18945536/enhanced/SPITZER_S5_18945536_01_merge.tbl
SWIFTJ1445.6p2702,null
SWIFTJ1446.7m6416,null
SWIFTJ1448.7m4009,null
SWIFTJ1449.5p8602,null
SWIFTJ1451.0m5540A,null
SWIFTJ1451.0m5540B,null
SWIFTJ1453.3p2558,null
SWIFTJ1454.9m5133,null
SWIFTJ1457.8m4308,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX011100/r21929984/enhanced/SPITZER_S5_21929984_01_merge.tbl
SWIFTJ1458.9p7143,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX004100/r11304704/enhanced/SPITZER_S5_11304704_01_merge.tbl
SWIFTJ1504.2p1025,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX002800/r3761664/enhanced/SPITZER_S5_3761664_01_merge.tbl
SWIFTJ1506.7p0353A,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX007300/r15079168/enhanced/SPITZER_S5_15079168_01_merge.tbl
SWIFTJ1506.7p0353B,null
SWIFTJ1508.6m4953,null
SWIFTJ1508.8m0013,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX007300/r15080960/enhanced/SPITZER_S5_15080960_01_merge.tbl
SWIFTJ1512.0m2119,null
SWIFTJ1512.2m1053A,null
SWIFTJ1512.2m1053B,null
SWIFTJ1512.8m0906,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX008300/r18982400/enhanced/SPITZER_S5_18982400_01_merge.tbl
SWIFTJ1513.8m8125,null
SWIFTJ1515.0p4205,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX008900/r22090240/enhanced/SPITZER_S5_22090240_01_merge.tbl
SWIFTJ1519.6p6538,null
SWIFTJ1521.8p0334,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX007300/r15083008/enhanced/SPITZER_S5_15083008_01_merge.tbl
SWIFTJ1523.5p6340,null
SWIFTJ1530.0m1300,null
SWIFTJ1533.2m0836,null
SWIFTJ1535.9p5751,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX006000/r14200320/enhanced/SPITZER_S5_14200320_01_merge.tbl
SWIFTJ1542.0m1410,null
SWIFTJ1546.3p6928,null
SWIFTJ1547.5p2050,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX004500/r10828800/enhanced/SPITZER_S5_10828800_01_merge.tbl
SWIFTJ1548.1m6406,null
SWIFTJ1548.5m1344,null
SWIFTJ1553.6p2347,null
SWIFTJ1553.6p2606,null
SWIFTJ1557.8m7913,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX010600/r23022848/enhanced/SPITZER_S5_23022848_01_merge.tbl
SWIFTJ1605.9m7250,null
SWIFTJ1607.2p4834,null
SWIFTJ1607.4p8502,null
SWIFTJ1613.2m6043,null
SWIFTJ1614.0p6544,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX005800/r14201344/enhanced/SPITZER_S5_14201344_01_merge.tbl
SWIFTJ1617.8p3223,null
SWIFTJ1618.7m5930,null
SWIFTJ1621.2p8104,null
SWIFTJ1625.9p4349,null
SWIFTJ1626.5m2951,null
SWIFTJ1626.7p8530,null
SWIFTJ1628.1p5145,null
SWIFTJ1629.9p6722,null
SWIFTJ1630.5p3925,null
SWIFTJ1631.7p2353,null
SWIFTJ1635.0m5804,null
SWIFTJ1643.2p7036,null
SWIFTJ1643.1p3951,null
SWIFTJ1648.0m3037,null
SWIFTJ1650.5p0434,null
SWIFTJ1652.0m5915A,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX008100/r17643264/enhanced/SPITZER_S5_17643264_01_merge.tbl
SWIFTJ1652.0m5915B,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX010300/r22090752/enhanced/SPITZER_S5_22090752_01_merge.tbl
SWIFTJ1652.3p5554,null
SWIFTJ1652.9p0223,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX002800/r4985600/enhanced/SPITZER_S5_4985600_01_merge.tbl
SWIFTJ1653.2p2352,null
SWIFTJ1654.0p3946,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX010400/r26490624/enhanced/SPITZER_S5_26490624_01_merge.tbl
SWIFTJ1656.1m5200,null
SWIFTJ1656.3m3302,null
SWIFTJ1708.6p2155,null
SWIFTJ1717.1m6249,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX010300/r22091264/enhanced/SPITZER_S5_22091264_01_merge.tbl
SWIFTJ1719.7p4900,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX004600/r13374720/enhanced/SPITZER_S5_13374720_01_merge.tbl
SWIFTJ1721.7p4316,null
SWIFTJ1723.2p3418,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX005300/r14022400/enhanced/SPITZER_S5_14022400_01_merge.tbl
SWIFTJ1723.5p3630,null
SWIFTJ1731.3p1442,null
SWIFTJ1733.3p3635,null
SWIFTJ1737.5m2908,null
SWIFTJ1737.7m5956A,null
SWIFTJ1737.7m5956B,null
SWIFTJ1741.9m1211,null
SWIFTJ1742.1m6054,null
SWIFTJ1742.2p1833,null
SWIFTJ1743.4p6253,null
SWIFTJ1745.4p2906,null
SWIFTJ1747.7m2253,null
SWIFTJ1747.8p6837A,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX005200/r14450688/enhanced/SPITZER_S5_14450688_01_merge.tbl
SWIFTJ1747.8p6837B,null
SWIFTJ1748.8m3257,null
SWIFTJ1751.8m6019,null
SWIFTJ1800.3p6637,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX010400/r27304448/enhanced/SPITZER_S5_27304448_01_merge.tbl
SWIFTJ1802.8m1455,null
SWIFTJ1807.9p1124,null
SWIFTJ1816.0p4236,null
SWIFTJ1822.0p6421,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX003000/r4676096/enhanced/SPITZER_S5_4676096_01_merge.tbl
SWIFTJ1821.6p5953,null
SWIFTJ1824.3m5624,null
SWIFTJ1824.2p1845,null
SWIFTJ1825.7p7215,null
SWIFTJ1826.1m0710,null
SWIFTJ1826.8p3254,null
SWIFTJ1829.4p4846,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX003000/r4581888/enhanced/SPITZER_S5_4581888_01_merge.tbl
SWIFTJ1830.8p0928,null
SWIFTJ1833.7m2105,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX010600/r26905856/enhanced/SPITZER_S5_26905856_01_merge.tbl
SWIFTJ1835.0p3240,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX007300/r11306496/enhanced/SPITZER_S5_11306496_01_merge.tbl
SWIFTJ1836.9m5924,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX009800/r18507520/enhanced/SPITZER_S5_18507520_01_merge.tbl
SWIFTJ1838.4m6524,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX009800/r18505728/enhanced/SPITZER_S5_18505728_01_merge.tbl
SWIFTJ1842.0p7945,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX002900/r4673024/enhanced/SPITZER_S5_4673024_01_merge.tbl
SWIFTJ1844.5m6221,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX010400/r26489088/enhanced/SPITZER_S5_26489088_01_merge.tbl
SWIFTJ1845.4p7211,null
SWIFTJ1852.2p8424A,null
SWIFTJ1852.2p8424B,null
SWIFTJ1848.0m7832,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX003000/r4848384/enhanced/SPITZER_S5_4848384_01_merge.tbl
SWIFTJ1852.8p3002,null
SWIFTJ1856.5m7851,null
SWIFTJ1856.1p1539,null
SWIFTJ1856.6m5443,null
SWIFTJ1856.2m7829,null
SWIFTJ1903.9p3349,null
SWIFTJ1905.4p4231,null
SWIFTJ1913.3m5010,null
SWIFTJ1919.4m2958,null
SWIFTJ1921.1m5842,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX010400/r26489856/enhanced/SPITZER_S5_26489856_01_merge.tbl
SWIFTJ1925.0p5041,null
SWIFTJ1926.9p4140,null
SWIFTJ1928.0p7356,null
SWIFTJ1930.5p3414,null
SWIFTJ1933.9p3258,null
SWIFTJ1937.5m0613,null
SWIFTJ1938.1m5108,null
SWIFTJ1940.4m3015,null
SWIFTJ1942.6m1024,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX010400/r22091776/enhanced/SPITZER_S5_22091776_01_merge.tbl
SWIFTJ1943.5p2120,null
SWIFTJ1947.3p4447,null
SWIFTJ1952.4p0237,null
SWIFTJ1959.4p4044,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX003100/r4673280/enhanced/SPITZER_S5_4673280_01_merge.tbl
SWIFTJ1959.6p6507,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX009400/r26491648/enhanced/SPITZER_S5_26491648_01_merge.tbl
SWIFTJ2001.0m1811,null
SWIFTJ2006.5p5619,null
SWIFTJ2007.0m3433,null
SWIFTJ2009.0m6103,null
SWIFTJ2009.6m4851,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX003000/r4670464/enhanced/SPITZER_S5_4670464_01_merge.tbl
SWIFTJ2010.6m2521,null
SWIFTJ2010.7p4801,null
SWIFTJ2011.5m1544,null
SWIFTJ2015.2p2526,null
SWIFTJ2015.9p3715,null
SWIFTJ2018.4m5539,null
SWIFTJ2018.8p4041,null
SWIFTJ2021.9p4400,null
SWIFTJ2024.0m0246,null
SWIFTJ2027.1m0220,null
SWIFTJ2028.5p2543,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX007500/r20349184/enhanced/SPITZER_S5_20349184_01_merge.tbl
SWIFTJ2029.4m6149,null
SWIFTJ2030.2m7532,null
SWIFTJ2033.4p2147,null
SWIFTJ2034.0m0943,null
SWIFTJ2035.2p2604,null
SWIFTJ2035.6m5013,null
SWIFTJ2040.2m5126,null
SWIFTJ2042.3p7507,null
SWIFTJ2044.0p2832,null
SWIFTJ2044.2m1045,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX007600/r18508288/enhanced/SPITZER_S5_18508288_01_merge.tbl
SWIFTJ2048.4p3815,null
SWIFTJ2052.0m5704,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX007500/r18506752/enhanced/SPITZER_S5_18506752_01_merge.tbl
SWIFTJ2056.0m4713,null
SWIFTJ2059.6p4301B,null
SWIFTJ2102.6m2810,null
SWIFTJ2109.1m0942,null
SWIFTJ2109.2p3531,null
SWIFTJ2114.4p8206,null
SWIFTJ2116.3p2512,null
SWIFTJ2117.5p5139,null
SWIFTJ2118.9p3336,null
SWIFTJ2123.6p2506,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX005200/r11307264/enhanced/SPITZER_S5_11307264_01_merge.tbl
SWIFTJ2124.6p5057,null
SWIFTJ2127.4p5654,null
SWIFTJ2129.1m1538,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX005800/r14757888/enhanced/SPITZER_S5_14757888_01_merge.tbl
SWIFTJ2132.0m3343,null
SWIFTJ2134.9m2729,null
SWIFTJ2156.1p4728,null
SWIFTJ2135.5m6222,null
SWIFTJ2136.8m6444,null
SWIFTJ2137.8m1433,null
SWIFTJ2138.8m3207,null
SWIFTJ2139.7p5951,null
SWIFTJ2145.5p1101,null
SWIFTJ2148.0p0657,null
SWIFTJ2148.3m3454,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX007600/r18507008/enhanced/SPITZER_S5_18507008_01_merge.tbl
SWIFTJ2150.2m1855,null
SWIFTJ2152.0m3030,null
SWIFTJ2156.2p1724,null
SWIFTJ2157.2m6942,null
SWIFTJ2157.4m0615,null
SWIFTJ2200.9p1032,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX011400/r26490112/enhanced/SPITZER_S5_26490112_01_merge.tbl
SWIFTJ2201.9p5057,null
SWIFTJ2201.9m3152,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX003100/r4856064/enhanced/SPITZER_S5_4856064_01_merge.tbl
SWIFTJ2202.8p4218,https://irsa.ipac.caltech.edu/data/SPITZER/Enhanced/IRS/spectra/IRSX002500/r4670208/enhanced/SPITZER_S5_4670208_01_merge.tbl
